date,Indianapolis Colts,New England Patriots
2015-01-19 01:30:40.730,11.80656,90.7218
2015-01-19 01:30:56.700,11.80656,89.28571
2015-01-19 01:31:12.721,11.80656,89.28571
2015-01-19 01:31:28.586,10.41667,90.09009
2015-01-19 01:31:44.820,10.53924,90.09009
2015-01-19 01:32:00.578,10.53924,90.09009
2015-01-19 01:32:16.524,10.53924,90.09009
2015-01-19 01:32:32.401,10.53924,90.09009
2015-01-19 01:32:48.218,10.6383,89.28571
2015-01-19 01:33:04.151,10.6383,89.28571
2015-01-19 01:33:20.350,10.44359,89.28571
2015-01-19 01:33:36.366,10.6383,89.28571
2015-01-19 01:33:52.201,10.6383,89.28571
2015-01-19 01:34:07.991,10.6383,89.28571
2015-01-19 01:34:24.302,10.6383,89.28571
2015-01-19 01:34:40.398,10.41667,89.28571
2015-01-19 01:34:56.640,10.41667,89.28571
2015-01-19 01:35:12.718,10.41667,89.28571
2015-01-19 01:35:34.824,10.50457,89.34802
2015-01-19 01:35:52.129,10.50457,90.09009
2015-01-19 01:36:07.934,10.6383,90.09009
2015-01-19 01:36:23.972,10.6383,90.09009
2015-01-19 01:36:39.790,10.6383,90.09009
2015-01-19 01:36:55.923,10.4446,90.09009
2015-01-19 01:37:11.712,10.4446,90.09009
2015-01-19 01:37:28.062,10.4446,90.09009
2015-01-19 01:37:43.894,10.41667,90.09009
2015-01-19 01:37:59.867,10.41667,90.09009
2015-01-19 01:38:16.294,10.41667,89.28571
2015-01-19 01:38:32.250,10.41667,90.09009
2015-01-19 01:38:49.370,10.41667,90.09009
2015-01-19 01:39:05.173,10.6383,90.09009
2015-01-19 01:39:21.538,10.6383,89.28571
2015-01-19 01:39:37.548,10.6383,89.28571
2015-01-19 01:39:53.414,10.6383,90.09009
2015-01-19 01:40:11.077,10.6383,90.05583
2015-01-19 01:40:27.241,10.41667,90.05583
2015-01-19 01:40:43.247,10.51529,90.05583
2015-01-19 01:40:59.257,10.6383,89.2878
2015-01-19 01:41:15.156,10.62527,89.28571
2015-01-19 01:41:31.704,10.6383,89.28571
2015-01-19 01:41:47.832,11.11111,89.27456
2015-01-19 01:42:03.889,10.90125,87.87264
2015-01-19 01:42:19.790,10.90125,87.7193
2015-01-19 01:42:36.102,10.90125,88.49558
2015-01-19 01:42:52.262,11.12391,88.53047
2015-01-19 01:43:08.256,11.62791,88.49558
2015-01-19 01:43:24.149,11.11111,89.03999
2015-01-19 01:43:40.164,11.11111,90.09009
2015-01-19 01:43:56.087,10.20408,90.09009
2015-01-19 01:44:12.059,10.20408,89.28571
2015-01-19 01:44:27.938,10.20408,89.28571
2015-01-19 01:44:43.800,11.40933,88.7395
2015-01-19 01:44:59.544,10.70905,89.97037
2015-01-19 01:45:15.405,9.090909,90.90909
2015-01-19 01:45:31.549,9.090909,90.90909
2015-01-19 01:45:47.401,9.090909,91.74312
2015-01-19 01:46:03.481,9.090909,91.74312
2015-01-19 01:46:19.555,8,92.59259
2015-01-19 01:46:35.666,7.407407,92.9179
2015-01-19 01:46:51.959,7.407407,92.9179
2015-01-19 01:47:08.725,6.451613,94.21453
2015-01-19 01:47:24.706,6.666667,93.45794
2015-01-19 01:47:41.163,5.91903,93.45794
2015-01-19 01:47:57.231,5.558644,94.33962
2015-01-19 01:48:13.763,5.714286,94.92655
2015-01-19 01:48:29.917,5.471125,94.34704
2015-01-19 01:48:45.925,5,95.14443
2015-01-19 01:49:01.932,5,95.14443
2015-01-19 01:49:17.760,5,96.15385
2015-01-19 01:49:34.812,3.846154,96.15385
2015-01-19 01:49:50.702,3.846154,96.15385
2015-01-19 01:50:06.781,4.347826,95.7505
