date,Draw,France,Scotland
2015-02-07 18:01:00.671,2.380952,78.07278,20.40816
2015-02-07 18:01:16.450,2.572826,77.44681,20.06689
2015-02-07 18:01:32.432,2.598056,76.21533,20.973
2015-02-07 18:01:52.640,2.449332,78.01511,21.72588
2015-02-07 18:02:08.547,2.367253,77.80814,20.29776
2015-02-07 18:02:24.656,2.367253,77.05081,20.16475
2015-02-07 18:02:40.431,2.367253,78.16301,19.60784
2015-02-07 18:03:03.407,2.414454,77.06052,19.87324
2015-02-07 18:03:19.293,2.311269,77.4795,20.05953
2015-02-07 18:03:35.099,2.585062,75.84713,21.4791
2015-02-07 18:03:52.376,2.276358,76.33588,21.34608
2015-02-07 18:04:08.049,2.087797,76.51087,21.6947
2015-02-07 18:04:24.454,2.021716,76.33588,21.73913
2015-02-07 18:04:40.239,2.078849,76.28737,22.52734
2015-02-07 18:04:56.455,2.073456,76.28891,21.74909
2015-02-07 18:05:12.272,2.173913,75.72015,22.44022
2015-02-07 18:05:28.030,2.272727,73.40549,23.40494
2015-02-07 18:05:43.675,2.268349,74.34978,24.0141
2015-02-07 18:05:59.855,2.266022,74.36964,22.96107
2015-02-07 18:06:15.688,2.173913,75.88222,21.80545
2015-02-07 18:06:31.616,2.091527,76.93691,21.5837
2015-02-07 18:06:47.599,2.037177,78.07226,20.00803
2015-02-07 18:07:03.319,2.037177,77.59928,21.2766
2015-02-07 18:07:19.024,2,76.92895,21.22109
2015-02-07 18:07:34.954,1.844361,78.7337,19.76606
2015-02-07 18:07:50.686,1.666667,80.64516,17.96538
2015-02-07 18:08:06.488,1.659145,81.30995,16.73825
2015-02-07 18:08:23.074,1.538462,80.65816,17.82611
2015-02-07 18:08:38.865,1.862388,81.84196,16.80168
2015-02-07 18:08:57.946,2.173913,82.33972,15.33411
2015-02-07 18:09:14.429,1.914465,82.98249,15.15597
2015-02-07 18:09:30.130,2,83.33333,15.625
2015-02-07 18:09:45.946,2,83.27944,14.70588
2015-02-07 18:10:02.248,2.018517,83.10345,15.01811
2015-02-07 18:10:18.074,2.133163,82.80798,14.79222
2015-02-07 18:10:33.893,2.186312,81.5205,16.49026
2015-02-07 18:10:49.675,2.5,81.80534,16.66667
2015-02-07 18:11:06.068,2.967351,80.65271,16.07617
2015-02-07 18:11:22.878,3.218468,80.65271,17.85714
2015-02-07 18:11:44.002,3.854153,80.09819,16.40755
2015-02-07 18:11:59.599,3.861668,80.47537,16.12903
2015-02-07 18:12:15.272,3.727928,81.07557,15.85658
2015-02-07 18:12:31.088,2.97447,82.14514,15.26313
2015-02-07 18:12:46.820,3.005733,84.2118,13.21469
2015-02-07 18:13:02.517,2.78018,85.45753,12.83791
2015-02-07 18:13:18.430,2.933688,84.78206,12.5
2015-02-07 18:13:34.340,2.798074,85.16765,12.35851
2015-02-07 18:13:50.051,2.620473,84.92193,12.65823
2015-02-07 18:14:06.427,2.473334,85.38824,12.37177
2015-02-07 18:14:22.196,2.209131,84.74576,12.18468
2015-02-07 18:14:37.853,2.272727,84.82829,12.56582
2015-02-07 18:14:53.649,2.075812,85.2988,12.52244
2015-02-07 18:15:10.425,2.045263,87.35587,11.66977
2015-02-07 18:15:26.048,2.228818,84.96552,11.66977
2015-02-07 18:15:41.831,2.316557,83.81034,13.86722
