date,Dallas Cowboys,Green Bay Packers
2015-01-11 19:37:26.196,53.47594,46.49638
2015-01-11 19:37:42.394,53.28898,47.02206
2015-01-11 19:37:58.860,53.47564,47.16981
2015-01-11 19:38:14.644,53.62382,46.72897
2015-01-11 19:38:33.324,53.47464,46.72897
2015-01-11 19:38:49.009,53.47594,46.31099
2015-01-11 19:39:05.319,53.74844,46.41655
2015-01-11 19:39:20.967,54.34783,45.87156
2015-01-11 19:39:36.573,54.25297,45.87156
2015-01-11 19:39:52.317,54.05405,45.87156
2015-01-11 19:40:07.965,54.26899,46.2963
2015-01-11 19:40:23.918,54.24784,46.2963
2015-01-11 19:40:39.926,54.0831,46.03872
2015-01-11 19:40:55.570,54.34783,45.59271
2015-01-11 19:41:11.493,54.04946,46.10908
2015-01-11 19:41:27.158,53.86397,45.87156
2015-01-11 19:41:42.747,54.05405,45.87156
2015-01-11 19:41:58.646,54.00733,46.07502
2015-01-11 19:42:15.182,54.05405,45.88177
2015-01-11 19:42:30.753,54.05405,45.87156
2015-01-11 19:42:46.358,54.34783,45.87156
2015-01-11 19:43:02.141,54.24254,45.87156
2015-01-11 19:43:17.762,54.32828,45.87156
2015-01-11 19:43:33.420,54.34783,45.87156
2015-01-11 19:43:49.611,54.34783,45.87156
2015-01-11 19:44:05.594,54.29864,46.14677
2015-01-11 19:44:21.434,54.31587,46.29234
2015-01-11 19:44:37.161,54.34783,45.87156
2015-01-11 19:44:52.773,54.67809,45.49533
2015-01-11 19:45:08.402,54.85695,45.45455
2015-01-11 19:45:24.170,54.64481,45.45455
2015-01-11 19:45:39.753,54.94505,45.45455
2015-01-11 19:45:55.677,54.76589,45.12469
2015-01-11 19:46:11.365,54.50175,45.04505
2015-01-11 19:46:26.988,54.74785,45.33345
2015-01-11 19:46:42.758,54.19893,45.87156
2015-01-11 19:46:58.647,54.18322,46.2963
2015-01-11 19:47:14.428,54.43896,46.23873
2015-01-11 19:47:30.200,54.43896,46.23873
2015-01-11 19:47:46.311,53.76626,46.2963
2015-01-11 19:48:02.150,54.87716,46.2963
2015-01-11 19:48:17.799,54.04309,46.06951
2015-01-11 19:48:33.555,53.47594,46.06951
2015-01-11 19:48:52.441,53.59769,46.06951
2015-01-11 19:49:08.169,54.47516,47.16981
2015-01-11 19:49:23.751,53.41895,46.96829
2015-01-11 19:49:39.362,52.82615,49.90686
2015-01-11 19:49:55.172,51.77087,46.83614
2015-01-11 19:50:10.753,54.52501,46.24893
2015-01-11 19:50:26.355,55.32355,44.99614
2015-01-11 19:50:42.361,55.55556,44.99614
2015-01-11 19:50:58.526,54.94505,46.2963
2015-01-11 19:51:14.186,55.15779,42.01681
2015-01-11 19:51:29.961,60.58609,35.60018
2015-01-11 19:51:45.555,60.38441,40.19226
2015-01-11 19:52:01.167,63.04815,38.68084
2015-01-11 19:52:17.042,61.2948,39.37008
2015-01-11 19:52:32.760,60.05052,40.24767
2015-01-11 19:52:48.447,59.18778,41.15329
2015-01-11 19:53:04.154,59.17375,40.6688
2015-01-11 19:53:19.755,59.1716,40.65041
2015-01-11 19:53:35.386,59.38052,40.65041
2015-01-11 19:53:51.158,59.52381,40.65041
2015-01-11 19:54:06.813,59.88024,40.31307
2015-01-11 19:54:22.581,59.89601,40
2015-01-11 19:54:38.151,59.6277,40.65041
2015-01-11 19:54:53.773,59.55702,40.63017
2015-01-11 19:55:09.353,60.55836,36.58437
2015-01-11 19:55:25.133,64.09064,36.58437
2015-01-11 19:55:40.755,64.16023,35.77084
2015-01-11 19:55:56.378,64.01891,35.77084
2015-01-11 19:56:12.422,62.93481,36.76471
2015-01-11 19:56:28.669,62.93481,36.76471
2015-01-11 19:56:44.366,61.59392,38.56737
2015-01-11 19:56:59.975,62.13259,38.16794
2015-01-11 19:57:15.578,62.5,37.21552
2015-01-11 19:57:31.166,64.36969,35.97122
2015-01-11 19:57:46.834,64.36969,35.97122
2015-01-11 19:58:02.984,64.36969,35.97122
2015-01-11 19:58:18.761,63.53439,36.76471
2015-01-11 19:58:34.616,63.53524,36.24931
2015-01-11 19:58:51.902,64.8945,35.43462
2015-01-11 19:59:26.761,64.52701,36.17797
2015-01-11 19:59:42.434,66.21628,33.33333
2015-01-11 19:59:58.797,66.22213,33.33333
2015-01-11 20:00:14.594,59.84248,43.92968
2015-01-11 20:00:42.853,50.35612,49.74243
2015-01-11 20:01:06.775,50.78053,49.34168
2015-01-11 20:01:22.489,51.12674,49.04567
2015-01-11 20:01:38.228,52.60562,48.1653
2015-01-11 20:01:54.362,53.0425,47.6162
2015-01-11 20:02:09.994,53.19126,47.44357
2015-01-11 20:02:26.126,51.65626,51.29822
2015-01-11 20:02:42.159,45.34123,54.7075
2015-01-11 20:02:57.807,45.34497,54.66459
2015-01-11 20:03:16.189,45.87156,54.51506
2015-01-11 20:03:32.019,45.63408,54.35446
2015-01-11 20:03:48.189,45.19276,54.64481
2015-01-11 20:04:03.996,45.45455,55.45084
2015-01-11 20:04:25.716,45.82717,54.24188
2015-01-11 20:04:41.414,51.13015,49.26222
2015-01-11 20:04:57.208,47.61905,52.29468
2015-01-11 20:05:13.106,47.61905,52.63158
2015-01-11 20:05:28.815,46.94147,52.64807
2015-01-11 20:05:44.593,46.34994,50.99613
2015-01-11 20:06:00.518,49.54128,50.09173
2015-01-11 20:06:16.225,49.99709,50.00245
2015-01-11 20:06:32.018,50.93577,49.01961
2015-01-11 20:06:48.410,50.85773,48.93164
2015-01-11 20:07:14.375,51.79129,46.73169
2015-01-11 20:07:30.254,55.17309,44.64286
2015-01-11 20:07:46.361,54.99417,44.64286
2015-01-11 20:08:03.365,52.64791,47.61043
2015-01-11 20:08:18.978,51.16134,48.54368
2015-01-11 20:08:34.637,50.37138,49.86616
2015-01-11 20:08:50.438,50.36624,50.57839
2015-01-11 20:09:06.253,50.46816,49.51062
2015-01-11 20:09:22.537,50,50.46304
2015-01-11 20:09:38.201,50,50.3477
2015-01-11 20:09:54.039,50.23056,50.40036
2015-01-11 20:10:09.810,50.15861,50.12066
2015-01-11 20:10:25.657,50,50.00339
2015-01-11 20:10:43.371,50.13296,50.42524
2015-01-11 20:10:59.043,51.08087,47.7841
2015-01-11 20:11:14.870,52.64082,47.50928
2015-01-11 20:11:30.818,50.99075,49.48159
2015-01-11 20:11:46.959,51.38077,48.93109
2015-01-11 20:12:02.811,52.7007,47.61905
2015-01-11 20:12:18.648,54.41467,46.25566
2015-01-11 20:12:34.716,55.45573,45.31684
2015-01-11 20:12:50.401,56.01824,44.15011
2015-01-11 20:13:06.339,58.71243,40.69452
2015-01-11 20:13:22.013,60.26339,40.69452
2015-01-11 20:13:37.801,60.42291,39.43568
2015-01-11 20:13:55.020,66.67409,34.68306
2015-01-11 20:14:10.841,66.8974,33.24152
2015-01-11 20:14:26.630,67.76045,32.48084
2015-01-11 20:14:42.369,68.69896,30.04078
2015-01-11 20:14:58.045,68.74828,30.04078
2015-01-11 20:15:14.253,68.9376,31.5332
2015-01-11 20:15:30.044,68.49017,31.74603
2015-01-11 20:15:46.495,68.22458,31.32412
2015-01-11 20:16:02.729,69.15108,30.48616
2015-01-11 20:16:18.414,69.85845,30.58565
2015-01-11 20:16:35.012,69.10652,31.17523
2015-01-11 20:16:50.813,68.48858,31.74603
2015-01-11 20:17:06.589,68.76477,31.59799
2015-01-11 20:17:22.460,68.74148,31.74603
2015-01-11 20:17:38.213,68.11571,31.74603
2015-01-11 20:17:54.003,68.88464,31.74603
2015-01-11 20:18:10.117,69.77851,30.32354
2015-01-11 20:18:25.800,71.33468,29.85075
2015-01-11 20:18:41.595,68.96552,29.85075
2015-01-11 20:18:57.454,68.49315,31.25
2015-01-11 20:19:13.184,69.72242,31.64049
2015-01-11 20:20:18.582,68.96254,30.97843
2015-01-11 20:20:34.203,69.57671,30.51048
2015-01-11 20:20:50.353,69.44444,30.76923
2015-01-11 20:21:06.047,69.41205,30.7661
2015-01-11 20:21:22.107,69.43378,30.61365
2015-01-11 20:21:37.839,68.49315,31.25
2015-01-11 20:21:54.327,67.15886,32.71481
2015-01-11 20:22:10.030,67.23424,33.24214
2015-01-11 20:22:25.869,68.37109,32.63154
2015-01-11 20:22:41.592,69.32715,30.30676
2015-01-11 20:22:57.696,69.50052,30.64322
2015-01-11 20:23:13.465,67.56757,32.78689
2015-01-11 20:23:29.194,68.38213,32.03706
2015-01-11 20:23:45.014,67.95902,32.67073
2015-01-11 20:24:00.842,62.55019,35.73202
2015-01-11 20:24:16.598,63.10261,37.12184
2015-01-11 20:24:32.904,64.6092,36.43795
2015-01-11 20:24:48.609,62.89308,37.20188
2015-01-11 20:25:04.430,63.59214,36.47257
2015-01-11 20:25:20.163,65.15317,36.49635
2015-01-11 20:25:35.895,64.54164,36.27007
2015-01-11 20:25:51.723,64.21361,35.97122
2015-01-11 20:26:07.407,64.85467,35.97122
2015-01-11 20:26:23.534,67.89169,30.84707
2015-01-11 20:26:39.266,67.08185,32.98472
2015-01-11 20:26:55.007,68.73989,32.78689
2015-01-11 20:27:10.839,69.28756,30.41327
2015-01-11 20:27:26.666,69.26872,30.64949
2015-01-11 20:27:42.489,51.48465,49.01029
2015-01-11 20:28:02.030,49.84614,50.0173
2015-01-11 20:28:17.883,52.22561,50.2756
2015-01-11 20:28:33.747,50.43681,49.68419
2015-01-11 20:28:50.103,51.31422,48.50189
2015-01-11 20:29:05.866,51.17564,48.56178
2015-01-11 20:29:21.650,51.66559,47.97873
2015-01-11 20:29:37.886,51.99428,48.21304
2015-01-11 20:29:53.640,52.6184,47.61905
2015-01-11 20:30:09.793,52.59493,47.97101
2015-01-11 20:30:25.743,52.9914,46.77085
2015-01-11 20:30:41.389,52.52858,48.16688
2015-01-11 20:30:57.380,53.59652,46.72897
2015-01-11 20:31:13.064,53.13358,46.96319
2015-01-11 20:31:28.839,55.38154,45.45455
