date,Novak Djokovic,Roger Federer
2015-02-28 16:22:00.718,42.82861,57.43577
2015-02-28 16:22:16.505,43.55419,56.31418
2015-02-28 16:22:32.386,43.7474,56.68769
2015-02-28 16:22:48.106,43.11536,56.86829
2015-02-28 16:23:04.273,43.058,57.05871
2015-02-28 16:23:20.614,42.99618,56.91596
2015-02-28 16:23:36.599,42.9082,57.03741
2015-02-28 16:23:52.350,46.3096,53.41988
2015-02-28 16:24:08.180,50.08421,51.81918
2015-02-28 16:24:23.921,53.8703,46.256
2015-02-28 16:24:39.737,53.32265,47.61712
2015-02-28 16:24:55.909,50.85128,49.52707
2015-02-28 16:25:11.698,55.88609,46.58875
2015-02-28 16:25:27.526,57.8209,42.24035
2015-02-28 16:25:43.261,59.19515,41.08038
2015-02-28 16:25:59.088,54.66212,45.36712
2015-02-28 16:26:16.187,50.96265,52.53401
2015-02-28 16:26:32.111,45.24924,55.30896
2015-02-28 16:26:47.973,41.77415,58.31695
2015-02-28 16:27:03.671,40.13351,60.35609
2015-02-28 16:27:19.463,38.53628,61.81534
2015-02-28 16:27:35.322,38.54709,61.67486
2015-02-28 16:27:56.363,42.80793,58.53535
2015-02-28 16:28:12.407,43.01136,56.91887
2015-02-28 16:28:28.165,43.52755,56.3168
2015-02-28 16:28:43.902,45.10803,55.4988
2015-02-28 16:29:02.579,44.94594,55.41269
2015-02-28 16:29:18.411,43.68898,56.5501
2015-02-28 16:29:34.152,43.83727,56.53139
2015-02-28 16:29:49.927,41.15176,58.74602
2015-02-28 16:30:05.819,41.60929,58.71536
2015-02-28 16:30:21.480,41.12638,59.97015
2015-02-28 16:30:37.584,36.68899,63.85038
2015-02-28 16:30:53.263,36.83211,62.52115
2015-02-28 16:31:09.138,37.48645,62.37929
2015-02-28 16:31:24.911,33.09404,70.28998
2015-02-28 16:31:40.773,27.67903,72.63702
2015-02-28 16:31:56.666,28.0774,72.74569
2015-02-28 16:32:14.000,9.819061,89.91771
2015-02-28 16:32:30.072,10.3701,89.45475
2015-02-28 16:32:45.890,10.52985,89.62831
2015-02-28 16:33:01.854,9.983323,89.85529
2015-02-28 16:33:18.035,9.998836,90.47369
2015-02-28 16:33:33.726,10.21752,89.99616
2015-02-28 16:33:49.909,9.597832,90.01799
2015-02-28 16:34:05.771,16.66667,83.60737
2015-02-28 16:34:21.503,24.59822,80.53802
2015-02-28 16:34:37.270,24.98737,75.78367
2015-02-28 16:34:53.431,19.52452,78.95464
2015-02-28 16:35:09.084,16.12903,85.44058
2015-02-28 16:35:24.993,10.78479,88.3784
2015-02-28 16:35:40.668,10.78479,94.58819
2015-02-28 16:35:56.592,5.72484,93.52318
2015-02-28 16:36:12.395,11.71541,88.15265
2015-02-28 16:36:28.078,12.00873,79.27338
2015-02-28 16:36:44.038,22.33114,77.59155
2015-02-28 16:36:59.783,21.16704,80.63397
2015-02-28 16:37:27.512,12.12181,88.17297
2015-02-28 16:37:43.224,5.040053,94.59165
2015-02-28 16:37:58.832,5.575956,94.6043
2015-02-28 16:38:14.438,5.575956,94.6043
2015-02-28 16:38:30.251,5.575956,94.6043
2015-02-28 16:38:46.078,5.575956,94.6043
2015-02-28 16:39:01.846,5.575956,94.6043
2015-02-28 16:39:18.515,5.575956,94.6043
