date,New England Patriots,Seattle Seahawks
2015-02-01 23:51:30.105,21827.39,953.4697
2015-02-01 23:51:45.818,18829.85,395.1859
2015-02-01 23:52:01.732,105288.5,563.0015
2015-02-01 23:52:17.506,80983.6,67.06236
2015-02-01 23:52:33.296,10572.22,2675.496
2015-02-01 23:52:49.058,16886.52,12283.95
2015-02-01 23:53:05.289,30566.75,6859.836
2015-02-01 23:53:21.476,2889.925,3106.618
2015-02-01 23:53:37.306,15937.03,38416.56
2015-02-01 23:53:53.240,13687.98,41079.64
2015-02-01 23:54:09.247,18257.22,30468.46
2015-02-01 23:54:25.327,4768.76,13804.64
2015-02-01 23:54:41.665,3112.857,6569.75
2015-02-01 23:54:57.536,5546.715,474.1441
2015-02-01 23:55:13.437,8329.534,3880.92
2015-02-01 23:55:29.744,20589.55,29550.09
2015-02-01 23:55:46.459,1463.936,46685.28
2015-02-01 23:56:02.754,132.7801,1494.973
2015-02-01 23:56:18.876,3239.541,1240.18
2015-02-01 23:56:36.307,2305.056,4751.658
2015-02-01 23:56:52.255,846.9068,6443.881
2015-02-01 23:57:08.546,548.314,8086.968
2015-02-01 23:57:24.787,5514.653,9271.146
2015-02-01 23:57:40.700,455.1382,543.8206
2015-02-01 23:57:56.466,1026.396,7468.26
2015-02-01 23:58:12.332,285.1428,5500.041
2015-02-01 23:58:28.721,28325.45,13192.68
2015-02-01 23:58:44.573,911.6697,3096.127
2015-02-01 23:59:00.356,15720.12,2272.516
2015-02-01 23:59:16.138,26751.57,10615.64
2015-02-01 23:59:31.917,3754.836,8486.702
2015-02-01 23:59:47.712,7597.215,24.57699
2015-02-02 00:00:03.767,189.5508,6350.962
2015-02-02 00:00:19.472,9964.16,10640.37
2015-02-02 00:00:35.911,10000.21,5015.596
2015-02-02 00:00:52.741,480.3687,5200.738
2015-02-02 00:01:08.913,1112.817,6047.204
2015-02-02 00:01:24.707,16298.96,28895.71
2015-02-02 00:01:40.678,5827.973,24095.37
2015-02-02 00:01:56.767,22329.09,15905.7
2015-02-02 00:02:12.487,7691.089,2016.162
2015-02-02 00:02:29.086,29172.15,2345.725
2015-02-02 00:02:44.960,55425.94,2461.806
2015-02-02 00:03:00.877,9166.691,853.3001
2015-02-02 00:03:16.931,85864.87,608.2757
2015-02-02 00:03:33.285,74010.1,2594.143
2015-02-02 00:03:49.425,76211.73,3333.242
2015-02-02 00:04:05.339,80540.46,78782.73
2015-02-02 00:04:21.083,2314.037,2324.822
2015-02-02 00:04:36.932,47081.99,55826.11
2015-02-02 00:04:52.880,1074.8,2895.128
2015-02-02 00:05:09.198,42774.98,21374.31
2015-02-02 00:05:25.196,63240.69,7110.584
2015-02-02 00:05:41.780,16421.98,7364.28
2015-02-02 00:05:57.694,72568.16,30032.23
2015-02-02 00:06:13.440,7507.737,1016.315
2015-02-02 00:06:29.338,11312.15,547.0214
2015-02-02 00:06:45.388,38114.32,1060.482
2015-02-02 00:07:01.209,3580.795,44.59781
2015-02-02 00:07:17.141,10091.66,1113.211
2015-02-02 00:07:33.069,12124.63,2773.577
2015-02-02 00:07:49.017,8499.75,138.8628
2015-02-02 00:08:04.943,50135,4188.453
2015-02-02 00:08:21.249,41846.51,3818.327
2015-02-02 00:08:39.032,46582.73,2029.345
2015-02-02 00:08:55.016,4845.685,2989.909
2015-02-02 00:09:11.409,4982.883,2390.696
2015-02-02 00:09:27.309,13300.93,9604.996
2015-02-02 00:09:43.029,26983.22,386.2123
2015-02-02 00:09:58.991,17393.99,139.3125
2015-02-02 00:10:15.282,107205.9,1194.974
2015-02-02 00:10:31.054,89408.97,15700.53
