date,end,title,fill,description
2015-07-01 18:02:00.000,2015-07-01 18:02:00.000,Mattek-Sands 2-0 Ivanovic,gray,Mattek-Sands breaks Ivanovics first service game in 5 points
2015-07-01 18:08:00.000,2015-07-01 18:08:00.000,Mattek-Sands 3-0 Ivanovic,gray,Ivanovic misses 2 break points as the American holds her serve
2015-07-01 18:15:00.000,2015-07-01 18:15:00.000,Mattek-Sands 3-2 Ivanovic,gray,Ivanovic takes advantage of her third chance at breaking Mattek-Sands serve
2015-07-01 18:19:00.000,2015-07-01 18:19:00.000,Mattek-Sands 4-2 Ivanovic,gray,...but Mattek-Sands breaks straight back
2015-07-01 18:29:00.000,2015-07-01 18:29:00.000,Mattek-Sands 6-3 Ivanovic,gray,Mattek-Sands takes the first set
2015-07-01 18:42:00.000,2015-07-01 18:42:00.000,Mattek-Sands 2-1 Ivanovic,gray,Mattek-Sands breaks serve for the third time in the match
2015-07-01 18:45:00.000,2015-07-01 18:45:00.000,Mattek-Sands 3-1 Ivanovic,gray,Ivanovic misses 3 consecutive break points allowing Mattek-Sands to hold
2015-07-01 19:08:00.000,2015-07-01 19:08:00.000,Mattek-Sands 6-4 Ivanovic,gray,It's all over!  Mattek-Sands has knocked out the 6th seed in the second round!
