date,England,France,Ireland,Italy,Scotland,Wales
2015-03-21 15:26:27.907,31.00775,0,39.0625,,,31.25
2015-03-21 15:31:31.567,30.30303,0,38.91051,,,29.62963
2015-03-21 15:36:39.164,29.19708,0,41.32231,,,30.53435
2015-03-21 15:41:39.928,25.80645,0,62.69592,,,10
2015-03-21 15:46:46.988,20.20202,0,71.68459,,,7.272727
2015-03-21 15:51:47.788,20.61856,0,72.46377,,,6.779661
2015-03-21 15:56:48.609,25.97403,0,57.30659,,,11.62791
2015-03-21 16:01:49.289,25.47771,0,66.66667,,,7.272727
2015-03-21 16:06:50.348,19.80198,0,80.32129,,,0.4878049
2015-03-21 16:11:51.200,19.80198,0,78.43137,,,0.3278689
2015-03-21 16:16:52.275,17.54386,0,76.92308,,,
2015-03-21 16:21:53.584,18.69159,0,81.63265,,,
2015-03-21 16:26:54.589,19.41748,,80.32129,,,
2015-03-21 16:31:55.381,20.40816,,79.68127,,,
2015-03-21 16:36:56.207,19.41748,,80.32129,,,
2015-03-21 16:41:56.961,19.41748,,80.97166,,,
2015-03-21 16:46:57.914,19.41748,,80.32129,,,
2015-03-21 16:51:58.703,19.80198,,80.32129,,,
2015-03-21 16:56:59.411,21.50538,,79.05138,,,
2015-03-21 17:02:06.492,22.98851,,74.34944,,,
2015-03-21 17:07:07.276,41.15226,,59.34718,,,
2015-03-21 17:12:08.224,29.19708,,70.17544,,,
2015-03-21 17:17:09.129,14.92537,,85.10638,,,
2015-03-21 17:22:10.520,6.896552,,92.1659,,,
2015-03-21 17:27:11.342,6.153846,,93.89671,,,
2015-03-21 17:32:12.074,6.666667,,93.02326,,,
2015-03-21 17:37:12.793,7.407407,,92.1659,,,
2015-03-21 17:42:13.728,11.90476,,87.33624,,,
2015-03-21 17:47:14.405,25.47771,,76.04563,,,
2015-03-21 17:52:15.445,23.80952,,75.4717,,,
2015-03-21 17:57:16.310,33.89831,,65.57377,,,
2015-03-21 18:02:17.330,34.60208,,64.72492,,,
2015-03-21 18:07:18.120,38.31418,,60.06006,,,
2015-03-21 18:12:18.941,23.52941,,79.05138,,,
2015-03-21 18:17:19.694,29.62963,,69.93007,,,
2015-03-21 18:22:20.398,35.08772,,62.89308,,,
2015-03-21 18:27:21.560,26.49007,,74.34944,,,
2015-03-21 18:32:22.514,16.66667,,76.62835,,,
2015-03-21 18:37:23.749,32.78689,,66.66667,,,
2015-03-21 18:42:24.973,21.2766,,77.51938,,,
2015-03-21 18:47:26.051,12.98701,,84.38819,,,
2015-03-21 18:52:27.085,17.85714,,83.68201,,,
2015-03-21 18:57:27.844,1.550388,,-0,,,
