date,New England Patriots,Seattle Seahawks
2015-02-01 23:21:03.955,48.97959,0.2616431
2015-02-01 23:21:19.883,48.97959,0.2616431
2015-02-01 23:21:35.991,48.97959,0.2616431
2015-02-01 23:21:52.579,48.97959,0.2616431
2015-02-01 23:22:13.521,48.97959,0.2616431
2015-02-01 23:22:30.488,48.97959,0.2616431
2015-02-01 23:22:46.545,49.01961,0.04001601
2015-02-01 23:23:02.815,49.01961,0.04001601
2015-02-01 23:23:18.752,48.97959,0.2616431
2015-02-01 23:23:34.520,48.97959,0.2616431
2015-02-01 23:23:50.614,48.97959,0.2616431
2015-02-01 23:24:06.495,48.97959,0.2616431
2015-02-01 23:24:22.445,48.97959,0.2616431
2015-02-01 23:24:38.430,48.97959,0.2616431
2015-02-01 23:24:54.537,49.50495,0.010001
2015-02-01 23:25:14.375,49.49495,0.2563708
2015-02-01 23:25:32.135,49.49495,0.2563708
2015-02-01 23:25:48.068,49.49495,0.2563708
2015-02-01 23:26:04.569,49.49495,0.2563708
2015-02-01 23:26:20.650,49.50495,0.010001
2015-02-01 23:26:36.642,49.49495,0.2563708
2015-02-01 23:26:52.820,49.49495,0.2563708
2015-02-01 23:27:09.545,49.49495,0.2563708
2015-02-01 23:27:25.502,49.49495,0.2563708
2015-02-01 23:27:41.444,49.23858,0.2189708
2015-02-01 23:27:57.537,49.23858,0.2189708
2015-02-01 23:28:13.482,49.23858,0.2189708
2015-02-01 23:28:30.344,49.23858,0.2189708
2015-02-01 23:28:46.088,49.23858,0.2189708
2015-02-01 23:29:02.147,49.49495,0.2563708
2015-02-01 23:29:18.044,49.49495,0.2563708
2015-02-01 23:29:34.305,49.49495,0.2563708
2015-02-01 23:29:56.888,49.49495,0.2563708
2015-02-01 23:30:13.042,49.49495,0.2563708
2015-02-01 23:30:29.484,49.49495,0.2563708
2015-02-01 23:30:45.380,49.74874,0.2437932
2015-02-01 23:31:01.328,49.74874,0.2537942
2015-02-01 23:31:17.850,49.50495,0.010001
2015-02-01 23:31:34.208,49.49495,0.2563708
2015-02-01 23:31:50.586,49.23858,0.2189708
2015-02-01 23:32:06.527,48.71795,0.1742594
2015-02-01 23:32:22.620,48.97959,0.2616431
2015-02-01 23:32:39.118,49.50495,0.2663718
2015-02-01 23:32:55.559,50,0.4950495
2015-02-01 23:33:11.649,49.74874,0.2437932
2015-02-01 23:33:27.632,51.45631,0.9512602
2015-02-01 23:33:43.739,51.02041,0.04001601
2015-02-01 23:34:00.272,50.76142,0.2563708
2015-02-01 23:34:16.590,50.50505,0.5050505
2015-02-01 23:34:33.164,49.49495,0.4753417
2015-02-01 23:34:49.248,50,0.4950495
2015-02-01 23:35:05.792,49.23858,0.2189708
2015-02-01 23:35:21.657,47.36842,0.1986097
2015-02-01 23:35:37.984,46.2963,0.05973716
2015-02-01 23:35:53.781,47.08995,0.2814365
2015-02-01 23:36:09.633,50.98039,0.2189708
2015-02-01 23:36:26.036,49.74874,0.2437932
2015-02-01 23:36:42.108,48.54369,0.09008107
2015-02-01 23:36:58.172,48.45361,0.2670798
2015-02-01 23:37:14.118,48.07692,0.1602564
2015-02-01 23:37:29.960,47.91667,0.297619
2015-02-01 23:37:46.188,47.36842,0.5599104
2015-02-01 23:38:02.372,47.36842,0.278474
2015-02-01 23:38:18.788,47.08995,0.2814365
2015-02-01 23:38:35.314,47.08995,0.2814365
2015-02-01 23:38:51.703,47.08995,0.2814365
2015-02-01 23:39:07.568,47.08995,0.2814365
2015-02-01 23:39:23.314,47.08995,0.2814365
2015-02-01 23:39:39.209,47.08995,0.2814365
2015-02-01 23:39:55.293,47.36842,0.1986097
2015-02-01 23:40:11.384,48.97959,0.4359025
2015-02-01 23:40:28.701,48.18653,0.1096054
2015-02-01 23:40:45.125,48.54369,0.3571608
2015-02-01 23:41:01.113,50.49505,0.2437932
2015-02-01 23:41:17.182,50.49505,0.2437932
2015-02-01 23:41:33.740,50.50505,0.010001
2015-02-01 23:41:49.728,50.49505,0.990099
2015-02-01 23:42:05.468,50.49505,0.2437932
2015-02-01 23:42:21.525,50.76142,0.2563708
2015-02-01 23:42:37.498,50.76142,0.2563708
2015-02-01 23:42:53.241,50.76142,0.2563708
2015-02-01 23:43:10.062,50.50505,0.010001
2015-02-01 23:43:26.076,50.50505,0.010001
2015-02-01 23:43:41.845,50.50505,0.2537942
2015-02-01 23:43:57.872,50.49505,0.2437932
2015-02-01 23:44:14.126,50.49505,0.2437932
2015-02-01 23:44:36.687,50,0.4950495
2015-02-01 23:44:52.452,49.74874,0.2437932
2015-02-01 23:45:08.603,50,0.4950495
2015-02-01 23:45:27.525,51.81347,0.2670798
2015-02-01 23:45:43.649,51.92308,0.1096054
2015-02-01 23:45:59.481,52.91005,0.278474
2015-02-01 23:46:16.444,53.19149,0.2814365
2015-02-01 23:46:32.310,53.19149,0.2814365
2015-02-01 23:46:48.263,52.38095,0.02493144
2015-02-01 23:47:04.153,51.81347,0.2670798
2015-02-01 23:47:20.338,54.05405,0.2906132
2015-02-01 23:47:36.245,54.12844,0.07438631
2015-02-01 23:47:52.221,54.12844,0.07438631
2015-02-01 23:48:08.133,54.12844,0.07438631
2015-02-01 23:48:24.109,55.24862,0.3035638
2015-02-01 23:48:39.957,54.94505,0.3996004
2015-02-01 23:48:56.154,56.14035,1.195296
2015-02-01 23:49:12.120,54.94505,0.3002462
2015-02-01 23:49:28.094,57.47126,0.3284072
2015-02-01 23:49:43.941,56.89655,1.340996
2015-02-01 23:49:59.700,56.81818,0.3210067
