date,Golden State,New Orleans
2014-12-15 00:48:24.922,67.80435,32.38564
2014-12-15 00:49:01.524,69.65017,30.11511
2014-12-15 00:49:22.314,68.93082,31.16213
2014-12-15 00:49:42.895,66.9567,32.45525
2014-12-15 00:50:03.776,66.96758,32.25806
2014-12-15 00:50:24.289,66.58718,33.33333
2014-12-15 00:50:45.166,66.60823,33.47543
2014-12-15 00:51:06.128,66.25434,33.53834
2014-12-15 00:51:26.762,65.93968,33.78378
2014-12-15 00:51:47.348,65.86703,34.08318
2014-12-15 00:52:08.205,65.88352,33.80977
2014-12-15 00:52:28.728,65.5454,34.24658
2014-12-15 00:52:49.305,68.91481,34.24658
2014-12-15 00:53:10.393,69.47555,30.14773
2014-12-15 00:53:30.917,68.96552,30.14773
2014-12-15 00:53:51.477,72.06305,28.07355
2014-12-15 00:54:13.970,70.41991,26.71184
2014-12-15 00:54:34.514,65.91041,31.25
2014-12-15 00:54:55.472,72.35637,31.25
2014-12-15 00:55:16.122,69.89362,31.25
2014-12-15 00:55:36.815,70.91946,28.66007
2014-12-15 00:55:57.601,70.82154,28.65968
2014-12-15 00:56:18.393,71.31101,28.57143
2014-12-15 00:56:39.177,70.54521,30.76923
2014-12-15 00:56:59.778,70.6344,30.76923
2014-12-15 00:57:20.604,66.26786,33.28701
2014-12-15 00:57:41.245,66.85174,33.11312
2014-12-15 00:58:02.032,65.9128,34.00658
2014-12-15 00:58:22.785,65.48885,34.48276
2014-12-15 00:58:43.448,61.12302,38.68453
2014-12-15 00:59:04.500,62.43563,38.68453
2014-12-15 00:59:25.509,66.79547,38.68453
2014-12-15 00:59:46.478,68.38815,38.68453
2014-12-15 01:00:07.345,68.45757,32.22171
2014-12-15 01:00:28.091,68.49315,32.22171
2014-12-15 01:00:48.898,74.52291,28.64053
2014-12-15 01:01:09.677,68.92833,31.74603
2014-12-15 01:01:30.508,68.485,31.81706
2014-12-15 01:01:51.148,66.71812,31.74603
2014-12-15 01:02:11.732,65.35948,33.40461
2014-12-15 01:02:32.308,59.94129,33.40461
2014-12-15 01:02:52.885,52.63158,33.40461
2014-12-15 01:03:13.570,48.14273,51.82332
2014-12-15 01:03:34.108,52.61323,48.07692
2014-12-15 01:03:54.738,54.34783,47.61905
2014-12-15 01:04:15.505,54.34783,47.61905
2014-12-15 01:04:36.345,54.51627,45.04505
