date,LA Lakers,Minnesota
2014-12-15 00:46:12.496,73.52941,28.79147
2014-12-15 00:46:33.064,73.52941,28.79147
2014-12-15 00:46:53.677,71.42857,28.79147
2014-12-15 00:47:14.319,71.05062,28.98551
2014-12-15 00:47:34.953,73.51447,28.98551
2014-12-15 00:47:56.756,70.46703,28.98551
2014-12-15 00:48:17.358,72.33062,28.98551
2014-12-15 00:48:37.968,71.94245,28.98551
2014-12-15 00:49:13.121,71.59177,28.98551
2014-12-15 00:49:33.901,71.41289,28.57143
2014-12-15 00:49:54.452,72.46377,27.39726
2014-12-15 00:50:15.366,72.9927,27.39726
2014-12-15 00:50:35.893,72.9927,27.02703
2014-12-15 00:50:57.768,73.52941,27.02703
2014-12-15 00:51:18.336,73.52941,27.02703
2014-12-15 00:51:38.923,73.52941,27.02703
2014-12-15 00:51:59.530,73.52941,27.02703
2014-12-15 00:52:20.118,72.9927,27.02703
2014-12-15 00:52:40.720,72.9927,27.02703
2014-12-15 00:53:01.492,71.69735,28.16901
2014-12-15 00:53:22.252,71.69735,28.16901
2014-12-15 00:53:42.911,71.69735,28.16901
2014-12-15 00:54:03.603,71.69735,28.16901
2014-12-15 00:54:24.084,73.52773,26.85939
2014-12-15 00:54:45.156,74.62687,26.85939
2014-12-15 00:55:05.921,74.62687,26.85939
2014-12-15 00:55:26.820,74.62687,26.85939
2014-12-15 00:55:47.642,75.75534,25.64103
2014-12-15 00:56:09.440,75.84527,25.64103
2014-12-15 00:56:30.194,75.284,25.64103
2014-12-15 00:56:50.823,75.75758,25.64103
2014-12-15 00:57:11.962,75.7156,25.64103
2014-12-15 00:57:32.588,75.18797,25.64103
2014-12-15 00:57:53.229,75.61629,25.64103
2014-12-15 00:58:14.248,75.75758,25.64103
2014-12-15 00:58:35.341,76.76017,25.64103
2014-12-15 00:58:56.638,75.75826,24.38729
2014-12-15 00:59:22.825,71.07405,26.32475
2014-12-15 00:59:43.859,70.92199,26.32475
2014-12-15 01:00:04.695,65.57377,26.32475
2014-12-15 01:00:25.694,64.10256,26.32475
2014-12-15 01:00:46.597,59.83477,45.20331
2014-12-15 01:01:07.459,69.44444,45.20331
2014-12-15 01:01:28.165,66.95563,45.20331
2014-12-15 01:01:48.744,67.56757,45.20331
2014-12-15 01:02:09.321,67.56757,45.20331
2014-12-15 01:02:29.977,70.63072,30.30303
2014-12-15 01:02:50.687,70.63072,30.30303
2014-12-15 01:03:11.354,72.46377,30.30303
2014-12-15 01:03:31.947,70.92199,30.30303
2014-12-15 01:03:52.479,70.92199,30.30303
2014-12-15 01:04:13.139,70.92199,30.30303
2014-12-15 01:04:33.801,72.9927,30.30303
2014-12-15 01:04:54.352,72.9927,25.97403
2014-12-15 01:05:15.168,72.9927,25.97403
2014-12-15 01:05:36.153,74.07407,25.97403
2014-12-15 01:05:57.740,74.07407,25.97403
2014-12-15 01:06:18.710,74.07407,25.97403
2014-12-15 01:06:39.335,74.99961,25.97403
2014-12-15 01:06:59.923,74.62687,25.97403
2014-12-15 01:07:20.961,74.62687,25.97403
2014-12-15 01:07:41.469,74.65742,25.97403
2014-12-15 01:08:02.120,74.62687,25.97403
2014-12-15 01:08:23.485,74.62687,25.97403
2014-12-15 01:08:44.135,74.62687,25.97403
2014-12-15 01:09:04.707,74.55217,25.97403
2014-12-15 01:09:39.812,74.62687,25.97403
2014-12-15 01:10:00.306,74.62687,25.97403
2014-12-15 01:10:20.878,74.09145,25.97403
2014-12-15 01:10:41.647,72.9927,25.97403
2014-12-15 01:11:02.265,72.9927,25.97403
2014-12-15 01:11:22.880,72.9927,25.97403
2014-12-15 01:11:43.635,74.62687,25.97403
2014-12-15 01:12:04.325,74.62687,25.97403
2014-12-15 01:12:25.629,74.07407,25.97403
2014-12-15 01:12:46.272,74.07407,25.97403
2014-12-15 01:13:07.093,74.07407,25.97403
2014-12-15 01:13:28.037,74.62687,25.31646
