date,end,title,fill,description
2014-12-15 00:01:00.000,2014-12-15 00:01:00.000,Tip-off,gray,
2014-12-15 00:33:00.000,2014-12-15 00:37:00.000,End of 1st quarter,gray,First quarter ends Lakers 22-19 Timberwolves
2014-12-15 01:05:00.000,2014-12-15 01:18:00.000,Half-time,gray,Lakers lead at the end of the first half.  Lakers 49-44 Timberwolves
2014-12-15 01:40:00.000,2014-12-15 01:44:00.000,End of 3rd quarter,gray,Third quarter ends Lakers 71-69 Timberwolves
2014-12-15 02:25:00.000,2014-12-15 02:25:00.000,Full-time,gray,Lakers hold out for the win.  Lakers 100-94 Timberwolves
