date,Draw,England,South Africa
2014-11-15 15:41:56.159,7.812641,53.24208,38.80021
2014-11-15 15:42:16.945,7.220552,51.33642,40.67258
2014-11-15 15:42:37.672,8.229311,50.08115,41.14884
2014-11-15 15:42:58.447,8.162537,48.56884,42.85322
2014-11-15 15:43:19.874,8.035173,46.00352,46.18182
2014-11-15 15:43:40.650,7.460435,38.76656,53.44536
2014-11-15 15:44:01.600,8.139535,39.08897,52.52585
2014-11-15 15:44:22.924,8.466991,40,53.06535
2014-11-15 15:44:43.718,7.816454,38.63175,53.84043
2014-11-15 15:45:04.386,6.967935,30.46168,62.35205
2014-11-15 15:45:25.218,6.539864,30.81029,62.37537
2014-11-15 15:45:46.421,6.001705,31.97191,62.41702
2014-11-15 15:46:07.373,7.26086,31.40019,61.42227
2014-11-15 15:46:28.217,5.665982,33.26819,63.00735
2014-11-15 15:46:49.193,4.293743,32.40174,63.92634
2014-11-15 15:47:10.146,4.041518,32.00351,64.43567
2014-11-15 15:47:31.026,3.477271,33.06655,64.12222
2014-11-15 15:47:52.264,3.951656,33.05523,63.48638
2014-11-15 15:48:13.276,3.844695,32.42998,64.90121
2014-11-15 15:48:34.122,3.967273,29.30898,66.63072
2014-11-15 15:48:55.035,4.392747,28.5628,67.30197
2014-11-15 15:49:15.829,4.852824,26.97421,67.67855
2014-11-15 15:49:36.566,4.295288,27.37828,68.89076
2014-11-15 15:49:57.195,3.997702,26.66667,69.44782
2014-11-15 15:50:17.966,3.856766,26.02166,70.7298
2014-11-15 15:50:38.502,4.185028,23.88368,73.45956
2014-11-15 15:50:59.923,4.347826,25.64103,71.3377
2014-11-15 15:51:20.561,4.436842,24.59105,70.11519
2014-11-15 15:51:41.157,3.931017,28.99075,66.52585
2014-11-15 15:52:02.047,4.632747,27.06248,68.05684
2014-11-15 15:52:22.973,4.244661,23.02661,70.29932
2014-11-15 15:52:49.322,3.777631,17.18404,80.1847
2014-11-15 15:53:09.941,3.788205,19.44876,76.61699
2014-11-15 15:53:31.192,3.178075,18.91506,77.63332
2014-11-15 15:53:52.144,3.942365,17.85714,78.16462
2014-11-15 15:54:12.737,2.92729,15.96901,79.11051
2014-11-15 15:54:33.377,2.559869,14.28966,83.18708
2014-11-15 15:54:54.758,2.610282,13.79191,84.29653
