date,Burnley,C Palace,The Draw
2015-01-17 16:06:32.342,3696.974,694.0329,642.3445
2015-01-17 16:06:48.147,2253.107,881.8966,1313.81
2015-01-17 16:07:03.949,1208.118,153.7723,163.3783
2015-01-17 16:07:19.752,3053.456,330.9407,1708.43
2015-01-17 16:07:36.277,778.4792,2164.463,229.539
2015-01-17 16:07:52.851,1953.25,147.3734,287.1084
2015-01-17 16:08:09.037,188.3164,200.5125,288.2205
2015-01-17 16:08:24.877,1151.683,417.6815,476.1652
2015-01-17 16:09:06.164,2626.097,990.6846,2773.179
2015-01-17 16:09:22.372,222.4906,684.8713,507.5452
2015-01-17 16:09:38.401,74.86214,227.2815,3340.723
2015-01-17 16:09:54.130,919.9416,2891.545,686.1416
2015-01-17 16:10:09.843,555.4752,2866.881,3089.346
2015-01-17 16:10:25.729,1045.83,466.6012,889.0879
2015-01-17 16:10:42.834,559.4629,198.3324,1164.738
2015-01-17 16:10:59.342,458.7567,379.1594,7388.738
2015-01-17 16:11:15.108,1220.114,1025.92,12096.83
2015-01-17 16:11:31.107,78.94218,163.2472,3256.055
2015-01-17 16:11:47.268,383.0319,1319.023,68952.12
2015-01-17 16:12:03.425,391.5591,777.882,1065.907
2015-01-17 16:12:19.284,21.45257,172.6799,153.0435
2015-01-17 16:12:35.297,374.6147,76.54908,86.32848
2015-01-17 16:12:51.231,73.01386,417.448,123.5474
2015-01-17 16:13:09.035,10.10977,847.8726,885.0092
2015-01-17 16:13:25.296,76.64068,95.38573,721.0571
2015-01-17 16:13:41.223,134.336,319.4529,428.8881
2015-01-17 16:13:56.894,945.0901,98.09272,533.7286
2015-01-17 16:14:16.898,187.164,127.4755,11914.58
2015-01-17 16:14:32.869,852.3058,97.29689,2188.579
2015-01-17 16:14:49.055,248.0047,246.9296,2797.522
2015-01-17 16:15:05.503,225.6117,158.0559,1837.723
2015-01-17 16:15:21.664,741.4952,0,527.1626
2015-01-17 16:15:38.148,1211.354,698.9153,3884.857
2015-01-17 16:15:53.858,1798.741,1368.399,5454.693
2015-01-17 16:16:09.744,189.7872,278.1658,10160.89
2015-01-17 16:16:25.885,135630.2,4876.322,13942.58
2015-01-17 16:16:46.057,734.2562,462.6653,9797.618
2015-01-17 16:17:02.211,3069.614,349.8462,1.634275
2015-01-17 16:17:18.398,7205.414,4305.826,4464.443
2015-01-17 16:17:36.993,5484.175,2953.822,1267.274
2015-01-17 16:17:53.555,943.2418,1974.696,11197.83
2015-01-17 16:18:10.682,3800.958,1322.861,7461.649
2015-01-17 16:18:31.742,5345.641,472.7191,1093.875
2015-01-17 16:18:47.809,466.3009,100.8632,11.38959
2015-01-17 16:19:03.711,19.80853,45.3521,1290.573
2015-01-17 16:19:21.576,175.3163,446.3512,417.1318
2015-01-17 16:19:37.788,141.0861,16.28485,320.9967
2015-01-17 16:19:53.666,342.3431,912.2726,436.4686
2015-01-17 16:20:10.722,482.0966,86.92796,3031.397
2015-01-17 16:20:26.820,969.6665,274.4332,732.4307
2015-01-17 16:20:42.539,900.3996,3491.405,4690.857
2015-01-17 16:20:58.359,185.0126,82.98636,204.9627
2015-01-17 16:21:14.270,1408.467,241.4126,847.9987
2015-01-17 16:21:30.494,52.92377,59.39593,1130.261
2015-01-17 16:21:46.336,0,12.19543,3485.506
2015-01-17 16:22:02.079,122.5243,30.71681,416.0489
2015-01-17 16:22:17.894,139.3127,790.3113,2163.027
