date,Burnley,C Palace,The Draw
2015-01-17 16:15:21.664,28.16729,23.80952,48.54369
2015-01-17 16:15:38.148,27.0398,25,47.6261
2015-01-17 16:15:53.858,26.9721,23.81527,47.64251
2015-01-17 16:16:09.744,27.3558,24.91846,48.55884
2015-01-17 16:16:25.885,68.64157,21.85487,47.33492
2015-01-17 16:16:46.057,27.61353,22.74056,48.71059
2015-01-17 16:17:02.211,26.75996,23.71552,48.71059
2015-01-17 16:17:18.398,26.31579,23.36586,50.03095
2015-01-17 16:17:36.993,25.00738,24.11027,51.02041
2015-01-17 16:17:53.555,26.18779,23.78743,49.50747
2015-01-17 16:18:10.682,25.31569,23.39305,49.84421
2015-01-17 16:18:31.742,25.01428,24.34326,50.5624
2015-01-17 16:18:47.809,24.89037,23.76386,50.5624
2015-01-17 16:19:03.711,25,23.30632,50.94569
2015-01-17 16:19:21.576,25.51045,23.801,50.92537
2015-01-17 16:19:37.788,25.64103,23.25581,50.87078
2015-01-17 16:19:53.666,25.45144,23.26608,52.09374
2015-01-17 16:20:10.722,25.47487,23.25581,51.35807
2015-01-17 16:20:26.820,25.58301,23.01153,51.61007
2015-01-17 16:20:42.539,25.07776,22.99731,52.51253
2015-01-17 16:20:58.359,25.64103,22.77459,52.51139
2015-01-17 16:21:14.270,25.61465,23.2219,52.43273
2015-01-17 16:21:30.494,24.75479,22.6159,52.59816
2015-01-17 16:21:46.336,24.75479,23.25581,52.60533
2015-01-17 16:22:02.079,25,22.22222,53.16727
2015-01-17 16:22:17.894,24.71862,22.21319,53.47211
2015-01-17 16:22:33.712,24.39024,22.2028,53.76344
2015-01-17 16:22:49.510,24.75506,20.83333,54.37379
2015-01-17 16:23:05.290,24.39024,21.2766,55.1894
2015-01-17 16:23:21.304,24.26261,21.20811,55.12417
2015-01-17 16:23:37.080,24.02564,21.16935,55.55556
2015-01-17 16:23:53.248,23.80952,20.46423,55.84931
2015-01-17 16:24:09.108,23.27579,20.85009,55.55168
2015-01-17 16:24:27.195,23.34202,20.4328,55.80227
2015-01-17 16:24:42.963,22.72607,21.01494,56.33803
2015-01-17 16:24:58.756,22.55992,20,56.86208
2015-01-17 16:25:14.632,22.64708,20.31677,56.83133
2015-01-17 16:25:30.524,23.142,20,57.43296
2015-01-17 16:25:46.332,22.71802,20,56.94096
2015-01-17 16:26:02.127,22.65372,20,57.68189
2015-01-17 16:26:18.267,22.72727,19.53413,57.46281
2015-01-17 16:26:34.308,22.22503,19.61635,58.439
2015-01-17 16:26:50.128,22.72727,19.02741,58.47953
2015-01-17 16:27:05.988,22.41471,19.55496,58.47953
2015-01-17 16:27:21.695,22.11097,18.55086,59.51587
2015-01-17 16:27:37.961,20.83333,19.23077,59.51587
2015-01-17 16:27:54.103,21.67018,19.14211,59.30717
2015-01-17 16:28:09.845,21.16159,19.18047,59.55
2015-01-17 16:28:25.700,21.01928,18.86792,59.88024
2015-01-17 16:28:41.560,21.73228,18.86198,59.89637
2015-01-17 16:28:57.337,21.2766,18.57039,60.54699
2015-01-17 16:29:20.043,20.88181,18.083,60.9696
2015-01-17 16:29:41.773,21.22505,17.64637,61.36282
2015-01-17 16:29:58.505,20.77911,17.6988,61.8687
2015-01-17 16:30:14.285,20.81722,16.67683,62.90721
2015-01-17 16:30:30.389,20.40816,16.66667,63.24126
2015-01-17 16:30:46.285,20.00685,16.66667,63.2908
2015-01-17 16:31:07.143,20.02835,16.73461,63.29041
2015-01-17 16:31:23.681,19.18123,16.49506,63.5009
2015-01-17 16:31:43.917,18.63371,15.6999,66.12334
2015-01-17 16:32:00.637,18.76229,15.99761,65.72231
2015-01-17 16:32:16.684,18.45842,16.12122,66.1786
2015-01-17 16:32:32.920,18.45842,16.05082,66.53539
2015-01-17 16:32:50.561,17.54386,15.85463,67.14407
2015-01-17 16:33:07.202,17.54386,15.625,66.91361
2015-01-17 16:33:23.881,17.64638,15.46382,66.90036
2015-01-17 16:33:41.777,17.76938,15.15152,67.49946
2015-01-17 16:33:57.519,17.55276,14.52681,68.0071
2015-01-17 16:34:13.853,17.24138,15.15152,67.94738
2015-01-17 16:34:29.873,17.24138,14.70588,68.73772
2015-01-17 16:34:47.852,17.23867,14.70588,68.36138
2015-01-17 16:35:05.345,17.24138,14.70588,68.09654
2015-01-17 16:35:21.134,17.13144,14.28571,68.50998
2015-01-17 16:35:36.990,17.13144,14.46451,68.66618
2015-01-17 16:35:52.729,16.80544,14.28571,69.44444
2015-01-17 16:36:10.302,16.94915,13.88889,68.98278
2015-01-17 16:36:26.262,16.91911,13.68319,70.80262
2015-01-17 16:36:47.658,16.41916,13.5089,70.43153
2015-01-17 16:37:03.510,16.779,13.51056,70.47368
2015-01-17 16:37:19.338,16.64772,13.51351,70.88762
2015-01-17 16:37:35.417,16.53743,13.33333,70.75025
2015-01-17 16:37:52.216,15.92997,13.01167,71.42857
2015-01-17 16:38:12.940,15.95381,13.10745,71.85956
2015-01-17 16:38:28.805,15.15152,12.80016,72.46377
2015-01-17 16:38:44.764,15.10937,12.62401,72.80825
2015-01-17 16:39:00.698,14.32079,11.07985,73.37444
2015-01-17 16:39:16.526,14.28571,11.90476,75.10843
2015-01-17 16:39:33.078,13.51351,10.90634,76.30691
2015-01-17 16:39:51.146,13.01967,10.89274,75.81185
2015-01-17 16:40:07.206,13.15789,10.04549,77.51654
2015-01-17 16:40:23.225,12.21221,10.47586,77.28097
2015-01-17 16:40:39.222,12.32811,9.165954,77.28097
2015-01-17 16:40:55.291,12.08663,9.606553,78.985
2015-01-17 16:41:11.790,11.25423,9.358998,79.93854
2015-01-17 16:41:28.279,11.95642,9.133044,78.81539
2015-01-17 16:41:44.443,11.94913,9.785559,78.72505
2015-01-17 16:42:00.460,11.90476,9.733821,78.68008
2015-01-17 16:42:19.830,11.58038,9.524457,79.43658
2015-01-17 16:42:36.474,11.46661,9.240894,80
2015-01-17 16:42:53.617,11.10695,8.867956,80.64516
2015-01-17 16:43:09.398,11.08471,8.333333,80.46287
2015-01-17 16:43:26.120,10.90374,8.01131,81.13916
2015-01-17 16:43:42.086,9.956857,7.142857,83.33333
2015-01-17 16:43:57.903,9.956857,32.78689,83.33333
2015-01-17 16:44:14.296,9.956857,32.78689,11.11111
2015-01-17 16:44:30.760,9.956857,87.71601,11.11111
2015-01-17 16:44:46.876,9.956857,88.175,10.96832
2015-01-17 16:45:03.533,0.6597633,88.05841,11.91493
2015-01-17 16:45:20.141,0.5853692,87.39461,12.02191
2015-01-17 16:45:36.593,0.5568351,87.82479,11.81149
2015-01-17 16:45:52.386,0.3868182,87.25346,12.13868
2015-01-17 16:46:08.105,0.5189935,87.68877,12.36484
2015-01-17 16:46:23.923,0.5164648,88.71867,10.22232
2015-01-17 16:46:39.822,0.6056503,89.77466,9.204896
2015-01-17 16:46:55.900,0.654649,89.75776,9.168505
2015-01-17 16:47:12.086,0.5002204,89.58879,10.53321
2015-01-17 16:47:28.278,0.5,90.16476,9.408979
2015-01-17 16:47:44.176,0.3658537,91.61123,8.903282
2015-01-17 16:48:04.793,0.318236,91.74312,8
2015-01-17 16:48:22.167,0.3318377,92.98811,7.298428
2015-01-17 16:48:38.546,0.2890728,92.56311,7.172077
2015-01-17 16:48:54.702,0.25,93.04079,7.194548
2015-01-17 16:49:15.617,0.25,92.61088,7.991035
2015-01-17 16:49:31.374,0.25,96.30291,3.846154
2015-01-17 16:50:13.445,0.25,97.56172,3.846154
2015-01-17 16:50:29.368,0.25,97.56172,3.846154
2015-01-17 16:50:45.708,0.25,97.56172,3.846154
2015-01-17 16:51:01.493,0.25,97.56172,3.846154
2015-01-17 16:51:17.484,0.25,97.56172,3.846154
2015-01-17 16:51:33.471,0.25,97.56172,3.846154
2015-01-17 16:51:49.320,0.25,97.56172,3.846154
