date,Chelsea,Swansea,The Draw
2015-01-17 15:38:08.845,950.0012,0,30.20362
2015-01-17 15:38:24.814,261.9869,15.02865,33.43874
2015-01-17 15:38:40.739,2064.23,0,51.99572
2015-01-17 15:38:56.545,1439.266,7.591868,14.04496
2015-01-17 15:39:12.250,981.3834,0,9.780215
2015-01-17 15:39:28.092,369.6071,0,0
2015-01-17 15:39:43.952,412.4512,0,15.13305
2015-01-17 15:39:59.752,1478.779,0,20.42995
2015-01-17 15:40:15.614,3187.816,2.38306,37.82635
2015-01-17 15:40:31.910,278.1684,6.038334,122.6813
2015-01-17 15:40:47.690,53.80245,0,0
2015-01-17 15:41:03.453,0,0,97.9369
2015-01-17 15:41:19.370,1693.362,0,15.07791
2015-01-17 15:41:35.049,453.8953,0,0
2015-01-17 15:41:50.867,1149.848,0,18.549
2015-01-17 15:42:06.861,878.6785,0,0
2015-01-17 15:42:23.317,45.24868,14.62105,18.55889
2015-01-17 15:42:44.952,711.619,11.09305,5.269197
2015-01-17 15:43:00.745,1763.412,0,0
2015-01-17 15:43:17.109,95.03503,0,21.99885
2015-01-17 15:43:34.236,12.85731,0,14.01341
2015-01-17 15:43:50.365,0,0,0
2015-01-17 15:44:06.058,0,0,23.36032
2015-01-17 15:44:21.958,23.0566,11.50943,0
2015-01-17 15:44:37.772,1243.914,6.146531,22.76493
2015-01-17 15:44:53.768,1147.956,0,0
2015-01-17 15:45:09.542,76.07538,0,11.6015
2015-01-17 15:45:25.494,362.7844,0,0
2015-01-17 15:45:41.268,178.2428,0,0
2015-01-17 15:45:57.494,525.6431,14.79122,16.23337
2015-01-17 15:46:13.404,37.71206,15.08482,0
2015-01-17 15:46:29.975,362.0726,0,0
2015-01-17 15:46:45.890,0,0,82.18447
2015-01-17 15:47:01.740,511.6681,7.571295,60.94892
2015-01-17 15:47:21.264,24.58409,0,9.987288
2015-01-17 15:47:37.417,110.0278,1.857322,67.90369
2015-01-17 15:47:53.394,347.8258,7.510814,0
2015-01-17 15:48:34.352,84.65612,5.859569,0
2015-01-17 15:48:50.293,690.6865,0,0.188198
2015-01-17 15:49:06.573,0,14.74212,0
2015-01-17 15:49:22.317,13955.94,308.6804,0
2015-01-17 15:49:38.313,0,28.6195,52.51284
2015-01-17 15:49:54.132,0,0,0
2015-01-17 15:50:09.902,0,15.21804,0.9891728
2015-01-17 15:50:25.734,89.96961,0,0
2015-01-17 15:50:41.619,25.87444,0,16.54453
2015-01-17 15:50:57.636,3773.603,11.08792,0
2015-01-17 15:51:13.596,1173.269,5.714463,30.07612
2015-01-17 15:51:33.337,0,0,35.31642
2015-01-17 15:51:49.176,1013.615,0,18.5623
2015-01-17 15:52:05.089,346.9206,0,4.147513
2015-01-17 15:52:22.440,27.45613,0,13.8318
2015-01-17 15:52:38.815,0,0,5.496384
2015-01-17 15:52:54.766,304.7594,0,75.23065
2015-01-17 15:53:10.630,0,0,15.61978
2015-01-17 15:53:27.385,16.79516,0,0
2015-01-17 15:53:43.163,0,0,18.55764
2015-01-17 15:53:59.161,325.7201,0,16.72667
2015-01-17 15:54:14.878,0,0,67.11489
2015-01-17 15:54:30.743,943.7614,0,38.23453
2015-01-17 15:54:46.497,0,0,15.23406
2015-01-17 15:55:02.654,199.4603,0.2970923,75.16434
2015-01-17 15:55:18.583,3379.775,0,37.85396
2015-01-17 15:55:39.602,2409.512,11.98947,104.5939
2015-01-17 15:55:56.998,2249.98,0,57.94206
2015-01-17 15:56:13.466,0,0,45.28981
2015-01-17 15:56:30.961,147.4305,0,0
2015-01-17 15:56:46.935,0,0,7.51245
2015-01-17 15:57:03.121,0,0,0
2015-01-17 15:57:19.214,159.4278,0,15.32386
2015-01-17 15:57:35.725,4504.264,14.53539,14.53539
2015-01-17 15:57:53.562,570.0325,0,0
2015-01-17 15:58:09.374,0,0,0
2015-01-17 15:58:25.177,0,0,0
2015-01-17 15:58:45.366,323.5306,0,0.5646777
2015-01-17 15:59:01.887,0,11.04063,7.263574
2015-01-17 15:59:17.707,0,0,0.6447521
2015-01-17 15:59:35.187,499.0831,0,0
2015-01-17 15:59:51.362,0,5.564011,0
2015-01-17 16:00:07.788,0,0,51.13809
2015-01-17 16:00:23.513,0,0,9.348176
2015-01-17 16:00:44.539,685.9264,1.426814,26.39605
2015-01-17 16:01:00.407,0,0,37.81343
2015-01-17 16:01:16.562,203.927,0,0
2015-01-17 16:01:33.096,8709.598,0,0
2015-01-17 16:01:49.212,0,0,124.6423
2015-01-17 16:02:05.159,0,0,0
2015-01-17 16:02:21.051,617.6808,0,31.03506
2015-01-17 16:02:37.537,686.6344,43.67209,0
2015-01-17 16:02:58.149,0,0,11.93477
2015-01-17 16:03:19.656,366.3331,0,22.31867
2015-01-17 16:03:37.251,128.9027,13.64049,0
2015-01-17 16:03:53.142,707.805,0,0
2015-01-17 16:04:09.000,62.92071,0,0
2015-01-17 16:04:25.334,0,0,0
2015-01-17 16:04:41.115,1351.642,0,11.59637
2015-01-17 16:04:57.036,500.5745,0,131.5973
2015-01-17 16:05:13.056,4253.209,0,0
2015-01-17 16:05:29.101,593.787,0,0
2015-01-17 16:05:45.132,30.54013,0,0
2015-01-17 16:06:01.047,88.37231,0,0
2015-01-17 16:06:17.414,7383.597,0,0
2015-01-17 16:06:33.252,0,0,26.74544
2015-01-17 16:06:49.201,0,0,0
2015-01-17 16:07:05.089,373.6929,0,0
2015-01-17 16:07:20.970,0,0,0
2015-01-17 16:07:38.232,530.7166,0,0
2015-01-17 16:07:54.493,114.7521,0,29.51822
2015-01-17 16:08:10.597,0,0,0
2015-01-17 16:08:26.269,0,0,0
2015-01-17 16:09:09.503,474.1156,0,7.008412
2015-01-17 16:09:25.298,0,0,0
2015-01-17 16:09:41.772,0,0,0
2015-01-17 16:09:57.493,740.3841,0,0
2015-01-17 16:10:13.415,0,0,0
2015-01-17 16:10:29.298,291.0623,0,0
2015-01-17 16:10:45.349,0,0,0
2015-01-17 16:11:01.542,0,0,0
2015-01-17 16:11:17.339,0,0,0
2015-01-17 16:11:33.599,588.4538,0,0
2015-01-17 16:11:49.651,0,0,14.95161
2015-01-17 16:12:05.640,277.4964,0,0
2015-01-17 16:12:21.518,0,0,0
2015-01-17 16:12:37.476,0,0,0
2015-01-17 16:12:54.079,47.70032,0,0
2015-01-17 16:13:09.877,0,0,0
2015-01-17 16:13:26.114,202.244,0,0
2015-01-17 16:13:41.893,0,0,0
2015-01-17 16:13:57.849,783.6369,0,0.7520869
2015-01-17 16:14:17.640,143.0371,0,0
2015-01-17 16:14:33.768,568.0402,0,0
2015-01-17 16:14:49.861,38.17642,0,0
2015-01-17 16:15:06.635,3576.964,0,0
2015-01-17 16:15:22.631,0,0,0
2015-01-17 16:15:39.542,0,0,0
2015-01-17 16:15:55.321,0,0,0
2015-01-17 16:16:11.354,0,0,0
2015-01-17 16:16:27.293,81.46104,0,0
2015-01-17 16:16:47.917,2042.247,0,0
2015-01-17 16:17:03.779,0,0,0
2015-01-17 16:17:19.533,0,0,0
2015-01-17 16:17:38.933,0,0,0
2015-01-17 16:17:55.128,74.09657,0,0
2015-01-17 16:18:12.585,0,0,0
2015-01-17 16:18:32.747,595.199,20.98077,0
2015-01-17 16:18:49.453,224.8951,0,0
2015-01-17 16:19:05.770,0,0,0
2015-01-17 16:19:22.522,0,0,2.184809
2015-01-17 16:19:39.732,940.7417,0,0
2015-01-17 16:19:55.595,0,0,0
2015-01-17 16:20:11.533,0,0,0
2015-01-17 16:20:27.754,113.5604,0,0
2015-01-17 16:20:43.487,0,0,0
2015-01-17 16:20:59.364,0,0,0
2015-01-17 16:21:15.397,336.0504,0,0
2015-01-17 16:21:31.538,0,0,0
2015-01-17 16:21:47.305,38.05505,0,0
2015-01-17 16:22:03.085,164.0296,0,0
2015-01-17 16:22:18.910,0,0,0
2015-01-17 16:22:35.112,0,0,0
2015-01-17 16:22:51.469,0,0,0
2015-01-17 16:23:07.273,0,0,0
2015-01-17 16:23:23.058,158.1237,0,0
2015-01-17 16:23:39.470,0,0,0
2015-01-17 16:23:55.774,0,0,0
2015-01-17 16:24:11.654,0,0,0
2015-01-17 16:24:28.128,639.5065,3.204999,0
2015-01-17 16:24:44.125,0,0,0
2015-01-17 16:24:59.889,0,0,0
2015-01-17 16:25:15.721,578.6424,0,0
2015-01-17 16:25:31.511,0,0,0
2015-01-17 16:25:47.643,0,0,0
2015-01-17 16:26:03.601,0,0,0
2015-01-17 16:26:19.359,0,0,0
2015-01-17 16:26:35.057,427.596,0,0
2015-01-17 16:26:50.905,0,0,0
2015-01-17 16:27:06.713,0,0,0
2015-01-17 16:27:22.847,303.4577,0,0
2015-01-17 16:27:38.927,0,0,0
2015-01-17 16:27:54.887,0,0,0
2015-01-17 16:28:10.698,0,0,0
2015-01-17 16:28:26.562,0,0,0
2015-01-17 16:28:42.282,165.8732,0,0
2015-01-17 16:28:58.941,0,0,0
2015-01-17 16:29:30.571,0,0,0
2015-01-17 16:29:46.622,0,0,0
2015-01-17 16:30:02.889,22.94236,0,0
2015-01-17 16:30:18.747,0,0,0
2015-01-17 16:30:34.860,0,0,0
2015-01-17 16:30:50.678,0,0,0
2015-01-17 16:31:08.097,0,0,0
2015-01-17 16:31:24.510,132.264,0,0
2015-01-17 16:31:44.690,0,0,0
2015-01-17 16:32:02.640,0,0,0
2015-01-17 16:32:18.651,3454.629,1.124249,0
2015-01-17 16:32:34.585,0,0,0
2015-01-17 16:32:51.758,0,0,0
2015-01-17 16:33:08.233,0,0,0
2015-01-17 16:33:24.825,0,0,0
2015-01-17 16:33:43.070,217.0457,0,0
2015-01-17 16:33:59.250,0,0,0
2015-01-17 16:34:15.121,89.14454,0,0
2015-01-17 16:34:31.174,688.3012,0,0
2015-01-17 16:34:49.765,0,0,0
2015-01-17 16:35:06.769,98.79827,0,0
2015-01-17 16:35:22.706,0,0,0
2015-01-17 16:35:38.484,425.4492,0,0
2015-01-17 16:35:54.785,0,0,0
2015-01-17 16:36:11.215,0,0,0
2015-01-17 16:36:27.048,0,0,0
2015-01-17 16:36:48.861,0,0,0
2015-01-17 16:37:04.813,0,0,0
2015-01-17 16:37:20.629,0,0,0
2015-01-17 16:37:36.911,0,0,0
2015-01-17 16:37:52.985,0,0,0
2015-01-17 16:38:13.722,0,0,0
2015-01-17 16:38:29.724,0,0,0
2015-01-17 16:38:45.746,0,0,0
2015-01-17 16:39:01.610,0,0,0
2015-01-17 16:39:17.499,0,2.869877,0
2015-01-17 16:39:34.175,0,0,0
2015-01-17 16:39:53.125,0,0,0
2015-01-17 16:40:09.170,104.7018,0,0
2015-01-17 16:40:25.178,34.9334,0,0
2015-01-17 16:40:41.375,0,0,0
2015-01-17 16:40:57.432,0,0,0
2015-01-17 16:41:15.156,266.4889,0,0
2015-01-17 16:41:31.133,0,0,0
2015-01-17 16:41:47.203,0,0,0
2015-01-17 16:42:03.337,0,0,0
2015-01-17 16:42:21.061,0,0,0
2015-01-17 16:42:37.335,0,0,0
2015-01-17 16:42:56.007,0,0,0
2015-01-17 16:43:11.706,0,0,0
2015-01-17 16:43:28.057,0,0,0
2015-01-17 16:43:44.353,0,0,0
2015-01-17 16:44:00.470,0,0,0
2015-01-17 16:44:16.969,0,0,0
2015-01-17 16:44:32.877,0,0,0
2015-01-17 16:44:49.082,0,0,0
2015-01-17 16:45:05.258,0,0,0
2015-01-17 16:45:21.816,0,0,0
2015-01-17 16:45:37.776,0,0,0
2015-01-17 16:45:53.447,0,0,0
2015-01-17 16:46:09.300,0,0,0
2015-01-17 16:46:25.233,0,0,0
2015-01-17 16:46:41.667,0,0,0
2015-01-17 16:46:57.864,508.4594,0,0
2015-01-17 16:47:13.741,0,0,0
2015-01-17 16:47:29.530,0,0,0
2015-01-17 16:47:45.335,57.92914,0,0
2015-01-17 16:48:05.580,875.3225,0,0
2015-01-17 16:48:23.589,0,0,0
2015-01-17 16:48:39.445,0,0,0
2015-01-17 16:48:55.705,0,0,0
2015-01-17 16:49:16.693,0,0,0
2015-01-17 16:49:32.629,0,0,0
2015-01-17 16:50:14.656,0,0,0
