date,AndyMurray,VasekPospisil
2015-07-08 14:27:33.406,97.56098,2.564103
2015-07-08 14:27:45.209,97.56098,2.564103
2015-07-08 14:27:57.012,97.56098,2.564103
2015-07-08 14:28:08.816,97.56098,2.564103
2015-07-08 14:28:20.397,97.56098,2.564103
2015-07-08 14:28:32.199,97.56098,2.564103
2015-07-08 14:28:43.995,97.56098,2.702703
2015-07-08 14:28:55.807,97.56098,2.631579
2015-07-08 14:29:07.596,97.56098,2.631579
2015-07-08 14:29:19.381,97.56098,2.857143
2015-07-08 14:29:31.205,97.56098,2.857143
2015-07-08 14:29:42.995,97.56098,2.857143
2015-07-08 14:29:54.821,97.56098,2.857143
2015-07-08 14:30:06.684,97.56098,2.857143
2015-07-08 14:30:18.401,96.61836,2.941176
2015-07-08 14:30:30.209,96.61836,3.030303
2015-07-08 14:30:42.061,96.61836,2.857143
2015-07-08 14:30:53.866,96.61836,3.030303
2015-07-08 14:31:05.595,96.61836,3.225806
2015-07-08 14:31:17.359,96.61836,3.225806
2015-07-08 14:31:29.223,96.61836,3.225806
2015-07-08 14:31:40.959,96.61836,3.225806
2015-07-08 14:31:52.756,96.61836,3.030303
2015-07-08 14:32:04.640,96.61836,3.030303
2015-07-08 14:32:16.371,96.61836,3.030303
2015-07-08 14:32:28.197,96.61836,3.125
2015-07-08 14:32:40.020,96.61836,3.448276
2015-07-08 14:32:51.781,96.61836,3.448276
2015-07-08 14:33:03.589,96.61836,3.773585
2015-07-08 14:33:15.473,96.61836,3.508772
2015-07-08 14:33:27.271,96.61836,3.225806
2015-07-08 14:33:39.057,96.61836,3.448276
2015-07-08 14:33:50.809,96.61836,3.389831
2015-07-08 14:34:02.540,96.61836,3.278689
2015-07-08 14:34:14.452,96.61836,3.278689
2015-07-08 14:34:26.258,96.61836,3.389831
2015-07-08 14:34:37.986,96.61836,3.389831
2015-07-08 14:34:49.778,96.61836,3.508772
2015-07-08 14:35:01.901,96.61836,3.225806
2015-07-08 14:35:13.484,96.61836,3.225806
2015-07-08 14:35:25.243,96.61836,3.389831
2015-07-08 14:35:36.980,96.61836,3.389831
2015-07-08 14:35:48.934,97.56098,2.857143
2015-07-08 14:36:00.838,97.56098,3.225806
2015-07-08 14:36:12.624,97.56098,2.702703
2015-07-08 14:36:24.406,96.61836,3.225806
2015-07-08 14:36:36.240,96.61836,3.225806
2015-07-08 14:36:48.011,96.61836,3.225806
2015-07-08 14:36:59.805,96.61836,3.448276
2015-07-08 14:37:11.633,96.61836,3.636364
2015-07-08 14:37:23.430,96.61836,3.636364
2015-07-08 14:37:35.289,96.61836,3.508772
2015-07-08 14:37:47.051,96.61836,3.773585
2015-07-08 14:37:58.872,96.61836,3.773585
2015-07-08 14:38:10.572,96.61836,3.773585
2015-07-08 14:38:22.371,96.61836,3.773585
2015-07-08 14:38:34.176,96.61836,3.773585
2015-07-08 14:38:46.038,96.61836,3.773585
2015-07-08 14:38:57.771,96.61836,3.773585
2015-07-08 14:39:09.654,96.61836,3.773585
2015-07-08 14:39:21.483,96.61836,3.773585
2015-07-08 14:39:33.209,96.61836,3.773585
2015-07-08 14:39:45.047,96.61836,3.773585
2015-07-08 14:39:56.800,96.61836,3.773585
2015-07-08 14:40:08.652,95.69378,3.846154
2015-07-08 14:40:20.413,95.69378,4.255319
2015-07-08 14:40:32.193,95.69378,4.255319
2015-07-08 14:40:44.007,95.69378,4.255319
2015-07-08 14:40:55.760,95.69378,4.255319
2015-07-08 14:41:07.635,95.69378,4.255319
2015-07-08 14:41:19.467,95.69378,4.081633
2015-07-08 14:41:31.164,95.69378,4.081633
2015-07-08 14:41:43.007,95.69378,4.081633
2015-07-08 14:41:54.863,96.61836,3.846154
2015-07-08 14:42:06.698,96.61836,4
2015-07-08 14:42:18.364,96.61836,3.773585
2015-07-08 14:42:30.201,96.61836,3.773585
2015-07-08 14:42:41.998,96.61836,3.636364
2015-07-08 14:42:53.784,96.61836,3.773585
2015-07-08 14:43:05.612,96.61836,3.773585
2015-07-08 14:43:17.356,96.61836,3.773585
