date,Houston,Oklahoma City
2015-01-16 01:34:27.278,71.23646,29.41176
2015-01-16 01:34:43.035,70.92199,29.41176
2015-01-16 01:34:59.521,71.17023,28.67392
2015-01-16 01:35:15.192,72.96045,27.02703
2015-01-16 01:35:30.810,74.05196,25.97403
2015-01-16 01:35:46.376,75.04936,25.0002
2015-01-16 01:36:02.016,75.18797,25.0002
2015-01-16 01:36:17.594,76.33588,23.25581
2015-01-16 01:36:33.440,76.92308,23.25581
2015-01-16 01:36:49.478,76.92308,23.50539
2015-01-16 01:37:05.189,76.84762,23.50539
2015-01-16 01:37:21.234,76.91521,23.25581
2015-01-16 01:37:37.051,76.92308,23.25581
2015-01-16 01:37:52.806,76.94317,23.25581
2015-01-16 01:38:08.412,76.37646,23.25581
2015-01-16 01:38:24.006,76.37646,23.25581
2015-01-16 01:38:39.866,76.511,23.80952
2015-01-16 01:38:55.586,76.90848,23.69486
2015-01-16 01:39:11.223,76.79823,23.4479
2015-01-16 01:39:26.820,76.33588,23.25581
2015-01-16 01:39:42.373,76.33588,23.25581
2015-01-16 01:39:58.404,76.33588,23.25581
2015-01-16 01:40:14.029,81.96721,23.25581
2015-01-16 01:40:29.919,82.42156,16.01331
2015-01-16 01:40:45.587,82.704,17.24138
2015-01-16 01:41:01.200,82.38869,17.14415
2015-01-16 01:41:16.793,82.71057,16.90062
2015-01-16 01:41:32.388,83.41477,16.55638
2015-01-16 01:41:47.990,82.60075,17.53134
2015-01-16 01:42:03.594,82.64463,17.24138
2015-01-16 01:42:19.224,82.69182,16.9707
2015-01-16 01:42:35.099,83.37798,16.9707
2015-01-16 01:42:50.832,85.52731,12.82051
2015-01-16 01:43:07.181,85.53687,13.51351
2015-01-16 01:43:22.823,86.94512,13.51351
2015-01-16 01:43:38.606,86.25782,12.82051
2015-01-16 01:43:54.193,86.46745,13.55927
2015-01-16 01:44:10.091,84.59933,15.625
2015-01-16 01:44:25.825,85.19703,15.625
2015-01-16 01:44:41.378,84.74437,15.625
2015-01-16 01:44:56.989,84.71247,15.625
2015-01-16 01:45:12.590,83.84485,16.04407
2015-01-16 01:45:28.582,83.95255,16.04407
2015-01-16 01:45:44.182,85.28066,14.60507
2015-01-16 01:45:59.812,84.74576,15.02773
2015-01-16 01:46:15.530,85.47009,14.28571
2015-01-16 01:46:31.201,85.23515,14.47178
2015-01-16 01:46:47.441,84.74576,14.82596
2015-01-16 01:47:03.369,85.47009,15.15152
2015-01-16 01:47:19.071,85.45116,15.15152
2015-01-16 01:47:34.792,85.42259,15.15152
2015-01-16 01:47:50.639,85.47009,14.70588
2015-01-16 01:48:06.673,85.47009,15.04259
2015-01-16 01:48:22.393,85.47009,15.15152
2015-01-16 01:48:38.029,85.47009,14.034
2015-01-16 01:48:53.781,85.47009,14.034
2015-01-16 01:49:09.433,85.47009,14.28571
2015-01-16 01:49:25.188,85.47009,14.28571
2015-01-16 01:49:40.801,85.98854,14.28571
2015-01-16 01:49:56.544,86.96732,13.15789
2015-01-16 01:50:12.372,87.09588,13.05635
2015-01-16 01:50:28.031,88.97593,13.05635
2015-01-16 01:50:43.839,89.28933,13.05635
2015-01-16 01:50:59.588,88.71165,13.05635
2015-01-16 01:51:15.672,89.14054,10.68709
2015-01-16 01:51:31.686,89.28571,10.21246
2015-01-16 01:51:47.413,90.00428,10.26287
2015-01-16 01:52:03.119,89.28571,10.6383
2015-01-16 01:52:18.792,87.99375,11.36364
2015-01-16 01:52:34.398,88.42035,11.36364
2015-01-16 01:52:50.017,87.71276,11.36364
2015-01-16 01:53:05.593,86.36876,11.36364
2015-01-16 01:53:21.182,84.75854,13.75719
2015-01-16 01:53:36.793,84.40737,15.625
2015-01-16 01:53:55.288,84.57276,15.84149
2015-01-16 01:54:11.137,85.17145,15.84149
2015-01-16 01:54:26.811,83.54025,16.66707
2015-01-16 01:54:42.444,81.97979,16.66707
2015-01-16 01:54:58.227,79.69363,16.66707
2015-01-16 01:55:14.064,79.17611,16.66707
2015-01-16 01:55:29.905,78.82227,21.2766
2015-01-16 01:55:45.650,78.81513,21.2766
2015-01-16 01:56:01.405,79.21123,21.2766
2015-01-16 01:56:17.030,78.82112,21.2766
2015-01-16 01:56:32.808,78.82112,21.2766
2015-01-16 01:56:48.420,79.35586,21.2766
2015-01-16 01:57:04.276,79.23271,21.2766
2015-01-16 01:57:21.097,79.23271,21.2766
2015-01-16 01:57:36.820,78.90683,21.2766
2015-01-16 01:57:52.440,79.36508,21.2766
2015-01-16 01:58:08.232,79.99224,20.38537
2015-01-16 01:58:24.241,80.00201,20.38537
2015-01-16 01:58:40.220,80.21012,20
2015-01-16 01:58:55.825,78.34828,20
2015-01-16 01:59:11.450,78.42405,20
2015-01-16 01:59:27.192,78.93373,20
2015-01-16 01:59:42.818,82.64117,20
2015-01-16 01:59:58.442,78.98774,20
2015-01-16 02:00:14.438,76.60794,24.58266
2015-01-16 02:00:30.409,74.69888,24.43435
2015-01-16 02:00:46.189,74.62462,25.15723
2015-01-16 02:01:01.957,74.96054,25.31646
2015-01-16 02:01:17.715,75.32622,24.852
2015-01-16 02:01:33.483,76.36186,24.36874
2015-01-16 02:01:49.252,76.33588,23.80952
2015-01-16 02:02:05.594,76.05672,24.39024
2015-01-16 02:02:21.352,76.88212,24.31128
2015-01-16 02:02:37.118,75.75758,24.39024
2015-01-16 02:02:52.946,75.71627,24.39024
2015-01-16 02:03:08.859,75.65271,25
2015-01-16 02:03:24.637,75.74949,25
2015-01-16 02:03:40.512,76.73037,22.07489
2015-01-16 02:03:56.350,78.12188,22.07489
2015-01-16 02:04:12.075,78.125,22.07489
2015-01-16 02:04:28.404,75.08142,22.07489
2015-01-16 02:04:44.138,74.1394,25.31646
2015-01-16 02:04:59.964,73.87772,25.64148
2015-01-16 02:05:15.600,72.46377,25.64148
2015-01-16 02:05:31.610,73.81216,25.64148
2015-01-16 02:05:47.377,74.62695,25.64103
2015-01-16 02:06:03.187,74.32911,25.64103
2015-01-16 02:06:18.912,72.34166,28.16901
2015-01-16 02:06:34.634,75.37283,24.81446
2015-01-16 02:06:50.573,76.78858,24.81446
2015-01-16 02:07:06.312,79.19727,24.81446
2015-01-16 02:07:23.007,79.3903,24.81446
2015-01-16 02:07:38.688,78.79133,22.72727
2015-01-16 02:07:54.434,78.92752,21.2766
2015-01-16 02:08:10.249,76.01161,23.80952
2015-01-16 02:08:26.255,74.62687,23.80952
2015-01-16 02:08:42.132,76.31911,25
2015-01-16 02:08:57.876,75.18797,25
2015-01-16 02:09:13.812,75.18614,25.00515
2015-01-16 02:09:29.404,74.07407,25.00515
2015-01-16 02:09:45.064,71.45412,28.25127
2015-01-16 02:10:00.818,71.4595,28.57143
2015-01-16 02:10:16.442,70.90106,29.85075
2015-01-16 02:10:32.200,70.92199,29.41176
2015-01-16 02:10:48.228,73.77483,27.62598
