date,end,title,fill,description
2015-01-16 01:00:00.000,2015-01-16 01:00:00.000,Tip-off,gray,
2015-01-16 01:45:00.000,2015-01-16 01:49:00.000,End of 1st quarter,gray,First quarter ends Rockets 40 - 18 Thunder
2015-01-16 02:21:00.000,2015-01-16 02:35:00.000,Half-time,gray,Rockets well ahead at the half.  Rockets 64 - 53 Thunder
2015-01-16 02:52:00.000,2015-01-16 02:55:00.000,End of 3rd quarter,gray,Third quarter ends Rockets 88 - 75 Thunder
2015-01-16 03:33:00.000,2015-01-16 03:33:00.000,Full-time,gray,Houston win.  Rockets 112 - 101 Thunder
