date,Jo-Wilfried Tsonga,Stanislas Wawrinka
2014-11-21 15:29:17.273,58.09438,47864.35
2014-11-21 15:29:41.333,161.9903,41821.67
2014-11-21 15:29:57.138,34.39554,82863.68
2014-11-21 15:30:12.810,30.28327,130949.4
2014-11-21 15:30:29.093,219.2011,4900.723
2014-11-21 15:30:45.478,-533.3984,9256.326
2014-11-21 15:31:01.205,177.9758,9384.454
2014-11-21 15:31:17.086,88.25416,7188.105
2014-11-21 15:31:32.825,80.09647,8435.863
2014-11-21 15:31:48.702,431.5258,498.8301
2014-11-21 15:32:04.420,105.1651,619.6151
2014-11-21 15:32:20.253,102.7377,795.6017
2014-11-21 15:32:36.005,30.20571,485.9958
2014-11-21 15:32:52.173,87.13661,3711.025
2014-11-21 15:33:08.046,65.95709,755.9551
2014-11-21 15:33:23.837,164.4492,15683.47
2014-11-21 15:33:39.647,48.42696,12675.26
2014-11-21 15:33:55.721,0,0
2014-11-21 15:34:11.463,0,0
2014-11-21 15:34:27.224,68.52517,410.8465
2014-11-21 15:34:43.106,19.26633,1658.416
2014-11-21 15:34:58.931,12.05702,19990.46
2014-11-21 15:35:14.621,12.12273,480.932
2014-11-21 15:35:30.688,26.73745,765.378
2014-11-21 15:35:46.990,87.67057,0
2014-11-21 15:36:02.899,0,0
2014-11-21 15:36:18.652,0,0
2014-11-21 15:36:34.503,0,0
2014-11-21 15:36:50.955,0,0
2014-11-21 15:37:06.870,0,0
