date,Jo-Wilfried Tsonga,Stanislas Wawrinka
2014-11-21 15:08:48.224,642.1982,97805.39
2014-11-21 15:09:09.514,258.9291,192452.4
2014-11-21 15:09:25.384,637.1286,208127.2
2014-11-21 15:09:41.284,284.7133,73997.2
2014-11-21 15:09:57.032,314.1378,50205.27
2014-11-21 15:10:13.064,142.7402,81754.79
2014-11-21 15:10:28.832,112.5178,106895.8
2014-11-21 15:10:44.693,227.0508,3441.775
2014-11-21 15:11:00.423,554.8075,6934.884
2014-11-21 15:11:16.191,30.21365,19837.2
2014-11-21 15:11:32.043,645.3615,9817.171
2014-11-21 15:11:47.837,852.8037,82701.29
2014-11-21 15:12:03.880,161.1517,76426.22
2014-11-21 15:12:19.614,251.6864,26670.87
2014-11-21 15:12:35.404,1721.596,8942.358
2014-11-21 15:12:51.197,786.5717,44726.88
2014-11-21 15:13:07.004,138.9267,46940.82
2014-11-21 15:13:23.167,492.3953,235507.9
2014-11-21 15:13:38.885,26.37781,106978.7
2014-11-21 15:13:54.979,166.1674,35211.27
2014-11-21 15:14:10.947,0,68616.22
2014-11-21 15:14:26.642,66.78711,51980.29
2014-11-21 15:14:42.713,50.02703,11215.76
2014-11-21 15:14:58.649,0,43967.37
2014-11-21 15:15:14.513,93.68651,73301.84
2014-11-21 15:15:30.523,19.1502,22171.21
2014-11-21 15:15:46.199,45.77761,39185.86
2014-11-21 15:16:02.034,888.2397,50895.51
2014-11-21 15:16:17.860,1112.462,42557.64
2014-11-21 15:16:34.197,723.1626,16432.54
2014-11-21 15:16:50.020,1083.729,41792.26
2014-11-21 15:17:05.816,949.3731,5801.644
2014-11-21 15:17:21.651,0,7507.783
2014-11-21 15:17:37.433,261.3258,27148.16
2014-11-21 15:17:53.537,0,2138.472
2014-11-21 15:18:09.235,15.28899,2598.325
2014-11-21 15:18:25.137,45.05086,733.1518
2014-11-21 15:18:40.833,105.6548,134689.1
2014-11-21 15:18:56.634,45.87197,34580.06
2014-11-21 15:19:12.421,1.786197,48549.33
2014-11-21 15:19:28.217,0.1139542,20415.65
2014-11-21 15:19:44.607,0.1464304,2793.966
2014-11-21 15:20:00.423,27.23821,22029.19
2014-11-21 15:20:16.278,113.5338,15729.5
2014-11-21 15:20:32.023,96.52368,977.5071
2014-11-21 15:20:47.801,244.627,51531.53
2014-11-21 15:21:03.640,0,24026.38
