date,end,title,fill,description
2015-01-13 00:30:00.000,2015-01-13 00:30:00.000,Tip-off,gray,
2015-01-13 01:03:00.000,2015-01-13 01:06:00.000,End of 1st quarter,gray,First quarter ends New Orleans 22 - 22 Boston
2015-01-13 01:35:00.000,2015-01-13 01:45:00.000,Half-time,gray,All square at the end of the first half.  New Orleans 49 - 49 Boston
2015-01-13 02:10:00.000,2015-01-13 02:13:00.000,End of 3rd quarter,gray,Third quarter ends New Orleans 76 - 72 Boston
2015-01-13 02:55:00.000,2015-01-13 02:55:00.000,Full-time,gray,Boston win.  New Orleans 100 - 108 Boston
