date,end,title,fill,description
2015-05-07 22:00:00.000,2015-05-07 22:00:00.000,Polls Close,gray,The voting polls close across the country and the exit polls are annouced
2015-05-07 22:48:00.000,2015-05-07 22:48:00.000,First Seat Declared,gray,The seat of Houghton and Sunderland South is the first seat to be declared.  It is won by the Labour candidate
2015-05-08 00:58:00.000,2015-05-08 00:58:00.000,Torys Hold Putney,gray,Results show a modest increase in Conservative and Labour support and a collapse in the LD vote
2015-05-08 01:25:00.000,2015-05-08 01:25:00.000,Torys Hold Battersea,gray,Results show a 5% increase in Tory support and further confirm LD collapse
2015-05-08 01:53:00.000,2015-05-08 01:53:00.000,Tory Hold,gray,The Torys manage to hold on to the key marginal seat of Nuneaton
2015-05-08 06:20:00.000,2015-05-08 06:20:00.000,Revised Exit Polls,gray,Revised exit polls show that the Conservative Party are on course to win a majority of the seats
