date,Conservatives,Labour,SNP,LD
2015-05-08 08:14:00.000,300,220,55,8
2015-05-08 08:14:00.000,300,221,55,8
2015-05-08 08:14:00.000,301,221,55,8
2015-05-08 08:16:00.000,302,221,55,8
2015-05-08 08:29:00.000,302,222,55,8
2015-05-08 08:31:00.000,303,222,55,8
2015-05-08 08:35:00.000,304,222,55,8
2015-05-08 08:35:00.000,305,222,55,8
2015-05-08 08:37:00.000,306,222,55,8
2015-05-08 08:39:00.000,306,223,55,8
2015-05-08 08:40:00.000,307,223,55,8
2015-05-08 08:47:00.000,308,223,55,8
2015-05-08 08:48:00.000,308,224,55,8
2015-05-08 08:49:00.000,308,225,55,8
2015-05-08 08:51:00.000,308,226,55,8
2015-05-08 08:54:00.000,309,226,55,8
2015-05-08 08:57:00.000,310,226,55,8
2015-05-08 09:00:00.000,311,226,55,8
2015-05-08 09:02:00.000,311,226,56,8
2015-05-08 09:02:00.000,312,226,56,8
2015-05-08 09:02:00.000,312,227,56,8
2015-05-08 09:12:00.000,313,227,56,8
2015-05-08 09:22:00.000,314,227,56,8
2015-05-08 09:28:00.000,315,227,56,8
2015-05-08 09:36:00.000,316,227,56,8
2015-05-08 09:41:00.000,317,227,56,8
2015-05-08 09:42:00.000,318,227,56,8
2015-05-08 09:45:00.000,319,227,56,8
2015-05-08 10:06:00.000,320,227,56,8
2015-05-08 10:30:00.000,321,227,56,8
