date,Conservatives,Labour,SNP,LD
2015-05-08 07:31:00.000,22,-25,49,-45
2015-05-08 07:31:00.000,22,-25,49,-45
2015-05-08 07:32:00.000,22,-25,49,-45
2015-05-08 07:32:00.000,22,-25,49,-45
2015-05-08 07:36:00.000,22,-25,49,-45
2015-05-08 07:36:00.000,22,-25,49,-45
2015-05-08 07:39:00.000,22,-25,49,-45
2015-05-08 07:40:00.000,22,-25,49,-45
2015-05-08 07:41:00.000,22,-25,49,-45
2015-05-08 07:42:00.000,22,-25,49,-45
2015-05-08 07:43:00.000,22,-25,49,-45
2015-05-08 07:43:00.000,22,-25,49,-45
2015-05-08 07:43:00.000,22,-25,49,-45
2015-05-08 07:43:00.000,22,-25,49,-45
2015-05-08 07:46:00.000,22,-25,49,-45
2015-05-08 07:46:00.000,22,-25,49,-45
2015-05-08 07:46:00.000,22,-25,49,-45
2015-05-08 07:47:00.000,22,-25,49,-45
2015-05-08 07:49:00.000,22,-25,49,-45
2015-05-08 07:50:00.000,22,-25,49,-45
2015-05-08 07:51:00.000,22,-25,49,-45
2015-05-08 07:51:00.000,22,-25,49,-45
2015-05-08 07:54:00.000,22,-25,49,-45
2015-05-08 07:56:00.000,22,-25,49,-45
2015-05-08 07:57:00.000,22,-25,49,-45
2015-05-08 07:57:00.000,22,-25,49,-45
2015-05-08 08:01:00.000,22,-25,49,-45
2015-05-08 08:01:00.000,22,-25,49,-45
2015-05-08 08:03:00.000,22,-25,49,-45
2015-05-08 08:04:00.000,22,-25,49,-45
2015-05-08 08:05:00.000,22,-25,49,-45
2015-05-08 08:06:00.000,22,-25,49,-45
2015-05-08 08:12:00.000,22,-25,49,-45
2015-05-08 08:12:00.000,22,-25,49,-45
2015-05-08 08:12:00.000,22,-25,49,-45
2015-05-08 08:14:00.000,22,-25,49,-45
2015-05-08 08:14:00.000,21,-24,49,-45
2015-05-08 08:14:00.000,22,-24,49,-45
2015-05-08 08:16:00.000,22,-24,49,-45
2015-05-08 08:29:00.000,22,-24,49,-45
2015-05-08 08:31:00.000,22,-24,49,-45
2015-05-08 08:35:00.000,22,-24,49,-45
2015-05-08 08:35:00.000,22,-24,49,-45
2015-05-08 08:37:00.000,22,-24,49,-45
2015-05-08 08:39:00.000,22,-24,49,-45
2015-05-08 08:40:00.000,22,-24,49,-45
2015-05-08 08:47:00.000,22,-24,49,-45
2015-05-08 08:48:00.000,22,-24,49,-45
2015-05-08 08:49:00.000,22,-24,49,-45
2015-05-08 08:51:00.000,22,-24,49,-45
2015-05-08 08:54:00.000,22,-24,49,-45
2015-05-08 08:57:00.000,22,-24,49,-45
2015-05-08 09:00:00.000,23,-25,49,-45
2015-05-08 09:02:00.000,23,-25,50,-46
2015-05-08 09:02:00.000,23,-25,50,-46
2015-05-08 09:02:00.000,23,-25,50,-46
2015-05-08 09:12:00.000,23,-25,50,-46
2015-05-08 09:22:00.000,23,-25,50,-46
2015-05-08 09:28:00.000,23,-25,50,-46
2015-05-08 09:36:00.000,23,-25,50,-46
2015-05-08 09:41:00.000,23,-25,50,-46
2015-05-08 09:42:00.000,23,-25,50,-46
2015-05-08 09:45:00.000,23,-25,50,-46
2015-05-08 10:06:00.000,23,-25,50,-46
2015-05-08 10:30:00.000,23,-25,50,-46
