date,Con-Majority,Con-Lib-Dem-Coalition,Con-UKIP-Coalition,Con-Minority,Lab-Majority,Lab-Lib-Dem-Coalition,Lab-Minority,Any-Other-Government-Coalition
2015-05-08 07:43:49.236,88.88889,1.587302,0.3333333,9.090909,0,0,0,0.8849558
2015-05-08 07:48:50.261,90.09009,1.724138,0.3448276,7.692308,0,0,0,0.8695652
2015-05-08 07:53:51.151,90.49774,1.639344,0.3448276,7.407407,0,0,0,0.7692308
2015-05-08 07:58:52.253,89.28571,1,0.2739726,9.52381,0,0,0,0.7407407
2015-05-08 08:03:53.283,90.49774,0.7407407,0.16,8.333333,0.1142857,0,0,0.8163265
2015-05-08 08:08:54.218,94.78673,0.754717,0,4.761905,0,0,0,0.8163265
2015-05-08 08:13:55.262,96.61836,0.6666667,0,1.6,0,0,0,0.8
2015-05-08 08:18:56.120,96.61836,0.6666667,0,2.469136,0,0,0,0.7692308
2015-05-08 08:23:56.992,94.78673,0.6896552,0.173913,3.174603,0,0,0,0.7692308
2015-05-08 08:28:58.057,94.78673,0.7843137,0.2040816,2.702703,0,0,0,0.8333333
2015-05-08 08:33:59.096,96.15385,0.7272727,0.1851852,3.076923,0,0,0,0.8
2015-05-08 08:38:59.934,98.52217,0.7272727,0,1.176471,0,0,0,0.7407407
2015-05-08 08:44:00.809,94.78673,0.7272727,0,2.298851,0,0,0,0.754717
2015-05-08 08:49:01.775,94.33962,0.5333333,0,2.564103,0,0,0,0.7692308
2015-05-08 08:54:02.859,94.78673,0.5633803,0.1818182,2.777778,0.1136364,0,0.1142857,1.012658
2015-05-08 08:59:03.797,93.02326,0.5633803,0.1818182,4.444444,0,0,0,1.19403
2015-05-08 09:04:04.847,95.69378,0.7692308,0.1818182,3.278689,0,0,0,1.061008
2015-05-08 09:09:05.915,95.69378,1.052632,0.1818182,3.278689,0.1142857,0,0,1.219512
2015-05-08 09:14:06.866,96.61836,0.5714286,0,1.818182,0,0,0,0.5714286
2015-05-08 09:19:07.783,96.61836,1.25,0.1666667,2.272727,0,0,0,0.6557377
2015-05-08 09:24:08.745,96.61836,1.25,0.1666667,2.173913,0,0,0,0.952381
2015-05-08 09:29:09.873,96.61836,0.7407407,0.1666667,2.173913,0,0,0,1.481481
2015-05-08 09:34:10.667,96.61836,0.8333333,0.2816901,2.5,0,0,0,0.9090909
2015-05-08 09:39:11.554,96.61836,0.9090909,0.2739726,2.020202,0,0,0,0.9302326
2015-05-08 09:44:12.559,96.61836,0.8695652,0.2739726,2.020202,0,0,0,0.9090909
2015-05-08 09:49:13.648,96.61836,0.3846154,0.2739726,1.904762,0,0,0,0.8888889
2015-05-08 09:54:14.674,97.56098,0.3738318,0.1754386,1.834862,0,0,0,0.5333333
2015-05-08 09:59:15.702,97.56098,0.3703704,0.1754386,1.369863,0,0,0,0.5405405
2015-05-08 10:04:16.755,96.61836,0.3225806,0.1724138,1.369863,0,0,0,1.117318
2015-05-08 10:09:17.868,97.56098,0.3333333,0,1.37931,0,0,0,1.086957
2015-05-08 10:14:18.743,97.56098,0.2985075,0,0.7407407,0,0,0,1.41844
2015-05-08 10:19:19.857,97.56098,0.2898551,0,1.176471,0,0,0,0.7272727
2015-05-08 10:24:20.747,97.56098,0.2985075,0,1.212121,0,0,0,0.754717
2015-05-08 10:29:21.731,98.52217,0.2777778,0,0.754717,0,0,0,0.7272727
