date,Arsenal,The Draw,Tottenham
2015-02-07 13:13:59.029,55375.31,1280.723,465.1678
2015-02-07 13:14:17.458,30388.04,1585.242,1693.399
2015-02-07 13:14:33.681,45855.58,336.5474,1415.866
2015-02-07 13:14:49.856,50660.87,1857.368,1954.185
2015-02-07 13:15:07.388,63043.05,3425.33,10688.41
2015-02-07 13:15:23.312,16367.45,11894.22,2550.366
2015-02-07 13:15:39.272,65859.89,18194.6,5834.842
2015-02-07 13:15:55.580,25448.45,529.552,3008.104
2015-02-07 13:16:11.687,51075.54,4442.341,4095.946
2015-02-07 13:16:27.840,25228.28,2399.331,7888.785
2015-02-07 13:16:43.997,51474.92,193.0226,2330.345
2015-02-07 13:16:59.877,16525.07,733.1132,532.4073
2015-02-07 13:17:16.508,17376.65,312.116,1193.769
2015-02-07 13:17:32.568,47259.08,80.3973,6783.635
2015-02-07 13:17:48.560,23194.7,299.8836,1329.948
2015-02-07 13:18:04.640,32224.81,2077.381,734.3392
2015-02-07 13:18:20.828,50624.9,3186.063,2541.608
2015-02-07 13:18:37.178,22545.09,1738.703,4850.548
2015-02-07 13:18:53.096,41194.5,60.79665,6006.618
2015-02-07 13:19:09.969,23230.11,1621.795,2789.486
2015-02-07 13:19:25.917,4798.422,2794.48,1974.221
2015-02-07 13:19:41.961,2030.769,129.8097,548.2974
2015-02-07 13:19:57.817,40899.69,115.7534,4896.001
2015-02-07 13:20:13.679,15438.51,275.7119,8759.764
2015-02-07 13:20:29.733,21590.16,0,323.5499
2015-02-07 13:20:45.864,79010.91,4127.13,10833.85
2015-02-07 13:21:02.025,70990.42,2648.668,5090.732
2015-02-07 13:21:18.452,29012.81,3167.909,3823.698
2015-02-07 13:21:34.410,18274.73,190.5173,739.1709
2015-02-07 13:21:50.246,16946.56,67.17715,5474.464
2015-02-07 13:22:06.673,26153.69,318.4165,663.6782
2015-02-07 13:22:22.464,20599.02,179.2729,994.6266
2015-02-07 13:22:38.597,35244.68,1439.048,24339.08
2015-02-07 13:22:54.254,3844.148,0,9110.617
2015-02-07 13:23:10.394,10836.97,2337.976,2844.709
2015-02-07 13:23:26.063,4621.409,302.6923,690.4677
2015-02-07 13:23:41.873,28790.35,168.7668,1393.398
2015-02-07 13:24:14.892,6035.351,1009.114,1381.367
2015-02-07 13:24:30.677,5255.473,0,2828.782
2015-02-07 13:24:46.616,2256.419,874.7275,1343.146
2015-02-07 13:25:02.255,23314.55,252.9127,709.9359
2015-02-07 13:25:18.384,18519.87,192.5863,1981.775
2015-02-07 13:25:34.048,16807.51,300.3147,301.7703
2015-02-07 13:25:49.905,753.9994,207.4284,1092.234
2015-02-07 13:26:06.108,4112.477,10.99791,1205.252
2015-02-07 13:26:21.825,2404.924,241.8705,464.1195
2015-02-07 13:26:37.440,16271.97,794.5352,1429.794
2015-02-07 13:26:53.290,8480.272,4440.104,1813.851
2015-02-07 13:27:09.422,60307.51,3127.24,3861.053
2015-02-07 13:27:25.041,68711.2,10872.13,2901.05
2015-02-07 13:27:40.836,5877.442,33.80809,1681.744
2015-02-07 13:27:56.543,14442.22,1309.474,998.913
2015-02-07 13:28:12.309,52656.84,6788.323,9667.79
2015-02-07 13:28:29.258,39567.72,7627.944,9748.436
2015-02-07 13:28:45.047,5902.36,147.2892,1628.693
2015-02-07 13:29:01.026,23422.6,102.2483,548.2657
2015-02-07 13:29:17.156,28074.91,642.049,2467.276
2015-02-07 13:29:33.418,15921.47,507.139,4748.215
2015-02-07 13:29:49.394,5616.079,174.5906,3359.808
2015-02-07 13:30:05.064,34032.19,7015.815,3123.841
2015-02-07 13:30:21.536,2400.805,463.1937,657.0532
2015-02-07 13:30:37.257,21613.27,1190.971,1063.306
2015-02-07 13:30:53.673,10819.04,425.6547,932.5589
2015-02-07 13:31:09.920,31667.34,1122.302,2362.517
2015-02-07 13:31:25.810,21077.7,2866.635,2242.285
2015-02-07 13:31:41.468,9673.532,316.665,3346.709
2015-02-07 13:31:57.430,39740.25,126.9761,2230.502
2015-02-07 13:32:13.258,3970.789,50.37975,3605.356
2015-02-07 13:32:29.067,60238.14,1470.483,3434.277
2015-02-07 13:32:45.012,40970.26,8241.239,6003.686
2015-02-07 13:33:01.064,125829.7,216.8259,1301.778
2015-02-07 13:33:16.976,51965.03,11400.6,2061.874
2015-02-07 13:33:32.733,11629.17,7895.095,4794.41
2015-02-07 13:33:48.526,5508.439,788.4558,1507.234
2015-02-07 13:34:04.367,1196.659,349.4454,1561.558
2015-02-07 13:34:20.316,14853.47,408.0307,832.8025
2015-02-07 13:34:38.517,49329.14,179.4531,2968.459
2015-02-07 13:34:54.300,16971.96,794.4969,1191.213
2015-02-07 13:35:11.072,5029.384,469.4187,5058.861
2015-02-07 13:35:28.026,1275.081,292.4937,678.4154
2015-02-07 13:35:43.787,4297.046,802.3365,308.547
2015-02-07 13:35:59.480,1347.318,36.24557,671.6136
2015-02-07 13:36:15.498,1223.51,316.1505,2555.313
2015-02-07 13:36:31.676,2798.029,185.0939,883.8965
2015-02-07 13:36:47.576,5632.051,337.0709,562.7409
2015-02-07 13:37:03.428,3250.379,2040.386,3056.019
2015-02-07 13:37:19.114,486.771,438.3846,464.586
2015-02-07 13:37:34.838,3043.246,5857.803,743.4966
2015-02-07 13:37:50.630,32591.44,117.1714,852.6844
2015-02-07 13:38:07.250,28249.36,177.725,557.2182
2015-02-07 13:38:23.234,6920.704,651.3908,1753.797
2015-02-07 13:38:38.925,2291.418,408.1535,566.8416
2015-02-07 13:38:54.683,382.6959,213.8696,380.4876
2015-02-07 13:39:10.590,992.1992,3938.809,404.9292
2015-02-07 13:39:26.505,12213.52,697.3113,1396.432
2015-02-07 13:39:42.614,1100.295,1774.999,278.1281
2015-02-07 13:39:58.281,8573.973,297.8688,4540.068
2015-02-07 13:40:14.168,22716.41,243.9003,568.9244
2015-02-07 13:40:30.359,9827.684,557.8614,334.9614
2015-02-07 13:40:46.076,173138.7,6906.129,2785.38
2015-02-07 13:41:02.337,3554.473,76.67596,640.4177
2015-02-07 13:41:18.178,16671.8,2456.377,969.4004
2015-02-07 13:41:34.379,10840.05,37.03316,357.37
2015-02-07 13:41:50.078,6344.057,305.6088,4572.78
2015-02-07 13:42:06.190,9409.649,763.4196,641.3097
2015-02-07 13:42:22.590,377.9654,27.14649,512.5637
2015-02-07 13:42:38.254,4033.342,743.0849,1295.572
2015-02-07 13:42:54.141,3122.53,158.6172,732.6981
2015-02-07 13:43:09.872,2264.574,260.54,376.2975
2015-02-07 13:43:25.712,16835.89,1152.577,1934.32
2015-02-07 13:43:41.588,4070.513,2472.437,614.755
2015-02-07 13:43:57.552,4463.445,1087.532,899.1985
2015-02-07 13:44:13.272,3877.512,945.0644,844.6418
2015-02-07 13:44:36.332,958.783,813.6217,813.6997
2015-02-07 13:44:52.023,1848.868,1323.089,638.5059
2015-02-07 13:45:07.628,559.0129,131.4578,1097.84
2015-02-07 13:45:23.211,2389.357,89.36747,252.7394
2015-02-07 13:45:38.966,5167.218,38.84324,567.9872
2015-02-07 13:45:54.690,8868.371,77.84126,782.1521
2015-02-07 13:46:10.472,4366.281,4002.288,725.2105
2015-02-07 13:46:26.360,7780.428,214.2327,1645.321
2015-02-07 13:46:42.092,2643.89,22.88323,730.7377
2015-02-07 13:46:57.803,28786.9,39.90967,100.0988
2015-02-07 13:47:13.419,2155.398,337.0762,8392.749
2015-02-07 13:47:29.015,9646.016,1379.514,849.6979
2015-02-07 13:47:44.673,1762.217,324.4545,1375.224
2015-02-07 13:48:00.476,2395.583,197.7018,1421.881
2015-02-07 13:48:16.450,9705.218,1079.605,1220.571
2015-02-07 13:48:32.289,18895.82,744.1045,1969.72
2015-02-07 13:48:48.375,23474.8,83.73666,1511.363
2015-02-07 13:49:04.126,12542.81,757.1796,977.7395
2015-02-07 13:49:19.954,27005.03,2159.367,644.5086
2015-02-07 13:49:35.616,12953.87,4376.572,2954.505
2015-02-07 13:49:53.251,25170.69,524.5984,972.3391
2015-02-07 13:50:09.280,10460.02,2465.8,1635.557
2015-02-07 13:50:25.054,1704.527,207.3839,1258.91
2015-02-07 13:50:41.398,18715.35,1142.396,2485.127
2015-02-07 13:50:57.345,7948.798,855.25,4060.481
2015-02-07 13:51:13.281,4343.883,1456.169,3413.064
2015-02-07 13:51:29.187,27568.38,3452.823,2484.64
2015-02-07 13:51:44.914,20354.47,820.0451,3199.069
2015-02-07 13:52:00.659,29033.4,358.4314,4213.531
2015-02-07 13:52:16.487,34148.24,836.2169,3939.344
2015-02-07 13:52:32.637,51884.72,2866.88,4297.942
2015-02-07 13:52:48.433,28908.11,3911.694,2569.216
2015-02-07 13:53:04.053,21764.85,185.2945,1335.665
2015-02-07 13:53:19.918,31897.82,159.5288,968.746
2015-02-07 13:53:36.166,17016.23,39.03076,931.0517
2015-02-07 13:53:51.838,30439.87,88.97435,541.4648
2015-02-07 13:54:07.629,25464.09,713.1915,1895.904
2015-02-07 13:54:23.221,14483,1348.675,1556.676
2015-02-07 13:54:38.829,11800.21,1243.936,1398.736
2015-02-07 13:54:56.765,8056.369,776.4727,3476.314
2015-02-07 13:55:12.682,25967.01,178.7537,387.9656
2015-02-07 13:55:28.480,22587.31,88.41179,126.1615
2015-02-07 13:55:44.872,36802.32,821.5329,1502.508
2015-02-07 13:56:00.653,49366.21,281.2842,688.9144
2015-02-07 13:56:16.607,32457.38,603.73,1451.69
2015-02-07 13:56:32.243,65941.45,4930.513,2716.734
2015-02-07 13:56:48.273,12522.92,604.011,1327.454
2015-02-07 13:57:03.997,18215.21,1028.517,2865.218
2015-02-07 13:57:19.636,35796.81,19.45141,2035.108
2015-02-07 13:57:35.415,26781.62,944.809,1193.977
2015-02-07 13:57:51.124,6891.213,771.8015,288.8288
2015-02-07 13:58:07.114,23140.46,851.0127,3216.43
2015-02-07 13:58:23.233,23802.81,941.292,2256.354
2015-02-07 13:58:38.902,6723.332,66.85539,1620.305
2015-02-07 13:58:54.670,32345.79,522.6926,1084.351
2015-02-07 13:59:10.474,33470.63,2494.246,1829.124
2015-02-07 13:59:26.241,0,0,0
2015-02-07 13:59:42.092,0,0,0
2015-02-07 13:59:59.354,2410.311,1893.672,1812.304
2015-02-07 14:00:15.087,39691.17,22204.53,13883.72
2015-02-07 14:00:31.053,49112.07,26862.27,16604.44
2015-02-07 14:00:46.881,37451.13,44460.28,22487.08
2015-02-07 14:01:02.669,54034.5,26052.24,26626.58
2015-02-07 14:01:18.743,44502.02,53855.79,23859.47
2015-02-07 14:01:34.426,24540.16,9096.267,19704.6
2015-02-07 14:01:50.496,21291.15,6870.324,36187.75
2015-02-07 14:02:06.790,17371.46,25338.48,47829.61
2015-02-07 14:02:22.445,33713.3,40629.03,43890.8
2015-02-07 14:02:38.627,15462.48,22012.24,20983
2015-02-07 14:02:54.275,16805.43,9945.347,15441.41
2015-02-07 14:03:10.064,12043.48,9049.579,18166.3
2015-02-07 14:03:25.892,13141.66,20394.67,14249.79
2015-02-07 14:03:41.627,6774.254,21131.15,9130.515
2015-02-07 14:03:57.307,27830.06,8561.354,7578.914
2015-02-07 14:04:13.054,18876.72,4979.096,22625.15
2015-02-07 14:04:29.039,21590.16,15841.73,14812.06
2015-02-07 14:04:44.857,20156.25,5283.159,7067.983
2015-02-07 14:05:21.151,14673.76,2987.2,11097.43
2015-02-07 14:05:36.806,9224.055,7184.392,9195.731
2015-02-07 14:05:52.413,13570.03,6669.989,11921.73
2015-02-07 14:06:08.495,13006.78,6838.346,19763.9
2015-02-07 14:06:24.308,15907.64,24970.57,7720.52
2015-02-07 14:06:40.028,4136.312,17094.03,7410.607
2015-02-07 14:06:55.934,4223.574,10187.53,5607.328
2015-02-07 14:07:11.870,11437.08,6445.097,3541.513
2015-02-07 14:07:27.720,18630.59,58009.06,4939.23
2015-02-07 14:07:43.428,17660.4,14424.31,6992.068
2015-02-07 14:07:59.051,20779.32,4260.845,6721.964
2015-02-07 14:08:14.939,12576.23,6904.385,18124.62
2015-02-07 14:08:30.671,6174.734,11595.92,7766.158
2015-02-07 14:08:46.738,7246.651,4672.955,11453.95
2015-02-07 14:09:02.446,15792.55,8303.466,20404.49
2015-02-07 14:09:18.323,3061.183,6549.918,10835.03
2015-02-07 14:09:34.044,6802.584,5530.606,12659.44
2015-02-07 14:09:49.928,11805,30128.27,18795.94
2015-02-07 14:10:05.653,2917.075,13095.95,18720.32
2015-02-07 14:10:22.776,5685.265,11516.36,7190.824
2015-02-07 14:10:38.627,11312.29,8093.951,5729.672
2015-02-07 14:10:54.262,2836.397,5876.23,8617.299
2015-02-07 14:11:10.068,1076.593,9975.248,5058.797
2015-02-07 14:11:26.302,1149.954,4271.173,2005.453
2015-02-07 14:11:42.068,4924.268,9817.292,2588.75
2015-02-07 14:11:58.151,7799.719,3116.993,7902.049
2015-02-07 14:12:13.944,7653.148,21256.46,8492.196
2015-02-07 14:12:29.699,2034.172,4695.322,2132.538
2015-02-07 14:12:45.516,6396.915,19060.75,2904.223
2015-02-07 14:13:01.836,4704.741,23362.93,4488.041
2015-02-07 14:13:17.545,8556.085,24222.02,4900.022
2015-02-07 14:13:33.309,3221.54,4138.489,1570.217
2015-02-07 14:13:49.146,8537.5,16374.33,5568.674
2015-02-07 14:14:05.036,9265.864,8376.12,4676.526
2015-02-07 14:14:20.756,15523.37,39774.37,9207.142
2015-02-07 14:14:36.582,14348.46,7321.331,10407.42
2015-02-07 14:14:52.309,4817.336,14281.02,13086.42
2015-02-07 14:15:08.796,9620.104,24026.53,15608.06
2015-02-07 14:15:25.101,5330.659,16447.97,23533.17
2015-02-07 14:15:41.138,10271.73,15201.9,18464.2
2015-02-07 14:15:56.977,16229,32776.55,14980.64
2015-02-07 14:16:12.728,13882.5,17619.42,8140.207
2015-02-07 14:16:28.519,14315.62,15025.82,5804.591
2015-02-07 14:16:44.299,4692.169,24067.62,3558.956
2015-02-07 14:17:00.177,3467.685,19831.61,4946.462
2015-02-07 14:17:15.945,8890.57,23632.36,10337.79
2015-02-07 14:17:31.765,8228.501,47216.85,8976.781
2015-02-07 14:17:47.531,15582.67,20826.45,10779.09
2015-02-07 14:18:03.310,2618.065,27288.89,1915.455
2015-02-07 14:18:19.393,5855.733,19189.71,7866.8
2015-02-07 14:18:35.246,6602.295,12450.54,1213.247
2015-02-07 14:18:51.325,4643.613,46199.17,467.7235
2015-02-07 14:19:08.916,1669.733,4288.814,5573.951
2015-02-07 14:19:24.780,13291.78,12289.02,4356.851
2015-02-07 14:19:40.573,7948.331,15438.5,6597.427
2015-02-07 14:19:56.435,12284.75,3729.548,2430.697
2015-02-07 14:20:12.191,11451.68,16668.21,6512.714
2015-02-07 14:20:27.936,12520.18,17838.96,11388.08
2015-02-07 14:20:43.812,2520.355,17382.65,2614.839
2015-02-07 14:20:59.833,4761.759,15324.8,5262.851
2015-02-07 14:21:15.598,8806.087,26997.52,1889.43
2015-02-07 14:21:31.468,1885.225,27007.17,424.8704
2015-02-07 14:21:47.318,7084.62,14154.29,9277.627
2015-02-07 14:22:03.109,25697.86,37102.31,15581.99
2015-02-07 14:22:18.937,35085.01,26542.52,20517.52
2015-02-07 14:22:35.021,16497.04,25468.82,4078.992
2015-02-07 14:22:50.750,5550.286,5874.846,8658.172
2015-02-07 14:23:06.506,8797.836,42994.59,12779.92
2015-02-07 14:23:22.309,3703.289,59397.16,6369.583
2015-02-07 14:23:38.341,6831.249,19382.33,6530.724
2015-02-07 14:23:54.226,1917.908,61711.83,6090.272
2015-02-07 14:24:09.903,4693.516,33730.92,1015.549
2015-02-07 14:24:25.755,9473.89,68647.79,1747.668
2015-02-07 14:24:41.522,2392.003,35473.14,4103.99
2015-02-07 14:24:57.255,2957.031,9375.912,3029.11
2015-02-07 14:25:13.558,8832.704,42027.78,4946.276
2015-02-07 14:25:34.181,5144.638,18267.8,3095.36
2015-02-07 14:25:54.022,13274.01,29328.21,4607.202
2015-02-07 14:26:09.877,1772.988,19304.92,7210.853
2015-02-07 14:26:26.386,2310.19,11937.03,6116.783
2015-02-07 14:26:42.397,8241.485,28078.15,2299.819
2015-02-07 14:26:58.082,4626.054,62927.06,4446.84
2015-02-07 14:27:13.899,3153.194,24106.66,3531.013
2015-02-07 14:27:29.617,11100.82,17971,1945.644
2015-02-07 14:27:45.274,10033.4,27891.42,5017.178
2015-02-07 14:28:01.702,6608.015,39460.92,4289.06
2015-02-07 14:28:19.417,6520.271,76638.23,1509.292
2015-02-07 14:28:35.050,2557.857,38869.54,1735.403
2015-02-07 14:28:50.906,816.335,23689.72,1455.992
2015-02-07 14:29:06.637,226.4918,1908.398,272.9116
2015-02-07 14:29:22.502,0,0,0
2015-02-07 14:29:38.230,0,0,0
2015-02-07 14:29:54.120,977.1317,1571.839,203237.3
2015-02-07 14:30:09.908,1095.152,8423.377,600842.8
2015-02-07 14:30:26.111,595.056,6647.415,556103.9
2015-02-07 14:30:43.501,476.6207,9061.279,874320.4
2015-02-07 14:30:59.339,509.4452,13433.02,699851.6
2015-02-07 14:31:15.312,492.9829,4713.163,420906.8
2015-02-07 14:31:31.093,578.033,5720.637,128377.6
2015-02-07 14:31:47.652,198.596,2943.83,171182.2
2015-02-07 14:32:03.613,534.1011,5681.628,174226.1
2015-02-07 14:32:19.405,174.6229,5523.456,129574.2
2015-02-07 14:32:35.352,134.6919,4904.439,295307.6
2015-02-07 14:32:51.188,656.7278,2539.691,181020.9
2015-02-07 14:33:06.971,151.0777,2675.983,271130.3
2015-02-07 14:33:23.165,277.6081,4724.266,138137.7
2015-02-07 14:33:38.904,141.4378,2652.588,136830.4
2015-02-07 14:33:54.672,85.35096,1888.452,135171.3
2015-02-07 14:34:10.797,46.88394,1027.614,165201.4
2015-02-07 14:34:26.499,12.41852,3532.055,187027.6
2015-02-07 14:34:42.297,54.69036,1911.922,233650.8
2015-02-07 14:34:58.257,37.14369,3399.587,82997.45
2015-02-07 14:35:14.088,180.1018,5906.557,75746.44
2015-02-07 14:35:29.929,61.13218,1548.492,316784.5
2015-02-07 14:35:47.601,47.53206,1180.425,360308.9
2015-02-07 14:36:03.321,2.938853,1460.686,248854.3
2015-02-07 14:36:19.092,7.647364,1073.523,208541.8
2015-02-07 14:36:34.980,7.552543,804.6479,239750.9
2015-02-07 14:36:50.690,15.27735,1037.714,102095.2
2015-02-07 14:37:06.777,0,244.7353,96944.81
2015-02-07 14:37:22.758,0,66.49246,104305.2
2015-02-07 14:37:38.515,0.6854352,30.46378,39282.67
2015-02-07 14:37:54.277,0,86.44643,43318.8
2015-02-07 14:38:10.114,0,1.288161,248.5393
2015-02-07 14:38:26.568,0,0,0
2015-02-07 14:38:42.576,0,0,0
2015-02-07 14:38:58.283,0,0,0
2015-02-07 14:39:14.077,0,0,0
2015-02-07 14:39:30.347,0,0,0
2015-02-07 14:39:46.872,0,0,0
2015-02-07 14:40:02.696,0,0,0
2015-02-07 14:40:18.536,0,0,0
2015-02-07 14:40:34.595,0,0,0
2015-02-07 14:40:51.934,0,0,0
2015-02-07 14:41:08.002,0,0,0
2015-02-07 14:41:23.733,0,0,0
2015-02-07 14:41:39.572,0,0,0
