DENI,School_name,age,School_type,Management_type,year,Address,Postcode,Town,Protestant,Catholic,Other,Protestant_number,Catholic_number,Other_number,Total,Percentage_Protestant,Percentage_Catholic,Percentage_Other
3016040,Armoy Primary School,Primary,Primary,Controlled,2017,2 GRACEHILL ROAD,BT538TD,Ballymoney,68,<5,>=5,68,4,17,89.0,76.404494382,4.49438202247,19.1011235955
3016052,Harpurs Hill Primary School,Primary,Primary,Controlled,2017,1 CUILRATH STREET,BT522EL,Coleraine,114,7,99,114,7,99,220.0,51.8181818182,3.18181818182,45.0
3016055,Gorran Primary School,Primary,Primary,Controlled,2017,2 GORRAN ROAD,BT514HA,Coleraine,68,0,13,68,0,13,81.0,83.950617284,0.0,16.049382716
3016058,Parkhall Primary School,Primary,Primary,Controlled,2017,SEACASH WALK,BT411AZ,Antrim,130,7,65,130,7,65,202.0,64.3564356436,3.46534653465,32.1782178218
3016063,Dunclug Primary School,Primary,Primary,Controlled,2017,DOURY ROAD,BT436SU,Ballymena,29,13,25,29,13,25,67.0,43.2835820896,19.4029850746,37.3134328358
3016119,Garvagh Primary School,Primary,Primary,Controlled,2017,1 COLERAINE ROAD,BT515HP,Coleraine,72,<5,>=5,72,2,5,79.0,91.1392405063,2.53164556962,6.32911392405
3016125,Rasharkin Primary School,Primary,Primary,Controlled,2017,BAMFORD PARK,BT448RX,Ballymena,61,<5,>=5,61,4,6,71.0,85.9154929577,5.6338028169,8.45070422535
3016129,Carniny Primary School,Primary,Primary,Controlled,2017,61 OLD CULLYBACKEY ROAD,BT435JR,Ballymena,182,<5,>=5,182,4,101,287.0,63.4146341463,1.393728223,35.1916376307
3016170,Ballyhenry Primary School,Primary,Primary,Controlled,2017,BALLYHENRY AVENUE,BT365AZ,Newtownabbey,94,5,60,94,5,60,159.0,59.1194968553,3.14465408805,37.7358490566
3016225,Woodlawn Primary School,Primary,Primary,Controlled,2017,2 WOODBURN AVENUE,BT388EZ,Carrickfergus,105,<5,>=5,105,4,158,267.0,39.3258426966,1.49812734082,59.1760299625
3016244,Ashgrove Primary,Primary,Primary,Controlled,2017,ASHGROVE ROAD,BT366LJ,Newtownabbey,203,23,131,203,23,131,357.0,56.862745098,6.44257703081,36.6946778711
3016249,Earlview Primary,Primary,Primary,Controlled,2017,2 MANSE DRIVE,BT365US,Newtownabbey,132,<5,>=5,132,4,88,224.0,58.9285714286,1.78571428571,39.2857142857
3016252,Ballysally Primary School,Primary,Primary,Controlled,2017,52 DANES HILL ROAD,BT522QU,Coleraine,158,7,101,158,7,101,266.0,59.3984962406,2.63157894737,37.969924812
3016257,Oakfield Primary School,Primary,Primary,Controlled,2017,OAKFIELD DRIVE,BT387SP,Carrickfergus,252,<5,>=5,252,4,72,328.0,76.8292682927,1.21951219512,21.9512195122
3016260,Cloughmills Primary School,Primary,Primary,Controlled,2017,34 MAIN STREET,BT449LF,Ballymena,52,<5,>=5,52,4,9,65.0,80.0,6.15384615385,13.8461538462
3016264,Irish Society's Primary School,Primary,Primary,Controlled,2017,3 RUGBY AVENUE,BT521JL,Coleraine,157,35,107,157,35,107,299.0,52.508361204,11.7056856187,35.7859531773
3016269,Cairncastle Primary School,Primary,Primary,Controlled,2017,12 CAIRNCASTLE ROAD,BT402RB,Larne,85,7,23,85,7,23,115.0,73.9130434783,6.08695652174,20.0
3016283,Knockloughrim Primary School,Primary,Primary,Controlled,2017,337 HILLHEAD ROAD,BT458QT,Magherafelt,96,<5,>=5,96,4,11,111.0,86.4864864865,3.6036036036,9.90990990991
3016414,Fairview Primary School,Primary,Primary,Controlled,2017,25 HILLMOUNT AVENUE,BT399HS,Ballyclare,370,5,156,370,5,156,531.0,69.6798493409,0.941619585687,29.3785310734
3016440,Portglenone Primary School,Primary,Primary,Controlled,2017,10 CULLYBACKEY ROAD,BT448AF,Ballymena,96,<5,>=5,96,4,18,118.0,81.3559322034,3.38983050847,15.2542372881
3016444,Hazelbank Primary School,Primary,Primary,Controlled,2017,20 HAZELBANK ROAD,BT424LP,Ballymena,99,<5,>=5,99,4,11,114.0,86.8421052632,3.50877192982,9.64912280702
3016447,Balnamore Primary School,Primary,Primary,Controlled,2017,80 BALNAMORE ROAD,BT537PT,Ballymoney,74,0,29,74,0,29,103.0,71.8446601942,0.0,28.1553398058
3016594,Bushvalley Primary School,Primary,Primary,Controlled,2017,175 BALLINLEA ROAD,BT538PR,Ballymoney,98,<5,>=5,98,4,42,144.0,68.0555555556,2.77777777778,29.1666666667
3016705,Islandmagee Primary School,Primary,Primary,Controlled,2017,163 BROWNS BAY ROAD,BT403TQ,Larne,65,<5,>=5,65,4,40,109.0,59.6330275229,3.66972477064,36.6972477064
3030434,Creggan Primary School,Primary,Primary,RC Maintained,2017,118 STAFFORDSTOWN ROAD,BT413LH,Antrim,0,116,1,0,116,1,117.0,0.0,99.1452991453,0.854700854701
3030438,Millquarter Primary School,Primary,Primary,RC Maintained,2017,139 CROSSKEYS ROAD,BT413PY,Antrim,<5,>=5,<5,4,127,4,135.0,2.96296296296,94.0740740741,2.96296296296
3030547,"St Patrick's Primary School, Portrush",Primary,Primary,RC Maintained,2017,109 CAUSEWAY STREET,BT568JE,Portrush,<5,62,>=5,4,62,13,79.0,5.06329113924,78.4810126582,16.4556962025
3030588,"St Mary's Primary School, Rathlin",Primary,Primary,RC Maintained,2017,CHURCHQUARTER,BT546RT,Ballycastle,<5,<5,>=5,3,2,5,10.0,30.0,20.0,50.0
3030621,"St Mary's Primary School, Portglenone",Primary,Primary,RC Maintained,2017,16 BALLYMENA ROAD,BT448BL,Ballymena,0,220,2,0,220,2,222.0,0.0,99.0990990991,0.900900900901
3030688,Mount St Michael's Primary School,Primary,Primary,RC Maintained,2017,3 CRAIGSTOWN ROAD,BT412AF,Antrim,<5,452,>=5,4,452,15,471.0,0.849256900212,95.966029724,3.1847133758
3030708,Glenann Primary School,Primary,Primary,RC Maintained,2017,8 GLENANN ROAD,BT440TG,Ballymena,0,68,0,0,68,0,68.0,0.0,100.0,0.0
3030719,St Olcan's Primary School,Primary,Primary,RC Maintained,2017,202 GLENSHESK ROAD,BT538RJ,Ballymoney,0,80,0,0,80,0,80.0,0.0,100.0,0.0
3030800,Barnish Primary School,Primary,Primary,RC Maintained,2017,100 CUSHENDALL ROAD,BT546QY,Ballycastle,0,43,2,0,43,2,45.0,0.0,95.5555555556,4.44444444444
3030815,Moneynick Primary School,Primary,Primary,RC Maintained,2017,104 MONEYNICK ROAD,BT413HS,Antrim,0,63,0,0,63,0,63.0,0.0,100.0,0.0
3030832,"St Comgall's Primary School, Antrim",Primary,Primary,RC Maintained,2017,1 BALLYMENA ROAD,BT414JG,Antrim,<5,510,>=5,4,510,20,534.0,0.749063670412,95.5056179775,3.74531835206
3030848,St Macnisius' Primary School,Primary,Primary,RC Maintained,2017,30 CHAPELTOWN ROAD,BT412LD,Antrim,0,35,0,0,35,0,35.0,0.0,100.0,0.0
3030890,"St Brigid's Primary School, Cloughmills",Primary,Primary,RC Maintained,2017,6 LOUGHILL ROAD,BT449LT,Ballymena,<5,61,>=5,3,61,5,69.0,4.34782608696,88.4057971014,7.24637681159
3030894,"St Mary's Primary School, Cushendall",Primary,Primary,RC Maintained,2017,41 MIDDLEPARK ROAD,BT440SQ,Ballymena,0,178,4,0,178,4,182.0,0.0,97.8021978022,2.1978021978
3030898,"St Anne's Primary School, Ballymena",Primary,Primary,RC Maintained,2017,3 RESERVOIR ROAD,BT449JE,Ballymena,0,63,1,0,63,1,64.0,0.0,98.4375,1.5625
3030899,"Seaview Primary School, Glenarm",Primary,Primary,RC Maintained,2017,11 NEW ROAD,BT440AA,Ballymena,5,31,4,5,31,4,40.0,12.5,77.5,10.0
3030900,"St Anthony's Primary School, Larne",Primary,Primary,RC Maintained,2017,43 FAIRWAY,BT402BG,Larne,<5,77,>=5,4,77,20,101.0,3.9603960396,76.2376237624,19.801980198
3032018,"St Brigid's Primary School, Tirkane",Primary,Primary,RC Maintained,2017,130 TIRKANE ROAD,BT465NH,Maghera,0,203,2,0,203,2,205.0,0.0,99.0243902439,0.975609756098
3032104,Ballyhackett Primary School,Primary,Primary,RC Maintained,2017,50 ALTIKEERAGH ROAD,BT514SR,Coleraine,6,32,6,6,32,6,44.0,13.6363636364,72.7272727273,13.6363636364
3032109,New Row Primary School,Primary,Primary,RC Maintained,2017,35 NEW ROW,BT458AP,Magherafelt,0,160,14,0,160,14,174.0,0.0,91.9540229885,8.04597701149
3032185,St Trea's Primary School,Primary,Primary,RC Maintained,2017,225 SHORE ROAD,BT456LL,Magherafelt,0,114,0,0,114,0,114.0,0.0,100.0,0.0
3032197,Knocknagin Primary School,Primary,Primary,RC Maintained,2017,45 TOBERMORE ROAD,BT455LE,Magherafelt,0,62,1,0,62,1,63.0,0.0,98.4126984127,1.5873015873
3032202,"St Columba's Primary School, Garvagh",Primary,Primary,RC Maintained,2017,79 BOLERAN ROAD,BT515EQ,Coleraine,0,102,2,0,102,2,104.0,0.0,98.0769230769,1.92307692308
3032205,"St Columb's Primary School, Magherafelt",Primary,Primary,RC Maintained,2017,70 INISCARN ROAD,BT455NQ,Magherafelt,0,87,0,0,87,0,87.0,0.0,100.0,0.0
3032218,Crossroads Primary School,Primary,Primary,RC Maintained,2017,157 DRUMAGARNER ROAD,BT515TW,Coleraine,5,104,12,5,104,12,121.0,4.13223140496,85.9504132231,9.9173553719
3032231,"St Colum's Primary School, Portstewart",Primary,Primary,RC Maintained,2017,24 LEVER ROAD,BT557EF,Portstewart,<5,172,<5,3,172,2,177.0,1.69491525424,97.1751412429,1.12994350282
3032246,"St John Bosco Primary School, Ballynease",Primary,Primary,RC Maintained,2017,5 CULBANE ROAD,BT448NZ,Ballymena,<5,>=5,0,4,116,0,120.0,3.33333333333,96.6666666667,0.0
3032257,Anahorish Primary School,Primary,Primary,RC Maintained,2017,120 DEERPARK ROAD,BT413SS,Toome,0,169,6,0,169,6,175.0,0.0,96.5714285714,3.42857142857
3032268,"St Columba's Primary School, Straw",Primary,Primary,RC Maintained,2017,84 SIXTOWNS ROAD,BT457BB,Magherafelt,0,186,0,0,186,0,186.0,0.0,100.0,0.0
3032271,St Eoghan's Primary School,Primary,Primary,RC Maintained,2017,51 MONEYNEANY ROAD,BT457DZ,Magherafelt,0,121,0,0,121,0,121.0,0.0,100.0,0.0
3032273,"St Mary's Primary School, Draperstown",Primary,Primary,RC Maintained,2017,24 MAGHERAFELT ROAD,BT457AF,Magherafelt,0,215,3,0,215,3,218.0,0.0,98.623853211,1.37614678899
3032274,"St John's Primary School, Swatragh",Primary,Primary,RC Maintained,2017,30 MONEYSHARVIN ROAD,BT465PY,Maghera,0,206,0,0,206,0,206.0,0.0,100.0,0.0
3032275,Greenlough Primary School (st Mary's),Primary,Primary,RC Maintained,2017,220 MAYOGALL ROAD,BT448NN,Ballymena,<5,>=5,0,4,182,0,186.0,2.15053763441,97.8494623656,0.0
3032281,"St Mary's Primary School, Bellaghy",Primary,Primary,RC Maintained,2017,25 MULLAGHBOY ROAD,BT458HX,Magherafelt,0,218,1,0,218,1,219.0,0.0,99.5433789954,0.456621004566
3032285,St Patrick's & St Joseph's Primary School,Primary,Primary,RC Maintained,2017,5 CHURCHTOWN ROAD,BT515BA,Coleraine,0,175,2,0,175,2,177.0,0.0,98.8700564972,1.12994350282
3032297,"St Malachy's Primary School, Coleraine",Primary,Primary,RC Maintained,2017,BERESFORD AVENUE,BT521HJ,Coleraine,<5,207,>=5,4,207,13,224.0,1.78571428571,92.4107142857,5.80357142857
3033303,"St Oliver Plunkett Primary School, Antrim",Primary,Primary,RC Maintained,2017,MAIN STREET,BT413NJ,Antrim,0,211,1,0,211,1,212.0,0.0,99.5283018868,0.471698113208
3033304,Tir-na-nog Primary School,Primary,Primary,RC Maintained,2017,64-66 DOAGH ROAD,BT399BG,Ballyclare,6,9,9,6,9,9,24.0,25.0,37.5,37.5
3033313,"St Bernard's Primary School, Newtownabbey",Primary,Primary,RC Maintained,2017,112A ELMFIELD ROAD,BT366DW,Newtownabbey,0,635,5,0,635,5,640.0,0.0,99.21875,0.78125
3033317,"St John's Primary School, Carnlough",Primary,Primary,RC Maintained,2017,49 BAY ROAD,BT440HJ,Ballymena,<5,>=5,<5,4,160,4,168.0,2.38095238095,95.2380952381,2.38095238095
3033320,"St Patrick's Primary School, Rasharkin",Primary,Primary,RC Maintained,2017,8 GORTAHAR ROAD,BT448SB,Ballymena,0,217,5,0,217,5,222.0,0.0,97.7477477477,2.25225225225
3033326,"St Brigid's Primary School, Ballymoney",Primary,Primary,RC Maintained,2017,CASTLE STREET,BT536JX,Ballymoney,15,179,9,15,179,9,203.0,7.38916256158,88.1773399015,4.43349753695
3033709,"St John's Primary School, Coleraine",Primary,Primary,RC Maintained,2017,HAZELBANK ROAD,BT513DX,Coleraine,<5,148,>=5,4,148,5,157.0,2.54777070064,94.2675159236,3.1847133758
3036026,"St Joseph's Primary School, Crumlin",Primary,Primary,RC Maintained,2017,15 GLENAVY ROAD,BT294LA,Crumlin,7,660,18,7,660,18,685.0,1.02189781022,96.3503649635,2.62773722628
3036039,"St Mary's Primary School, Glenview",Primary,Primary,RC Maintained,2017,47 GLEN ROAD,BT465AP,Maghera,5,230,7,5,230,7,242.0,2.06611570248,95.041322314,2.89256198347
3036046,St Mary's-on-the-hill Primary School,Primary,Primary,RC Maintained,2017,142 CARNMONEY ROAD,BT366JU,Newtownabbey,<5,373,<5,3,373,2,378.0,0.793650793651,98.6772486772,0.529100529101
3036050,"St Joseph's Primary School, Antrim",Primary,Primary,RC Maintained,2017,54 GREYSTONE ROAD,BT411JZ,Antrim,11,246,59,11,246,59,316.0,3.48101265823,77.8481012658,18.6708860759
3036100,"St James' Primary School And Nursery Unit, Newtownabbey",Primary,Primary,RC Maintained,2017,17 KING'S WALK,BT370AS,Newtownabbey,45,221,51,45,221,51,317.0,14.1955835962,69.7160883281,16.0883280757
3036103,"St Brigid's Primary School, Knockloughrim",Primary,Primary,RC Maintained,2017,52 MAYOGALL ROAD,BT458PG,Magherafelt,0,257,3,0,257,3,260.0,0.0,98.8461538462,1.15384615385
3036131,"St Patrick's Primary School, Glenariffe",Primary,Primary,RC Maintained,2017,244 GARRON ROAD,BT440RB,Ballymena,0,110,0,0,110,0,110.0,0.0,100.0,0.0
3036139,"St Macnissi's Primary School, Newtownabbey",Primary,Primary,RC Maintained,2017,12A CHRISTINE ROAD,BT366UE,Newtownabbey,<5,>=5,0,4,197,0,201.0,1.99004975124,98.0099502488,0.0
3036147,"St Columba's Primary School, Kilrea",Primary,Primary,RC Maintained,2017,3 AGIVEY ROAD,BT515UT,Coleraine,0,242,5,0,242,5,247.0,0.0,97.975708502,2.02429149798
3036154,"St Patrick's Primary School, Loughgiel",Primary,Primary,RC Maintained,2017,73 SHELTON ROAD,BT449JR,Ballymena,<5,>=5,<5,4,186,4,194.0,2.0618556701,95.8762886598,2.0618556701
3036243,"St Joseph's Primary School, Dunloy",Primary,Primary,RC Maintained,2017,40 BRIDGE ROAD,BT449EF,Ballymena,0,314,4,0,314,4,318.0,0.0,98.7421383648,1.25786163522
3036268,St Ciaran's Primary School,Primary,Primary,RC Maintained,2017,132 LAYDE ROAD,BT440NJ,Ballymena,0,44,0,0,44,0,44.0,0.0,100.0,0.0
3036292,"St Patrick's Primary School, Glen",Primary,Primary,RC Maintained,2017,161 GLEN ROAD,BT465JN,Maghera,0,187,2,0,187,2,189.0,0.0,98.9417989418,1.0582010582
3036559,St Patrick's & St Brigid's Primary School,Primary,Primary,RC Maintained,2017,19 MOYLE ROAD,BT546AN,Ballycastle,<5,346,>=5,4,346,16,366.0,1.09289617486,94.5355191257,4.37158469945
3036562,"Holy Family Primary School, Magherafelt",Primary,Primary,RC Maintained,2017,1A CASTLEDAWSON ROAD,BT456AX,Magherafelt,<5,569,>=5,4,569,18,591.0,0.676818950931,96.2774957699,3.04568527919
3036563,"St Nicholas' Primary School, Carrickfergus",Primary,Primary,RC Maintained,2017,MINORCA PLACE,BT388AU,Carrickfergus,17,130,31,17,130,31,178.0,9.55056179775,73.0337078652,17.4157303371
3036575,"St Macnissi's Primary School, Larne",Primary,Primary,RC Maintained,2017,23 AGNEW ST,BT401RF,Larne,0,214,8,0,214,8,222.0,0.0,96.3963963964,3.6036036036
3036666,"St Colmcille's Primary School, Ballymena",Primary,Primary,RC Maintained,2017,CULLYBACKEY ROAD,BT435DG,Ballymena,0,352,31,0,352,31,383.0,0.0,91.9060052219,8.09399477807
3036679,"St Brigid's Primary School, Ballymena",Primary,Primary,RC Maintained,2017,BROUGHSHANE ROAD,BT437DZ,Ballymena,<5,396,>=5,4,396,7,407.0,0.982800982801,97.2972972973,1.7199017199
3036683,"St Paul's Primary School, Ahoghill",Primary,Primary,RC Maintained,2017,32 BALLYNAFIE ROAD,BT421LF,Ballymena,5,64,5,5,64,5,74.0,6.75675675676,86.4864864865,6.75675675676
3036704,Mary Queen Of Peace Primary School,Primary,Primary,RC Maintained,2017,2 LISNAMANNY ROAD,BT436QH,Ballymena,<5,231,<5,3,231,3,237.0,1.26582278481,97.4683544304,1.26582278481
3042162,Desertmartin Primary School,Primary,Primary,Other Maintained,2017,20 DROMORE ROAD,BT455JZ,Magherafelt,14,0,6,14,0,6,20.0,70.0,0.0,30.0
3046653,Gaelscoil An Chaistil,Primary,Primary,Other Maintained,2017,5 KILNS ROAD (BOTHAR AN HAITHE),BT546QQ,Ballycastle,0,46,67,0,46,67,113.0,0.0,40.7079646018,59.2920353982
3046678,Gaelscoil Na Sp?ir?n?,Primary,Primary,Other Maintained,2017,82 Sixtowns Road,BT457BB,Magherafelt,0,48,1,0,48,1,49.0,0.0,97.9591836735,2.04081632653
3046684,Gaelscoil Ghleann Darach,Primary,Primary,Other Maintained,2017,15 GLENAVY ROAD,BT294LA,Crumlin,0,71,3,0,71,3,74.0,0.0,95.9459459459,4.05405405405
3046685,Gaelscoil Eanna,Primary,Primary,Other Maintained,2017,C/O ST ENDA'S GAA CLUB,BT367AU,Newtownabbey,<5,>=5,<5,4,166,4,174.0,2.29885057471,95.4022988506,2.29885057471
3046691,Gaelscoil An Tseancha?,Primary,Primary,Other Maintained,2017,40 MEETING STREET,BT456BW,Magherafelt,<5,>=5,<5,4,124,4,132.0,3.0303030303,93.9393939394,3.0303030303
3050519,Carnlough Controlled Integrated Primary School,Primary,Primary,Controlled Integrated,2017,9 HARBOUR ROAD,BT440EU,Ballymena,10,11,11,10,11,11,32.0,31.25,34.375,34.375
3050791,Glengormley Integrated Primary School,Primary,Primary,Controlled Integrated,2017,166 CHURCH ROAD,BT366HJ,Newtownabbey,68,138,144,68,138,144,350.0,19.4285714286,39.4285714286,41.1428571429
3050859,Crumlin Controlled Intergrated Primary School,Primary,Primary,Controlled Integrated,2017,27 MILL ROAD,BT294XL,Crumlin,54,36,76,54,36,76,166.0,32.5301204819,21.686746988,45.7831325301
3050866,Ballymoney Controlled Integrated Primary School,Primary,Primary,Controlled Integrated,2017,23 NORTH ROAD,BT536BW,Ballymoney,247,24,84,247,24,84,355.0,69.5774647887,6.76056338028,23.661971831
3052071,Carhill Integrated Primary School,Primary,Primary,Controlled Integrated,2017,78 CARHILL ROAD,BT515PQ,Coleraine,44,9,18,44,9,18,71.0,61.9718309859,12.676056338,25.3521126761
3013333,Ballycastle Integrated Primary School,Primary,Primary,Controlled Integrated,2017,43 QUAY ROAD,BT546BJ,Ballycastle,81,87,34,81,87,34,202.0,40.099009901,43.0693069307,16.8316831683
3056231,Six Mile Integrated Primary School,Primary,Primary,Controlled Integrated,2017,RATHENRAW ESTATE,BT412TA,Antrim,38,38,29,38,38,29,105.0,36.1904761905,36.1904761905,27.619047619
3056248,Round Tower Integrated Primary School,Primary,Primary,Controlled Integrated,2017,DURNISH ROAD,BT412TH,Antrim,88,88,110,88,88,110,286.0,30.7692307692,30.7692307692,38.4615384615
3010812,Mallusk Controlled Integrated Primary School,Primary,Primary,Controlled Integrated,2017,84 MALLUSK ROAD,BT364QE,Newtownabbey,11,6,4,11,6,4,21.0,52.380952381,28.5714285714,19.0476190476
3066544,Millstrand Integrated Primary School,Primary,Primary,GM Integrated,2017,33 DHU VARREN,BT568EW,Portrush,74,71,100,74,71,100,245.0,30.2040816327,28.9795918367,40.8163265306
3066551,Braidside Integrated Primary School,Primary,Primary,GM Integrated,2017,87 FRYS ROAD,BT437EN,Ballymena,107,105,102,107,105,102,314.0,34.076433121,33.4394904459,32.4840764331
3066561,Corran Integrated Primary School,Primary,Primary,GM Integrated,2017,BLACK CAVE ROAD,BT401TP,Larne,50,59,50,50,59,50,159.0,31.4465408805,37.106918239,31.4465408805
3066568,Acorn Integrated Primary School,Primary,Primary,GM Integrated,2017,110 VICTORIA ROAD,BT387JL,Carrickfergus,121,67,36,121,67,36,224.0,54.0178571429,29.9107142857,16.0714285714
3066613,Spires Integrated Primary School,Primary,Primary,GM Integrated,2017,84 MONEYMORE ROAD,BT456HH,Magherafelt,63,86,44,63,86,44,193.0,32.6424870466,44.5595854922,22.7979274611
3066652,Maine Integrated Primary School,Primary,Primary,GM Integrated,2017,93 PORTGLENONE ROAD,BT413EH,Randalstown,25,62,33,25,62,33,120.0,20.8333333333,51.6666666667,27.5
4010512,Mckinney Primary School Dundrod,Primary,Primary,Controlled,2017,3 LEATHEMSTOWN ROAD,BT294HX,Crumlin,123,7,24,123,7,24,154.0,79.8701298701,4.54545454545,15.5844155844
4010720,Ballycarrickmaddy Primary School,Primary,Primary,Controlled,2017,1A KILLULTAGH ROAD,BT282NX,Lisburn,117,7,56,117,7,56,180.0,65.0,3.88888888889,31.1111111111
4010743,Largymore Primary School,Primary,Primary,Controlled,2017,HILLHALL ROAD,BT275BT,Lisburn,87,6,83,87,6,83,176.0,49.4318181818,3.40909090909,47.1590909091
4010762,Brownlee Primary School,Primary,Primary,Controlled,2017,WALLACE AVENUE,BT274AA,Lisburn,113,18,69,113,18,69,200.0,56.5,9.0,34.5
4010788,Dunmurry Primary School,Primary,Primary,Controlled,2017,60 GLENBURN ROAD,BT179AN,Belfast,91,11,110,91,11,110,212.0,42.9245283019,5.18867924528,51.8867924528
4010807,Lisburn Central Primary School,Primary,Primary,Controlled,2017,52-56 HILLSBOROUGH ROAD,BT281JJ,Lisburn,115,24,81,115,24,81,220.0,52.2727272727,10.9090909091,36.8181818182
4010882,Seymour Hill Primary School,Primary,Primary,Controlled,2017,2C HAZEL AVENUE,BT179QX,Belfast,170,<5,>=5,170,4,62,236.0,72.0338983051,1.69491525424,26.2711864407
4010885,Tonagh Primary School,Primary,Primary,Controlled,2017,TONAGH AVENUE,BT281DQ,Lisburn,205,16,19,205,16,19,240.0,85.4166666667,6.66666666667,7.91666666667
4011265,Ballyvester Primary School,Primary,Primary,Controlled,2017,244 KILLAUGHEY ROAD,BT210NF,Donaghadee,69,6,48,69,6,48,123.0,56.0975609756,4.87804878049,39.0243902439
4011300,Grey Abbey Primary School,Primary,Primary,Controlled,2017,3 THE SQUARE,BT222QA,Newtownards,51,0,42,51,0,42,93.0,54.8387096774,0.0,45.1612903226
4011310,Carrickmannon Primary School,Primary,Primary,Controlled,2017,77 CARRICKMANNON ROAD,BT236JJ,Newtownards,81,<5,>=5,81,4,18,103.0,78.640776699,3.88349514563,17.4757281553
4011345,Newtownards Model Primary School,Primary,Primary,Controlled,2017,SCRABO ROAD,BT234NW,Newtownards,278,6,126,278,6,126,410.0,67.8048780488,1.46341463415,30.7317073171
4011373,Kirkistown Primary School,Primary,Primary,Controlled,2017,MAIN ROAD,BT221JA,Newtownards,42,0,39,42,0,39,81.0,51.8518518519,0.0,48.1481481481
4011462,Castle Gardens Primary School,Primary,Primary,Controlled,2017,69 BOWTOWN ROAD,BT238SH,Newtownards,164,<5,>=5,164,4,87,255.0,64.3137254902,1.56862745098,34.1176470588
4011488,"Victoria Primary School, Ballyhalbert",Primary,Primary,Controlled,2017,2 VICTORIA ROAD,BT221DQ,Newtownards,74,0,67,74,0,67,141.0,52.4822695035,0.0,47.5177304965
4011507,Portavogie Primary School,Primary,Primary,Controlled,2017,NEW HARBOUR ROAD,BT221EE,Newtownards,194,5,62,194,5,62,261.0,74.3295019157,1.91570881226,23.754789272
4011566,Ballywalter Primary School,Primary,Primary,Controlled,2017,12 STUMP ROAD,BT222NT,Newtownards,106,0,62,106,0,62,168.0,63.0952380952,0.0,36.9047619048
4011567,Ballynahinch Primary School,Primary,Primary,Controlled,2017,CROOB PARK,BT248BB,Ballynahinch,186,<5,>=5,186,4,30,220.0,84.5454545455,1.81818181818,13.6363636364
4011578,Derryboy Primary School,Primary,Primary,Controlled,2017,20 MANSE ROAD,BT309LY,Crossgar,59,<5,>=5,59,4,18,81.0,72.8395061728,4.93827160494,22.2222222222
4011584,Carr Primary School,Primary,Primary,Controlled,2017,336 COMBER ROAD,BT276TB,Lisburn,36,<5,>=5,36,4,30,70.0,51.4285714286,5.71428571429,42.8571428571
4011587,Dundonald Primary School,Primary,Primary,Controlled,2017,10 CHURCH GREEN,BT162LP,Belfast,502,55,289,502,55,289,846.0,59.3380614657,6.5011820331,34.1607565012
4011588,Comber Primary School,Primary,Primary,Controlled,2017,DARRAGH ROAD,BT235BX,Newtownards,279,7,102,279,7,102,388.0,71.9072164948,1.80412371134,26.2886597938
4011599,Castlewellan Primary School,Primary,Primary,Controlled,2017,2 CHURCH STREET,BT319EG,Castlewellan,28,11,12,28,11,12,51.0,54.9019607843,21.568627451,23.5294117647
4011606,Gilnahirk Primary School,Primary,Primary,Controlled,2017,148 GILNAHIRK ROAD,BT57QQ,Belfast,285,15,122,285,15,122,422.0,67.5355450237,3.55450236967,28.9099526066
4011608,Anahilt Primary School,Primary,Primary,Controlled,2017,248 BALLYNAHINCH ROAD,BT266BP,Hillsborough,79,<5,>=5,79,4,58,141.0,56.0283687943,2.83687943262,41.134751773
4011619,Dromara Primary School,Primary,Primary,Controlled,2017,36 HILLSBOROUGH ROAD,BT252BL,Dromara,113,19,49,113,19,49,181.0,62.4309392265,10.4972375691,27.0718232044
4011631,Holywood Primary School,Primary,Primary,Controlled,2017,HILLVIEW PLACE,BT189DL,Holywood,254,15,189,254,15,189,458.0,55.4585152838,3.27510917031,41.2663755459
4011632,Cregagh Primary School,Primary,Primary,Controlled,2017,MOUNT MERRION AVENUE,BT60FL,Belfast,77,10,91,77,10,91,178.0,43.2584269663,5.61797752809,51.1235955056
4011645,Crawfordsburn Primary School,Primary,Primary,Controlled,2017,4 COOTEHALL ROAD,BT191JA,Bangor,102,6,102,102,6,102,210.0,48.5714285714,2.85714285714,48.5714285714
4011646,"Victoria Primary School, Newtownards",Primary,Primary,Controlled,2017,EAST STREET,BT237DD,Newtownards,352,8,200,352,8,200,560.0,62.8571428571,1.42857142857,35.7142857143
4011650,Ballyholme Primary School,Primary,Primary,Controlled,2017,GLENBURN PARK,BT205RG,Bangor,297,36,295,297,36,295,628.0,47.2929936306,5.73248407643,46.974522293
4011654,Donaghadee Primary School,Primary,Primary,Controlled,2017,NORTHFIELD ROAD,BT210BD,Donaghadee,222,8,229,222,8,229,459.0,48.3660130719,1.74291938998,49.8910675381
4011657,Lisnasharragh Primary School,Primary,Primary,Controlled,2017,TUDOR DRIVE,BT69LS,Belfast,225,11,98,225,11,98,334.0,67.3652694611,3.29341317365,29.3413173653
4011670,Clandeboye Primary School,Primary,Primary,Controlled,2017,CLANDEBOYE ROAD,BT203JW,Bangor,167,19,145,167,19,145,331.0,50.4531722054,5.74018126888,43.8066465257
4011674,Knockbreda Primary School,Primary,Primary,Controlled,2017,WYNCHURCH ROAD,BT60JJ,Belfast,101,7,87,101,7,87,195.0,51.7948717949,3.58974358974,44.6153846154
