date,Denver Broncos,Indianapolis Colts
2015-01-12 00:05:31.467,24.9741,1858.863
2015-01-12 00:05:47.406,268.5141,9640.307
2015-01-12 00:06:03.436,68.16006,3066.604
2015-01-12 00:06:19.779,12.51911,7426.034
2015-01-12 00:06:40.911,164.6811,1946.389
2015-01-12 00:07:17.319,952.4528,13688.93
2015-01-12 00:07:32.992,244.0148,4260.382
2015-01-12 00:07:54.819,27.48873,17618.33
2015-01-12 00:08:10.602,2734.795,42286.85
2015-01-12 00:08:26.795,875.0425,13110
2015-01-12 00:08:43.359,1139.049,59212.09
2015-01-12 00:08:59.126,2196.368,10024.65
2015-01-12 00:09:14.895,3663.238,67723.2
2015-01-12 00:09:30.696,306.4001,4139.079
2015-01-12 00:09:46.420,2605.693,7925.256
2015-01-12 00:10:02.380,2283.787,11759.8
2015-01-12 00:10:18.028,35.2376,870.549
2015-01-12 00:10:33.785,4549.399,29521.57
2015-01-12 00:10:49.608,2759.513,7165.278
2015-01-12 00:11:05.413,75.92766,1594.481
2015-01-12 00:11:21.448,628.6365,14057.43
2015-01-12 00:11:37.214,47.34049,907.4228
2015-01-12 00:11:53.173,18.83564,5822.205
2015-01-12 00:12:08.778,33.91389,3470.676
2015-01-12 00:12:25.263,732.4876,6470.647
2015-01-12 00:12:41.006,2597.601,9382.342
2015-01-12 00:12:56.830,788.754,12010.05
2015-01-12 00:13:12.674,590.6211,1299.624
2015-01-12 00:13:28.768,3765.527,3659.873
2015-01-12 00:13:44.475,7108.725,19234.7
2015-01-12 00:14:00.254,4801.411,20553.01
2015-01-12 00:14:15.987,105.7528,3658.596
2015-01-12 00:14:31.790,2047.444,3390.384
2015-01-12 00:14:48.374,5964.656,2979.506
2015-01-12 00:15:04.264,2407.961,1769.647
2015-01-12 00:15:20.651,35.26003,4206.562
2015-01-12 00:15:36.502,2.687475,6282.521
2015-01-12 00:15:52.397,246.9055,1956.861
2015-01-12 00:16:08.211,134.7304,1576.167
2015-01-12 00:16:24.326,18.61683,9436.722
2015-01-12 00:16:40.000,212.6826,4550.894
2015-01-12 00:16:55.851,1393.465,3949.918
2015-01-12 00:17:11.642,0,29950.34
2015-01-12 00:17:29.211,18.20234,7470.676
2015-01-12 00:17:45.328,741.1572,24916.55
2015-01-12 00:18:01.035,13093.39,37138.04
2015-01-12 00:18:16.838,76.54458,6207.629
2015-01-12 00:18:32.667,489.6901,52575.64
2015-01-12 00:18:48.400,649.2118,201480.4
2015-01-12 00:19:04.202,1609.168,38074.86
2015-01-12 00:19:20.954,579.8386,64019.13
2015-01-12 00:19:36.810,138.917,7369.638
2015-01-12 00:19:52.672,89.23011,33680.3
2015-01-12 00:20:08.461,67.68114,19176.68
2015-01-12 00:20:24.268,140.5166,49161.71
2015-01-12 00:20:40.036,238.0224,35764.17
2015-01-12 00:20:56.272,73.90878,3886.382
2015-01-12 00:21:12.243,159.8879,24886.62
2015-01-12 00:21:28.009,33.29871,8169.295
2015-01-12 00:21:43.804,105.5681,48132.57
2015-01-12 00:21:59.652,324.1187,88346.63
2015-01-12 00:22:15.390,0,14428.52
2015-01-12 00:22:33.288,93.12933,44183.67
2015-01-12 00:22:49.032,191.0821,19173.41
2015-01-12 00:23:04.864,152.8031,24006.08
2015-01-12 00:23:21.063,29.2988,13151.61
2015-01-12 00:23:36.855,0,10002.81
2015-01-12 00:23:53.163,11.03707,52674.61
2015-01-12 00:24:08.826,204.9057,67375.57
2015-01-12 00:24:24.640,50.68879,31044.23
2015-01-12 00:24:40.410,9.511712,34906.76
2015-01-12 00:24:56.244,107.1252,22086.01
2015-01-12 00:25:12.051,85.63294,10706.17
2015-01-12 00:25:28.038,317.3178,45382.9
2015-01-12 00:25:44.847,2327.335,44178.99
2015-01-12 00:26:01.236,0,3114.066
2015-01-12 00:26:17.064,128.8826,5368.644
2015-01-12 00:26:33.294,18.48436,10483.29
2015-01-12 00:26:49.030,37.44181,21225.16
2015-01-12 00:27:05.308,2492.7,27627.22
2015-01-12 00:28:09.544,233.7395,53775.23
2015-01-12 00:28:25.236,7.64694,17494.82
2015-01-12 00:28:41.140,1509.473,63871.15
2015-01-12 00:28:56.848,144.3808,21220.28
2015-01-12 00:29:13.152,31.79599,6433.02
2015-01-12 00:29:28.839,327.318,29705.08
2015-01-12 00:29:44.596,114.2787,12052.35
2015-01-12 00:30:00.449,637.3175,67548.01
2015-01-12 00:30:16.586,1885.547,104511.2
2015-01-12 00:30:32.554,120.9165,46403.49
2015-01-12 00:30:49.176,285.5987,44170.6
2015-01-12 00:31:04.820,237.9954,8695.634
2015-01-12 00:31:21.208,1058.725,12628.22
2015-01-12 00:31:37.020,0,2674.231
2015-01-12 00:31:52.927,149.8949,2531.73
2015-01-12 00:32:09.612,0,32345.65
2015-01-12 00:32:25.418,20.76464,1454.853
2015-01-12 00:32:41.304,68.66225,11002.92
2015-01-12 00:32:57.024,57.2521,12083.36
2015-01-12 00:33:13.241,30.67292,961.8123
2015-01-12 00:33:29.106,7.563461,5898.592
2015-01-12 00:33:44.823,129.4551,46284.56
2015-01-12 00:34:00.636,3023.904,51376.12
2015-01-12 00:34:16.479,12.61141,14764.14
2015-01-12 00:34:32.424,67.01594,4479.984
2015-01-12 00:34:48.516,29.19488,52290.27
2015-01-12 00:35:04.216,15.21013,74857.74
2015-01-12 00:35:20.992,13.9485,60802.98
2015-01-12 00:35:36.831,101.8264,59975.85
2015-01-12 00:35:52.600,11.98517,44648.13
2015-01-12 00:36:08.619,0,16730.08
2015-01-12 00:36:24.409,58.29143,32114.85
2015-01-12 00:36:40.286,513.2442,96870.63
2015-01-12 00:36:56.005,178.5328,38027.99
2015-01-12 00:37:11.980,7.511637,33161.29
2015-01-12 00:37:27.619,39.36233,1899.213
2015-01-12 00:37:43.699,164.6617,1411.807
2015-01-12 00:37:59.638,1.0917,145.3467
2015-01-12 00:38:16.319,65.10471,0
2015-01-12 00:38:32.207,165.4048,44690.23
2015-01-12 00:38:47.981,212.7086,6857.875
2015-01-12 00:39:03.595,251.0757,1773.977
2015-01-12 00:39:20.189,134.6551,1237.28
2015-01-12 00:39:36.041,185.9543,213.0167
2015-01-12 00:39:51.817,0,0
2015-01-12 00:40:07.814,15.00225,0
2015-01-12 00:40:24.013,252.6188,0
2015-01-12 00:40:39.880,0,71232.81
2015-01-12 00:40:55.624,83.80012,23627.14
2015-01-12 00:41:11.464,128.4101,1710.62
2015-01-12 00:41:27.233,15.22013,954.1499
2015-01-12 00:41:43.021,46.59253,2956.308
2015-01-12 00:41:58.848,74.83091,126.1208
2015-01-12 00:42:15.038,344.7398,1191.987
2015-01-12 00:42:30.785,45.87658,2499.169
2015-01-12 00:42:46.608,0,0
2015-01-12 00:43:02.503,60.39878,0
2015-01-12 00:43:18.606,0,1242.768
2015-01-12 00:43:34.519,41.92756,444.8393
2015-01-12 00:43:50.199,0,0
2015-01-12 00:44:06.327,111.5666,0
2015-01-12 00:44:23.043,0.8614863,0
2015-01-12 00:44:38.791,30.17482,0
2015-01-12 00:44:54.604,104.8724,15520.88
2015-01-12 00:45:10.589,41.74068,5672.453
2015-01-12 00:45:26.736,67.10665,743.1522
2015-01-12 00:45:42.484,189.284,762.0127
2015-01-12 00:45:58.183,0,0
2015-01-12 00:46:13.800,0,4517.223
2015-01-12 00:46:29.632,79.84995,0
2015-01-12 00:46:45.433,74.01243,0
2015-01-12 00:47:01.251,140.6114,0
2015-01-12 00:47:17.739,17.06626,0
2015-01-12 00:47:33.400,41.91381,0
2015-01-12 00:47:49.231,24.97598,0
2015-01-12 00:48:06.724,8.02594,0
2015-01-12 00:48:23.043,14.70689,0
2015-01-12 00:48:38.787,0,0
2015-01-12 00:48:54.591,0,0
2015-01-12 00:49:10.658,0,0
2015-01-12 00:49:26.701,0,0
