date,Aston Villa,The Draw,West Brom
2014-12-13 16:48:32.649,1.942742,0.6669113,1705.205
2014-12-13 16:48:53.404,0,0,257.2876
2014-12-13 16:49:14.225,0,3.285097,3086.205
2014-12-13 16:49:35.008,0.5773985,37.55977,3191.714
2014-12-13 16:49:55.751,0,77.49147,637.9524
2014-12-13 16:50:16.623,0.25871,812.0906,2266.587
2014-12-13 16:50:37.412,0,0,17357.73
2014-12-13 16:51:08.771,1.033184,74.25535,13001.61
2014-12-13 16:51:30.033,0,0,296.8685
2014-12-13 16:51:52.630,0,5.310533,605.7193
2014-12-13 16:52:13.750,0,0,791.1344
2014-12-13 16:52:34.485,0,0,202.5555
2014-12-13 16:52:55.205,0,0,0
2014-12-13 16:53:16.461,0,0,0
2014-12-13 16:53:37.978,0,0,0
2014-12-13 16:53:58.693,0,0,0
