date,Aston Villa,The Draw,West Brom
2014-12-13 16:29:19.070,7.184063,50.76142,39.37008
2014-12-13 16:29:39.719,5.530137,10.20408,84.74576
2014-12-13 16:30:00.595,1.476439,10.20408,88.51715
2014-12-13 16:30:21.181,1.538462,9.090909,88.84575
2014-12-13 16:30:45.645,0.9703163,8.867477,89.7323
2014-12-13 16:31:17.257,0.9975028,8.353322,90.30683
2014-12-13 16:31:38.358,0.774704,8.221189,90.43137
2014-12-13 16:32:00.709,0.8296772,8.970157,90.11051
2014-12-13 16:32:21.417,0.7804547,8.789886,90.36199
2014-12-13 16:32:42.233,1.031353,9.196676,89.90728
2014-12-13 16:33:02.984,0.9964623,9.363685,89.7228
2014-12-13 16:33:23.763,1.039473,9.549875,89.03738
2014-12-13 16:33:44.333,1.134371,10.18747,89.09866
2014-12-13 16:34:04.979,0.9895691,10.05245,88.72043
2014-12-13 16:34:25.689,1.080867,9.996853,88.55673
2014-12-13 16:34:46.457,1.002422,10.12618,88.99972
2014-12-13 16:35:07.566,1.112122,9.278843,89.14089
2014-12-13 16:35:28.132,1.281365,9.707068,88.67494
2014-12-13 16:35:48.803,1.121988,10.2754,88.50009
2014-12-13 16:36:09.368,1.033859,9.23131,88.86112
2014-12-13 16:36:29.910,1.015188,9.278262,89.28571
2014-12-13 16:36:50.541,1.015346,9.52381,88.64365
2014-12-13 16:37:11.772,1,10.56101,88.3156
2014-12-13 16:37:33.681,0.8678073,10.15684,89.12588
2014-12-13 16:37:54.449,1.119331,9.909436,89.4124
2014-12-13 16:38:15.413,1.029918,9.353141,89.40007
2014-12-13 16:38:36.349,1.176471,9.658134,89.77091
2014-12-13 16:38:57.148,0.877302,8.689901,90.08792
2014-12-13 16:39:17.747,0.841247,9.090909,90.69378
2014-12-13 16:39:38.352,0.7142857,9.090909,90.09009
2014-12-13 16:39:58.932,0.6535533,9.681961,90.02105
2014-12-13 16:40:19.549,0.625,9.111299,89.80108
2014-12-13 16:40:40.424,0.752924,8.394084,90.89286
