date,Gael Monfils,Roger Federer
2014-11-21 16:52:07.675,60.07656,40.00667
2014-11-21 16:52:23.364,61.13607,38.76696
2014-11-21 16:52:39.033,66.22517,33.78378
2014-11-21 16:52:54.786,62.9703,33.78378
2014-11-21 16:53:10.757,64.41714,33.33333
2014-11-21 16:53:26.333,68.16415,31.74603
2014-11-21 16:53:42.033,69.87186,30.30402
2014-11-21 16:53:58.101,67.04653,30.21324
2014-11-21 16:54:13.919,65.7171,33.66605
2014-11-21 16:54:30.331,66.31769,33.76704
2014-11-21 16:54:45.955,62.20607,34.02598
2014-11-21 16:55:01.607,60.43511,39.26335
2014-11-21 16:55:17.585,63.72713,37.88138
2014-11-21 16:55:33.503,66.60644,33.9449
2014-11-21 16:55:49.840,67.05689,33.1726
2014-11-21 16:56:05.682,74.07407,33.1726
2014-11-21 16:56:21.426,75.97503,24.101
2014-11-21 16:56:37.368,75.63704,24.51606
2014-11-21 16:56:53.273,75.51912,24.93494
2014-11-21 16:57:09.101,75.56808,24.92103
2014-11-21 16:57:24.880,75.49001,24.69824
2014-11-21 16:57:40.722,75.66491,24.89902
2014-11-21 16:57:56.431,75.30441,24.50714
2014-11-21 16:58:12.822,76.84421,23.25581
2014-11-21 16:58:28.793,75.78708,25.31646
2014-11-21 16:58:44.560,74.39424,25.31646
2014-11-21 16:59:00.185,74.58137,25.83468
2014-11-21 16:59:16.157,76.02907,24.65502
2014-11-21 16:59:33.173,75.91558,24.38717
2014-11-21 16:59:49.404,77.32831,24.33301
2014-11-21 17:00:05.202,77.92261,22.72727
2014-11-21 17:00:21.043,77.91045,22.72727
2014-11-21 17:00:36.780,79.26455,-2.804071
2014-11-21 17:00:52.848,78.67376,21.68144
2014-11-21 17:01:08.961,77.68019,22.69608
2014-11-21 17:01:24.667,76.97399,22.7339
2014-11-21 17:01:40.341,76.66316,23.55308
2014-11-21 17:01:55.999,76.76922,23.78853
2014-11-21 17:02:12.129,76.34375,23.80952
2014-11-21 17:02:27.881,76.31817,23.80952
2014-11-21 17:02:44.443,75.95492,24.20321
2014-11-21 17:03:00.397,76.03558,24.36287
2014-11-21 17:03:16.254,76.31414,23.81103
2014-11-21 17:03:31.998,76.33588,23.80952
2014-11-21 17:03:47.977,76.34909,23.25614
2014-11-21 17:04:03.822,76.34035,23.80952
2014-11-21 17:04:21.403,75.77431,23.80952
2014-11-21 17:04:37.231,76.38203,24.11308
2014-11-21 17:04:53.417,77.09316,22.87921
2014-11-21 17:05:09.176,77.74191,22.30395
2014-11-21 17:05:25.255,78.38411,22.01873
2014-11-21 17:05:41.191,79.12006,21.2766
2014-11-21 17:05:56.992,78.86136,21.2766
2014-11-21 17:06:17.911,78.71281,21.42139
2014-11-21 17:06:35.079,78.22359,21.73913
2014-11-21 17:06:51.549,79.27284,21.55514
2014-11-21 17:07:07.258,79.36508,20.83333
2014-11-21 17:07:23.574,79.20337,20.74403
2014-11-21 17:07:39.408,78.63711,21.28146
2014-11-21 17:07:55.184,78.41583,21.28146
2014-11-21 17:08:10.975,78.49164,22.22222
2014-11-21 17:08:26.787,78.34039,21.82652
2014-11-21 17:08:42.597,78.7821,21.17881
2014-11-21 17:08:58.470,78.73029,21.17881
2014-11-21 17:09:14.559,78.37172,22.14014
2014-11-21 17:09:30.151,78.16149,21.90955
2014-11-21 17:09:46.055,78.15745,22.06165
2014-11-21 17:10:01.954,78.17656,21.94935
2014-11-21 17:10:17.597,78.52934,21.80143
2014-11-21 17:10:33.343,78.48706,21.82004
2014-11-21 17:10:48.982,78.64818,21.76589
2014-11-21 17:11:04.737,78.7717,21.28886
