date,Sunderland,The Draw,Tottenham
2015-01-17 16:30:27.964,9.266002,50.25126,40.98361
2015-01-17 16:30:43.683,9.274135,50.41557,40.82069
2015-01-17 16:31:05.234,9.28837,50.77399,40.44902
2015-01-17 16:31:21.592,9.52381,51.16196,39.65454
2015-01-17 16:31:42.604,9.697354,50.95565,39.71052
2015-01-17 16:31:58.574,9.218295,51.35031,39.50991
2015-01-17 16:32:14.591,9.466673,52.08333,38.37692
2015-01-17 16:32:30.531,9.54625,52.60223,38.02742
2015-01-17 16:32:48.540,9.387825,52.93831,37.51769
2015-01-17 16:33:04.947,9.285272,53.96965,37.25411
2015-01-17 16:33:21.880,9.621589,53.86808,36.75047
2015-01-17 16:33:38.249,9.52381,54.03834,36.57064
2015-01-17 16:33:54.352,9.261731,54.04825,36.53697
2015-01-17 16:34:10.144,9.523762,53.94946,36.20815
2015-01-17 16:34:26.573,9.73127,54.524,36.23732
2015-01-17 16:34:46.420,9.50432,55.3826,35.27688
2015-01-17 16:35:02.489,9.121892,55.42012,35.23336
2015-01-17 16:35:18.409,8.863929,55.68453,34.83586
2015-01-17 16:35:34.873,9.050677,56.17978,34.4153
2015-01-17 16:35:50.776,9.096266,56.0667,34.41119
2015-01-17 16:36:07.156,8.486295,57.70731,34.16805
2015-01-17 16:36:22.957,8.569229,57.8321,33.6107
2015-01-17 16:36:38.764,8.778834,58.36558,33.28068
2015-01-17 16:36:54.533,8.654414,59.37993,32.55269
2015-01-17 16:37:11.173,9.063937,59.32274,32.04785
2015-01-17 16:37:27.104,8.2447,60.24096,31.65199
2015-01-17 16:37:43.813,8.3879,61.1091,30.98973
2015-01-17 16:37:59.560,7.819265,61.58452,30.78672
2015-01-17 16:38:16.961,8.331841,61.52,30.67026
2015-01-17 16:38:33.017,8.051639,62.14881,29.75317
2015-01-17 16:38:49.106,8.062143,62.87022,29.27456
2015-01-17 16:39:05.293,8.151606,62.70072,28.88431
2015-01-17 16:39:21.212,8.194525,64.26188,29.01709
2015-01-17 16:39:37.793,7.748557,64.45568,28.52782
2015-01-17 16:39:55.806,7.169028,64.99243,27.49513
2015-01-17 16:40:13.504,6.85738,65.75874,27.0604
2015-01-17 16:40:29.530,6.463302,66.6654,27.01634
2015-01-17 16:40:45.512,6.533477,67.00542,27.37746
2015-01-17 16:41:01.682,6.350179,68.00321,25.55126
2015-01-17 16:41:23.777,6.129934,67.90506,25.02648
2015-01-17 16:41:40.384,5.851929,68.63086,25.56374
2015-01-17 16:41:56.642,6.48762,69.33221,25.02875
2015-01-17 16:42:17.678,6.416345,69.95557,23.86253
2015-01-17 16:42:34.073,5.942329,70.35988,23.00382
2015-01-17 16:42:50.406,5.665017,70.40325,23.34606
2015-01-17 16:43:06.509,5.790375,71.02439,23.23796
2015-01-17 16:43:22.459,5.598181,72.29439,21.45957
2015-01-17 16:43:38.299,5.619708,73.05809,21.59657
2015-01-17 16:43:54.737,5.681778,74.53276,20.40098
2015-01-17 16:44:10.566,5.386045,75.03809,19.41205
2015-01-17 16:44:27.197,5.298668,75.75758,19.26372
2015-01-17 16:44:43.253,5.189694,76.43038,19.0396
2015-01-17 16:45:01.250,5.06375,76.92308,18.61977
2015-01-17 16:45:17.919,5.013557,78.1323,17.74655
2015-01-17 16:45:33.856,5.013557,76.30313,20.80077
2015-01-17 16:45:49.899,0.2083333,76.30313,20.80077
2015-01-17 16:46:05.669,0.2083333,7.823446,92.36555
2015-01-17 16:46:21.580,0.4166667,6.528998,92.97347
2015-01-17 16:46:37.805,0.1234568,6.201056,93.63915
2015-01-17 16:46:54.054,0.1234568,6.201056,93.63915
2015-01-17 16:47:10.024,0.1762021,6.297226,93.48455
2015-01-17 16:47:25.753,0.1205403,5.855436,93.90826
2015-01-17 16:47:41.941,0.1142906,6.341732,93.90065
2015-01-17 16:48:03.015,0.1739334,6.251418,93.81245
2015-01-17 16:48:19.494,0.1,5.814993,93.67069
2015-01-17 16:48:35.341,0.1,5.686299,93.90514
2015-01-17 16:48:51.569,0.1,6.444206,93.32631
2015-01-17 16:49:08.199,0.1,5.711123,94.14885
2015-01-17 16:49:24.413,0.1,5.654882,94.2775
2015-01-17 16:49:54.583,0.1,5,95.18642
2015-01-17 16:50:17.562,0.1,5.499766,94.60833
2015-01-17 16:50:33.796,0.1,5.088274,94.23757
2015-01-17 16:50:49.871,0.1,4.591002,95.1108
2015-01-17 16:51:05.774,0.1,4.591002,96.63339
2015-01-17 16:51:23.450,0.1,4.591002,99.0099
2015-01-17 16:51:39.330,0.1,0.1,99.00018
2015-01-17 16:51:55.217,0.1,0.1,98.98902
2015-01-17 16:52:11.007,0.1,1,99.0099
2015-01-17 16:52:28.839,0.1,1,99.0099
2015-01-17 16:52:45.472,0.1,1,99.0099
2015-01-17 16:53:11.800,0.1,1,99.0099
2015-01-17 16:53:28.584,0.1,1,99.0099
2015-01-17 16:53:45.193,0.1,1,99.0099
2015-01-17 16:54:01.032,0.1,1,99.0099
