date,Sunderland,The Draw,Tottenham
2015-01-17 16:24:35.361,346.9113,1909.592,8828.522
2015-01-17 16:24:51.170,381.3557,636.5923,4388.627
2015-01-17 16:25:07.299,1588.394,3058.267,3851.535
2015-01-17 16:25:23.178,1884.357,2437.206,2440.342
2015-01-17 16:25:39.790,752.8856,673.0642,8312.045
2015-01-17 16:25:55.815,1105.863,1147.797,8483.498
2015-01-17 16:26:12.767,1915.344,1633.846,13104.25
2015-01-17 16:26:28.727,586.0024,92.66718,6100.922
2015-01-17 16:26:44.548,293.6872,324.4061,1500.406
2015-01-17 16:27:00.387,1614.126,4507.59,12662.35
2015-01-17 16:27:16.177,445.0062,2477.876,6558.208
2015-01-17 16:27:31.935,2701.627,9222.65,11531.48
2015-01-17 16:27:47.690,1204.298,667.4592,2825.325
2015-01-17 16:28:03.831,1978.011,8724.219,8623.594
2015-01-17 16:28:19.730,917.3304,5972.214,723.1614
2015-01-17 16:28:35.531,1780.05,1821.022,4069.2
2015-01-17 16:28:51.282,173.3941,13970.76,4199.855
2015-01-17 16:29:07.107,224.263,399.6165,1257.2
2015-01-17 16:29:39.841,545.9084,2057.16,3120.071
2015-01-17 16:29:55.912,1105.325,3978.46,2672.082
2015-01-17 16:30:11.994,349.4687,4434.861,1451.039
2015-01-17 16:30:27.964,413.0218,888.1115,957.393
2015-01-17 16:30:43.683,614.7224,2913.719,9768.571
2015-01-17 16:31:05.234,421.4451,582.7792,8944.531
2015-01-17 16:31:21.592,2848.817,648.4555,4387.409
2015-01-17 16:31:42.604,492.8943,455.7152,3253.171
2015-01-17 16:31:58.574,112.3342,968.4788,5776.872
2015-01-17 16:32:14.591,289.6518,559.3742,1641.673
2015-01-17 16:32:30.531,658.032,4087.123,7010.062
2015-01-17 16:32:48.540,1226.99,1807.286,4003.201
2015-01-17 16:33:04.947,109.7467,6827.775,1964.031
2015-01-17 16:33:21.880,159.5617,3523.184,16644.52
2015-01-17 16:33:38.249,816.3046,59890.22,1395.525
2015-01-17 16:33:54.352,64.64627,56434.22,666.4341
2015-01-17 16:34:10.144,363.8594,47505.83,1952.197
2015-01-17 16:34:26.573,2480.027,4505.172,5864.631
2015-01-17 16:34:46.420,1280.549,1009.13,3288.711
2015-01-17 16:35:02.489,1290.182,4276.597,2790.166
2015-01-17 16:35:18.409,874.4383,2222.992,3387.139
2015-01-17 16:35:34.873,99.12788,1734.847,2830.757
2015-01-17 16:35:50.776,308.6503,2289.92,2764.497
2015-01-17 16:36:07.156,101.6131,718.7644,3727.084
2015-01-17 16:36:22.957,541.0481,1161.987,6623.387
2015-01-17 16:36:38.764,1071.174,1202.167,4817.891
2015-01-17 16:36:54.533,1975.897,2641.746,4438.233
2015-01-17 16:37:11.173,3712.723,1882.359,1030.763
2015-01-17 16:37:27.104,1320.224,2944.28,840.8785
2015-01-17 16:37:43.813,578.1937,3389.805,2553.18
2015-01-17 16:37:59.560,938.1968,1781.332,3724.478
2015-01-17 16:38:16.961,208.5413,2366.709,1299.625
2015-01-17 16:38:33.017,216.525,5682.866,1487.498
2015-01-17 16:38:49.106,961.4521,10920.11,2070.697
2015-01-17 16:39:05.293,383.4474,991.0696,2084.071
2015-01-17 16:39:21.212,190.1541,2361.076,2451.348
2015-01-17 16:39:37.793,747.57,2630.318,1891.179
2015-01-17 16:39:55.806,557.0782,812.4667,2871.164
2015-01-17 16:40:13.504,2273.88,596.1342,2750.747
2015-01-17 16:40:29.530,1458.463,11843.1,14294.74
2015-01-17 16:40:45.512,997.8221,2300.371,46099.65
2015-01-17 16:41:01.682,742.1758,988.4917,8224.344
2015-01-17 16:41:23.777,343.1268,2579.968,20146.18
2015-01-17 16:41:40.384,972.4983,10029.55,13715.38
2015-01-17 16:41:56.642,2697.094,3457.892,22053.97
2015-01-17 16:42:17.678,1038.52,2665.239,1530.825
2015-01-17 16:42:34.073,1043.606,3995.323,6753.667
2015-01-17 16:42:50.406,489.1299,6392.963,402.251
2015-01-17 16:43:06.509,235.6724,7363.971,3040.826
2015-01-17 16:43:22.459,404.8467,626.192,3585.162
2015-01-17 16:43:38.299,326.1009,3796.619,1443.723
2015-01-17 16:43:54.737,678.4202,1305.157,1523.9
2015-01-17 16:44:10.566,458.0029,4190.558,1183.386
2015-01-17 16:44:27.197,478.372,9765.513,1934.342
2015-01-17 16:44:43.253,484.1583,4023.753,1237.526
2015-01-17 16:45:01.250,396.6252,3701.313,545.1138
2015-01-17 16:45:17.919,188.3642,1430.172,364.9939
2015-01-17 16:45:33.856,0.1882418,165.3892,60.04913
2015-01-17 16:45:49.899,2.169054,174.1975,3785.336
2015-01-17 16:46:05.669,66.16427,465.5469,117218.4
2015-01-17 16:46:21.580,69.8786,939.8351,126666.1
2015-01-17 16:46:37.805,35.94296,1219.213,86040.54
2015-01-17 16:46:54.054,0,0,0
2015-01-17 16:47:10.024,49.74295,883.2755,87907.47
2015-01-17 16:47:25.753,68.12894,3480.603,103823.4
2015-01-17 16:47:41.941,15.01119,495.1838,46158.07
2015-01-17 16:48:03.015,12.69791,321.7469,67875.62
2015-01-17 16:48:19.494,14.56449,887.0503,57922.58
2015-01-17 16:48:35.341,9.692195,658.4635,43062.91
2015-01-17 16:48:51.569,3.327724,555.1383,27911.1
2015-01-17 16:49:08.199,11.58132,1591.619,81707.62
2015-01-17 16:49:24.413,1.073168,372.5003,21275
2015-01-17 16:49:54.583,1.312555,208.7559,39045.17
2015-01-17 16:50:17.562,0.469987,106.0343,19715.64
2015-01-17 16:50:33.796,5.026646,709.7181,7152.29
2015-01-17 16:50:49.871,0.03732396,807.6905,22302.48
2015-01-17 16:51:05.774,0.3772792,47.98992,8047.667
2015-01-17 16:51:23.450,0,3.971505,224705.8
2015-01-17 16:51:39.330,0,11.56176,38450.47
2015-01-17 16:51:55.217,0,7.553664,35461.73
2015-01-17 16:52:11.007,0,7.599725,134828.7
2015-01-17 16:52:28.839,0,0,0
2015-01-17 16:52:45.472,0,0,0
2015-01-17 16:53:11.800,0,0,0
2015-01-17 16:53:28.584,0,0,0
2015-01-17 16:53:45.193,0,0,0
2015-01-17 16:54:01.032,0,0,0
