date,SerenaWilliams,HeatherWatson
2015-07-03 17:13:11.964,94.78673,4.761905
2015-07-03 17:13:24.609,95.2381,4.761905
2015-07-03 17:13:37.578,95.69378,4.761905
2015-07-03 17:13:50.612,95.69378,4
2015-07-03 17:14:03.399,95.69378,3.846154
2015-07-03 17:14:16.400,96.61836,3.921569
2015-07-03 17:14:29.189,96.61836,3.571429
2015-07-03 17:14:41.983,96.61836,3.571429
2015-07-03 17:14:54.877,96.61836,3.448276
2015-07-03 17:15:07.763,96.61836,3.508772
2015-07-03 17:15:20.354,96.61836,3.508772
2015-07-03 17:15:33.215,96.61836,3.773585
2015-07-03 17:15:45.944,96.61836,3.636364
2015-07-03 17:15:58.536,96.61836,3.636364
2015-07-03 17:16:11.098,96.61836,3.921569
2015-07-03 17:16:23.940,96.61836,3.921569
2015-07-03 17:16:36.591,95.69378,4
2015-07-03 17:16:49.572,95.69378,4
2015-07-03 17:17:02.160,96.61836,3.773585
2015-07-03 17:17:15.003,96.61836,3.773585
2015-07-03 17:17:28.075,95.69378,4.166667
2015-07-03 17:17:40.822,95.69378,4.255319
2015-07-03 17:17:53.460,95.69378,4.545455
2015-07-03 17:18:06.313,94.78673,4.878049
2015-07-03 17:18:18.942,95.69378,4.444444
2015-07-03 17:18:31.787,95.69378,4.545455
2015-07-03 17:18:44.794,95.69378,4
2015-07-03 17:18:57.791,96.61836,3.921569
2015-07-03 17:19:10.741,96.61836,3.703704
2015-07-03 17:19:23.328,96.61836,3.921569
2015-07-03 17:19:35.944,95.69378,4
2015-07-03 17:19:48.889,95.69378,4.545455
2015-07-03 17:20:01.980,96.61836,3.921569
2015-07-03 17:20:14.841,94.78673,4.651163
2015-07-03 17:20:27.817,95.69378,4.545455
2015-07-03 17:20:40.586,95.69378,4.347826
2015-07-03 17:20:53.473,95.69378,4.166667
2015-07-03 17:21:06.479,95.69378,4.255319
2015-07-03 17:21:19.410,95.69378,3.921569
2015-07-03 17:21:32.559,95.69378,3.921569
2015-07-03 17:21:45.173,96.61836,3.636364
2015-07-03 17:21:58.002,96.61836,3.703704
2015-07-03 17:22:10.799,96.61836,3.703704
2015-07-03 17:22:23.586,96.61836,3.508772
2015-07-03 17:22:36.356,96.61836,3.636364
2015-07-03 17:22:49.005,96.61836,3.636364
2015-07-03 17:23:01.985,96.61836,3.773585
2015-07-03 17:23:14.920,96.61836,3.571429
2015-07-03 17:23:27.855,96.61836,3.571429
2015-07-03 17:23:40.652,96.61836,3.571429
2015-07-03 17:23:53.392,96.61836,3.773585
2015-07-03 17:24:06.355,97.56098,2.597403
2015-07-03 17:24:19.179,97.56098,2.739726
2015-07-03 17:24:32.204,96.61836,3.174603
2015-07-03 17:24:44.983,96.61836,3.278689
2015-07-03 17:24:57.982,97.56098,2.777778
2015-07-03 17:25:10.973,97.56098,2.985075
2015-07-03 17:25:23.714,97.56098,2.597403
2015-07-03 17:25:36.377,97.56098,2.325581
2015-07-03 17:25:49.239,97.56098,1.904762
2015-07-03 17:26:01.980,97.56098,2.222222
2015-07-03 17:26:14.837,97.56098,2.083333
2015-07-03 17:26:27.811,97.56098,2.325581
2015-07-03 17:26:40.634,98.52217,1.481481
2015-07-03 17:26:53.619,98.52217,1.73913
2015-07-03 17:27:06.363,98.52217,1.6
2015-07-03 17:27:19.305,98.52217,1.538462
2015-07-03 17:27:32.113,98.52217,1.6
2015-07-03 17:27:45.151,98.52217,1.818182
2015-07-03 17:27:57.998,98.52217,1.666667
2015-07-03 17:28:10.821,98.52217,1.6
2015-07-03 17:28:23.587,98.52217,1.73913
2015-07-03 17:28:36.371,98.52217,1.73913
2015-07-03 17:28:49.270,98.52217,1.6
2015-07-03 17:29:01.980,98.52217,1.666667
2015-07-03 17:29:15.014,98.52217,1.666667
2015-07-03 17:29:28.086,98.52217,1.6
2015-07-03 17:29:40.795,98.52217,1.481481
2015-07-03 17:29:53.769,98.52217,1.481481
2015-07-03 17:30:06.775,98.52217,1.6
2015-07-03 17:30:19.825,98.52217,1.481481
2015-07-03 17:30:32.761,98.52217,1.481481
2015-07-03 17:30:45.397,98.52217,1.37931
2015-07-03 17:30:58.350,98.52217,1.481481
2015-07-03 17:31:10.993,98.52217,1.37931
2015-07-03 17:31:23.788,98.52217,1.37931
2015-07-03 17:31:36.753,98.52217,1.481481
2015-07-03 17:31:49.586,98.52217,1.6
2015-07-03 17:32:02.427,98.52217,1.818182
2015-07-03 17:32:15.467,98.52217,1.73913
2015-07-03 17:32:28.144,98.52217,1.904762
2015-07-03 17:32:40.939,98.52217,1.904762
2015-07-03 17:32:53.767,98.52217,1.73913
2015-07-03 17:33:06.357,98.52217,1.941748
2015-07-03 17:33:19.180,98.52217,1.941748
2015-07-03 17:33:32.196,98.52217,1.73913
2015-07-03 17:33:45.188,98.52217,1.73913
2015-07-03 17:33:58.036,98.52217,1.904762
2015-07-03 17:34:11.048,98.52217,1.73913
2015-07-03 17:34:24.006,98.52217,1.904762
2015-07-03 17:34:36.794,98.52217,1.73913
2015-07-03 17:34:49.872,98.52217,1.538462
2015-07-03 17:35:02.817,98.52217,1.538462
2015-07-03 17:35:15.569,98.52217,1.538462
2015-07-03 17:35:28.589,98.52217,1.538462
2015-07-03 17:35:41.354,98.52217,1.538462
2015-07-03 17:35:54.398,98.52217,1.6
2015-07-03 17:36:07.616,98.52217,1.481481
2015-07-03 17:36:20.615,98.52217,1.481481
2015-07-03 17:36:33.446,98.52217,1.481481
2015-07-03 17:36:46.231,98.52217,1.481481
2015-07-03 17:36:59.272,98.52217,1.481481
2015-07-03 17:37:11.988,98.52217,1.481481
2015-07-03 17:37:25.053,98.52217,1.481481
2015-07-03 17:37:38.045,98.52217,1.37931
2015-07-03 17:37:51.067,98.52217,1.37931
2015-07-03 17:38:03.796,98.52217,1.481481
2015-07-03 17:38:16.471,98.52217,1.428571
2015-07-03 17:38:29.370,98.52217,1.481481
2015-07-03 17:38:42.221,98.52217,1.37931
2015-07-03 17:38:55.042,98.52217,1.37931
2015-07-03 17:39:07.804,98.52217,1.290323
2015-07-03 17:39:20.819,98.52217,1.333333
2015-07-03 17:39:33.759,98.52217,1.290323
2015-07-03 17:39:46.786,98.52217,1.290323
2015-07-03 17:39:59.764,98.52217,1.290323
2015-07-03 17:40:12.575,98.52217,1.290323
2015-07-03 17:40:25.427,98.52217,1.290323
2015-07-03 17:40:38.470,98.52217,1.212121
2015-07-03 17:40:51.385,98.52217,1.212121
2015-07-03 17:41:04.143,98.52217,1.212121
2015-07-03 17:41:16.771,98.52217,1.142857
2015-07-03 17:41:29.620,98.52217,1.081081
2015-07-03 17:41:42.693,98.52217,1.212121
2015-07-03 17:41:55.376,98.52217,1.290323
2015-07-03 17:42:08.244,98.52217,1.176471
2015-07-03 17:42:20.974,98.52217,1.111111
2015-07-03 17:42:33.774,98.52217,1.081081
2015-07-03 17:42:46.823,98.52217,1.111111
2015-07-03 17:42:59.794,98.52217,1.081081
2015-07-03 17:43:12.734,98.52217,1.025641
2015-07-03 17:43:25.511,99.0099,0.952381
2015-07-03 17:43:38.501,99.0099,0.8695652
2015-07-03 17:43:51.481,99.0099,0.6896552
2015-07-03 17:44:04.214,98.52217,0.9090909
2015-07-03 17:44:17.054,98.52217,0.9090909
2015-07-03 17:44:30.054,99.0099,0.9090909
2015-07-03 17:44:43.127,99.0099,0.9090909
2015-07-03 17:44:56.025,99.0099,0.8695652
2015-07-03 17:45:08.819,99.0099,0.8695652
2015-07-03 17:45:21.839,99.0099,0.952381
2015-07-03 17:45:34.595,99.0099,0.952381
2015-07-03 17:45:47.588,98.52217,1.111111
2015-07-03 17:46:00.360,98.52217,0.952381
2015-07-03 17:46:12.969,98.52217,0.9302326
2015-07-03 17:46:25.600,99.0099,0.8695652
2015-07-03 17:46:38.557,99.0099,0.625
2015-07-03 17:46:51.158,98.52217,1
2015-07-03 17:47:03.668,98.52217,1.142857
2015-07-03 17:47:16.551,98.52217,1.025641
2015-07-03 17:47:29.208,98.52217,1
2015-07-03 17:47:42.164,98.52217,0.9756098
2015-07-03 17:47:54.945,98.52217,1.428571
2015-07-03 17:48:07.746,98.52217,1.333333
2015-07-03 17:48:20.444,98.52217,1.212121
2015-07-03 17:48:33.382,98.52217,1.212121
2015-07-03 17:48:46.256,98.52217,1.142857
2015-07-03 17:48:58.996,99.0099,0.9756098
2015-07-03 17:49:11.769,99.0099,0.8695652
2015-07-03 17:49:24.614,99.0099,0.8695652
2015-07-03 17:49:38.024,99.0099,0.8695652
2015-07-03 17:49:50.787,99.0099,0.7407407
2015-07-03 17:50:03.708,99.0099,0.8
2015-07-03 17:50:16.522,99.0099,0.8
2015-07-03 17:50:29.200,99.0099,0.8
2015-07-03 17:50:41.970,99.0099,1.025641
2015-07-03 17:50:54.800,99.0099,1.025641
2015-07-03 17:51:07.792,99.0099,0.9756098
2015-07-03 17:51:20.546,99.0099,0.9090909
2015-07-03 17:51:33.385,99.0099,0.952381
2015-07-03 17:51:46.359,99.0099,1.025641
2015-07-03 17:51:59.089,98.52217,1.111111
2015-07-03 17:52:12.052,98.52217,1.333333
2015-07-03 17:52:24.967,98.52217,1.428571
2015-07-03 17:52:37.554,98.52217,1.333333
2015-07-03 17:52:50.303,98.52217,1.6
2015-07-03 17:53:03.089,98.52217,1.6
2015-07-03 17:53:15.823,98.52217,2.105263
2015-07-03 17:53:28.843,97.56098,1.851852
2015-07-03 17:53:41.643,97.56098,2.083333
2015-07-03 17:53:54.374,97.56098,1.538462
2015-07-03 17:54:07.203,97.56098,2.325581
2015-07-03 17:54:20.000,98.52217,1.6
2015-07-03 17:54:32.783,98.52217,1.818182
2015-07-03 17:54:45.560,98.52217,2.247191
2015-07-03 17:54:58.403,98.52217,2.380952
2015-07-03 17:55:11.490,98.52217,1.481481
2015-07-03 17:55:24.265,98.52217,1.481481
2015-07-03 17:55:37.257,98.52217,1.37931
2015-07-03 17:55:50.232,98.52217,1.538462
2015-07-03 17:56:03.053,97.56098,2.040816
2015-07-03 17:56:16.005,97.56098,2.173913
2015-07-03 17:56:28.969,98.52217,1.73913
2015-07-03 17:56:41.956,98.52217,1.73913
2015-07-03 17:56:54.813,97.56098,2.12766
2015-07-03 17:57:07.789,97.56098,2.222222
2015-07-03 17:57:20.635,96.61836,3.389831
2015-07-03 17:57:33.564,96.61836,3.508772
2015-07-03 17:57:46.196,95.69378,4
2015-07-03 17:57:59.242,95.69378,4.444444
2015-07-03 17:58:12.210,95.2381,4.878049
2015-07-03 17:58:24.954,94.78673,5.405405
2015-07-03 17:58:37.804,93.89671,5.479452
2015-07-03 17:58:50.556,93.89671,5.797101
2015-07-03 17:59:03.391,94.78673,5.333333
2015-07-03 17:59:16.208,95.69378,4.761905
2015-07-03 17:59:29.043,95.69378,4.166667
2015-07-03 17:59:41.841,96.61836,3.571429
2015-07-03 17:59:54.823,96.61836,3.030303
2015-07-03 18:00:07.505,97.56098,3.389831
2015-07-03 18:00:20.373,97.56098,2.702703
2015-07-03 18:00:33.207,97.56098,3.030303
2015-07-03 18:00:46.161,96.61836,3.174603
2015-07-03 18:00:59.014,96.61836,3.278689
2015-07-03 18:01:12.193,96.61836,3.703704
2015-07-03 18:01:24.981,97.56098,3.125
2015-07-03 18:01:38.035,97.56098,2.702703
2015-07-03 18:01:51.047,97.56098,2.777778
2015-07-03 18:02:03.997,96.61836,3.508772
2015-07-03 18:02:16.756,97.08738,4.545455
2015-07-03 18:02:29.606,97.56098,3.174603
2015-07-03 18:02:42.628,98.52217,2.247191
2015-07-03 18:02:55.449,98.52217,2.12766
2015-07-03 18:03:08.372,98.52217,2.247191
2015-07-03 18:03:21.301,98.52217,1.73913
2015-07-03 18:03:33.976,98.52217,1.818182
2015-07-03 18:03:46.845,98.52217,1.73913
2015-07-03 18:03:59.585,97.56098,1.904762
2015-07-03 18:04:12.599,97.56098,2.325581
2015-07-03 18:04:25.343,97.56098,2.564103
2015-07-03 18:04:37.973,97.56098,2.631579
2015-07-03 18:04:50.803,96.61836,3.921569
2015-07-03 18:05:03.573,96.61836,3.508772
2015-07-03 18:05:16.506,97.56098,2.5
2015-07-03 18:05:29.455,97.56098,2.380952
2015-07-03 18:05:42.202,98.52217,1.904762
2015-07-03 18:05:55.077,98.03922,2.083333
2015-07-03 18:06:07.811,96.61836,2.380952
2015-07-03 18:06:20.600,96.61836,2.564103
2015-07-03 18:06:33.609,97.56098,2.380952
2015-07-03 18:06:46.681,97.56098,2.380952
2015-07-03 18:06:59.425,97.56098,2.380952
2015-07-03 18:07:12.455,98.52217,2.197802
2015-07-03 18:07:25.505,98.52217,2.150538
2015-07-03 18:07:37.975,98.52217,2.150538
2015-07-03 18:07:50.725,98.52217,2.150538
2015-07-03 18:08:03.520,98.52217,2.197802
2015-07-03 18:08:16.400,98.52217,2.197802
2015-07-03 18:08:29.393,98.52217,2.197802
2015-07-03 18:08:42.402,98.52217,2.197802
2015-07-03 18:08:55.194,98.52217,2.197802
2015-07-03 18:09:08.233,98.52217,1.666667
2015-07-03 18:09:21.202,98.52217,1.73913
2015-07-03 18:09:34.221,98.52217,2.197802
2015-07-03 18:09:47.186,98.52217,2.197802
2015-07-03 18:10:00.185,98.52217,2.197802
2015-07-03 18:10:14.011,97.56098,2.197802
2015-07-03 18:10:26.730,97.56098,2.380952
2015-07-03 18:10:39.327,98.52217,2.083333
2015-07-03 18:10:52.245,98.52217,1.904762
2015-07-03 18:11:05.057,98.52217,1.904762
2015-07-03 18:11:17.925,98.52217,2.061856
2015-07-03 18:11:30.629,98.52217,2.061856
2015-07-03 18:11:43.606,97.56098,2.222222
2015-07-03 18:11:56.610,97.56098,2.222222
2015-07-03 18:12:09.639,97.56098,2.173913
2015-07-03 18:12:22.692,98.52217,1.904762
2015-07-03 18:12:35.428,98.52217,1.904762
2015-07-03 18:12:48.403,98.52217,2.061856
2015-07-03 18:13:01.364,97.56098,2.173913
2015-07-03 18:13:14.200,97.56098,2.222222
2015-07-03 18:13:27.178,96.61836,3.174603
2015-07-03 18:13:40.156,96.61836,3.773585
2015-07-03 18:13:52.709,96.61836,3.508772
2015-07-03 18:14:05.333,96.61836,3.636364
2015-07-03 18:14:18.359,97.56098,2.380952
2015-07-03 18:14:30.999,97.56098,2.941176
2015-07-03 18:14:43.997,97.56098,2.941176
2015-07-03 18:14:57.028,96.61836,2.941176
2015-07-03 18:15:10.103,96.61836,3.921569
2015-07-03 18:15:23.040,95.69378,4
2015-07-03 18:15:35.800,96.61836,3.571429
2015-07-03 18:15:48.813,96.61836,3.030303
2015-07-03 18:16:01.590,96.61836,3.125
2015-07-03 18:16:14.355,96.61836,3.125
2015-07-03 18:16:27.006,94.78673,4.347826
2015-07-03 18:16:39.779,95.69378,4.255319
2015-07-03 18:16:52.809,94.78673,4.878049
2015-07-03 18:17:05.651,94.78673,5.405405
2015-07-03 18:17:18.351,93.02326,6.896552
2015-07-03 18:17:31.240,93.02326,7.017544
2015-07-03 18:17:43.523,93.89671,6.060606
2015-07-03 18:17:55.840,92.59259,8
2015-07-03 18:18:08.472,88.88889,10.30928
2015-07-03 18:18:20.968,89.6861,10.52632
2015-07-03 18:18:33.392,89.6861,10.20408
2015-07-03 18:18:46.090,89.6861,10.30928
2015-07-03 18:18:58.187,90.09009,10.52632
2015-07-03 18:19:10.770,89.6861,10.52632
2015-07-03 18:19:23.192,89.6861,10.10101
2015-07-03 18:19:35.589,90.09009,10.30928
2015-07-03 18:19:48.010,90.09009,9.615385
2015-07-03 18:20:00.578,90.49774,9.803922
2015-07-03 18:20:12.959,88.10573,11.62791
2015-07-03 18:20:25.189,88.88889,10.6383
2015-07-03 18:20:37.579,90.49774,10.15228
2015-07-03 18:20:49.962,90.49774,10.15228
2015-07-03 18:21:02.200,88.10573,11.49425
2015-07-03 18:21:14.621,88.10573,11.36364
2015-07-03 18:21:27.023,88.88889,11.49425
2015-07-03 18:21:39.589,88.88889,11.62791
2015-07-03 18:21:52.153,90.90909,9.009009
2015-07-03 18:22:04.410,90.49774,10.69519
2015-07-03 18:22:16.788,91.3242,9.009009
2015-07-03 18:22:29.382,93.89671,6.349206
2015-07-03 18:22:41.784,93.02326,7.017544
2015-07-03 18:22:54.167,93.89671,7.017544
2015-07-03 18:23:06.402,93.89671,7.017544
2015-07-03 18:23:18.728,90.49774,8.333333
2015-07-03 18:23:31.012,90.49774,10.69519
2015-07-03 18:23:43.596,90.49774,10.98901
2015-07-03 18:23:55.974,91.3242,8.888889
2015-07-03 18:24:08.562,88.10573,11.76471
2015-07-03 18:24:20.749,88.49558,12.5
2015-07-03 18:24:33.200,88.88889,11.36364
2015-07-03 18:24:45.793,90.49774,8.510638
2015-07-03 18:24:58.394,90.49774,8.888889
2015-07-03 18:25:10.793,91.3242,8.888889
2015-07-03 18:25:23.121,91.3242,8.333333
2015-07-03 18:25:35.379,88.10573,11.90476
2015-07-03 18:25:47.791,89.28571,11.36364
2015-07-03 18:26:00.345,88.49558,11.76471
2015-07-03 18:26:12.767,85.83691,13.88889
2015-07-03 18:26:25.179,86.58009,12.98701
2015-07-03 18:26:37.782,85.83691,14.08451
2015-07-03 18:26:50.432,85.83691,14.08451
2015-07-03 18:27:03.025,85.83691,14.08451
2015-07-03 18:27:15.449,85.83691,14.08451
2015-07-03 18:27:27.966,85.83691,14.08451
2015-07-03 18:27:40.224,85.83691,13.69863
2015-07-03 18:27:52.544,85.83691,14.08451
2015-07-03 18:28:04.750,85.83691,13.88889
2015-07-03 18:28:17.170,85.83691,13.69863
2015-07-03 18:28:29.768,85.83691,14.08451
2015-07-03 18:28:42.276,85.83691,13.69863
2015-07-03 18:28:54.656,84.03361,15.87302
2015-07-03 18:29:06.991,82.30453,17.24138
2015-07-03 18:29:19.557,82.98755,16.12903
2015-07-03 18:29:31.800,77.82101,20.20202
2015-07-03 18:29:44.171,79.05138,19.41748
2015-07-03 18:29:56.609,82.30453,19.41748
2015-07-03 18:30:09.401,81.63265,17.24138
2015-07-03 18:30:22.020,84.74576,14.92537
2015-07-03 18:30:34.585,84.03361,16.12903
2015-07-03 18:30:46.985,79.68127,18.34862
2015-07-03 18:30:59.156,80.32129,20
2015-07-03 18:31:11.365,79.68127,21.05263
2015-07-03 18:31:24.028,79.68127,20.83333
2015-07-03 18:31:36.602,72.20217,25.64103
2015-07-03 18:31:49.256,73.26007,26.66667
2015-07-03 18:32:01.801,73.26007,23.9521
2015-07-03 18:32:14.382,75.18797,26.14379
2015-07-03 18:32:27.130,78.125,23.25581
2015-07-03 18:32:39.364,79.36508,21.05263
2015-07-03 18:32:51.572,74.34944,24.09639
2015-07-03 18:33:04.316,74.90637,25.80645
2015-07-03 18:33:16.556,79.05138,22.85714
2015-07-03 18:33:28.851,79.36508,20
2015-07-03 18:33:41.448,75.4717,22.47191
2015-07-03 18:33:53.811,74.90637,24.09639
2015-07-03 18:34:06.438,69.68641,28.57143
2015-07-03 18:34:18.812,70.17544,27.77778
2015-07-03 18:34:31.455,68.25939,32.78689
2015-07-03 18:34:43.999,64.10256,37.03704
2015-07-03 18:34:56.619,65.14658,35.33569
2015-07-03 18:35:08.969,64.51613,36.10108
2015-07-03 18:35:21.150,66.44518,32.41491
2015-07-03 18:35:33.429,65.78947,34.01361
2015-07-03 18:35:45.968,69.20415,31.49606
2015-07-03 18:35:58.183,68.72852,31.74603
2015-07-03 18:36:10.624,68.49315,32
2015-07-03 18:36:22.992,66.44518,33.61345
2015-07-03 18:36:35.355,69.20415,31.49606
2015-07-03 18:36:47.605,68.49315,31.25
2015-07-03 18:37:00.194,67.34007,32
2015-07-03 18:37:12.577,67.34007,33.05785
2015-07-03 18:37:25.017,66.44518,33.44482
2015-07-03 18:37:37.595,65.57377,34.48276
2015-07-03 18:37:50.159,62.3053,37.59398
2015-07-03 18:38:02.382,61.7284,38.91051
2015-07-03 18:38:14.789,66.22517,35.33569
2015-07-03 18:38:27.379,65.57377,35.33569
2015-07-03 18:38:40.043,65.57377,34.36426
2015-07-03 18:38:52.530,65.57377,35.21127
2015-07-03 18:39:05.001,60.60606,37.59398
2015-07-03 18:39:17.339,61.16208,36.63004
2015-07-03 18:39:29.884,54.49591,42.19409
2015-07-03 18:39:42.190,53.33333,42.91845
2015-07-03 18:39:54.762,51.02041,48.54369
2015-07-03 18:40:07.042,34.84321,61.9195
2015-07-03 18:40:19.686,39.52569,60.97561
2015-07-03 18:40:31.978,39.84064,60.06006
2015-07-03 18:40:44.650,39.37008,61.53846
2015-07-03 18:40:57.078,38.31418,61.9195
2015-07-03 18:41:09.595,37.17472,62.3053
2015-07-03 18:41:22.002,38.31418,61.9195
2015-07-03 18:41:34.598,37.87879,62.1118
2015-07-03 18:41:47.003,37.31343,63.49206
2015-07-03 18:41:59.446,44.05286,56.33803
2015-07-03 18:42:11.789,46.94836,55.24862
2015-07-03 18:42:24.183,49.26108,52.08333
2015-07-03 18:42:36.595,51.1509,49.01961
2015-07-03 18:42:49.204,52.35602,43.47826
2015-07-03 18:43:01.627,46.94836,53.47594
2015-07-03 18:43:14.160,49.01961,51.28205
2015-07-03 18:43:26.604,54.05405,43.10345
2015-07-03 18:43:38.968,54.34783,46.08295
2015-07-03 18:43:51.251,54.79452,45.87156
2015-07-03 18:44:03.653,48.78049,49.62779
2015-07-03 18:44:16.039,50.25126,49.87531
2015-07-03 18:44:28.618,51.54639,49.01961
2015-07-03 18:44:41.197,40.32258,59.52381
2015-07-03 18:44:53.887,41.66667,60.06006
2015-07-03 18:45:06.867,40.16064,60.42296
2015-07-03 18:45:19.816,49.50495,51.02041
2015-07-03 18:45:32.481,48.30918,52.21932
2015-07-03 18:45:44.813,49.50495,50.89059
2015-07-03 18:45:57.372,40.16064,59.70149
2015-07-03 18:46:09.991,39.68254,60.42296
2015-07-03 18:46:22.579,42.37288,60.79027
2015-07-03 18:46:35.167,48.78049,51.41388
2015-07-03 18:46:47.585,48.78049,51.02041
2015-07-03 18:47:00.171,50,50.37783
2015-07-03 18:47:12.674,40.65041,60.42296
2015-07-03 18:47:25.001,40.16064,60.06006
2015-07-03 18:47:37.447,41.841,58.82353
2015-07-03 18:47:50.012,42.37288,58.47953
2015-07-03 18:48:02.544,32.25806,67.79661
2015-07-03 18:48:15.015,30.76923,69.20415
2015-07-03 18:48:27.415,32.25806,68.02721
2015-07-03 18:48:39.791,36.63004,60.79027
2015-07-03 18:48:52.413,40.16064,60.24096
2015-07-03 18:49:04.758,41.32231,58.99705
2015-07-03 18:49:17.008,48.07692,51.54639
2015-07-03 18:49:29.599,49.01961,51.41388
2015-07-03 18:49:41.982,40.32258,60.24096
2015-07-03 18:49:54.528,39.84064,60.42296
2015-07-03 18:50:06.826,40.16064,59.88024
2015-07-03 18:50:19.346,31.49606,68.25939
2015-07-03 18:50:31.584,32,68.25939
2015-07-03 18:50:44.195,35.71429,67.34007
2015-07-03 18:50:56.759,39.68254,60.60606
2015-07-03 18:51:09.004,39.68254,60.42296
2015-07-03 18:51:21.569,39.84064,60.06006
2015-07-03 18:51:34.317,48.30918,51.54639
2015-07-03 18:51:47.844,49.01961,51.1509
2015-07-03 18:52:00.181,49.87531,50.37783
2015-07-03 18:52:12.613,55.24862,44.44444
2015-07-03 18:52:24.974,58.82353,41.32231
2015-07-03 18:52:37.597,58.30904,41.841
2015-07-03 18:52:49.963,54.05405,42.01681
2015-07-03 18:53:02.182,56.49718,43.85965
2015-07-03 18:53:14.733,61.16208,39.37008
2015-07-03 18:53:26.961,64.72492,35.71429
2015-07-03 18:53:39.226,64.72492,35.97122
2015-07-03 18:53:51.630,64.51613,35.33569
2015-07-03 18:54:03.928,66.44518,34.24658
2015-07-03 18:54:16.345,67.79661,31.49606
2015-07-03 18:54:28.784,67.79661,32
2015-07-03 18:54:41.357,68.25939,32
2015-07-03 18:54:53.760,68.25939,31.49606
2015-07-03 18:55:06.254,68.25939,31.74603
2015-07-03 18:55:18.565,67.79661,32
2015-07-03 18:55:30.748,67.34007,33.89831
2015-07-03 18:55:42.974,66.88963,33.05785
2015-07-03 18:55:55.608,67.34007,33.05785
2015-07-03 18:56:07.869,66.88963,33.05785
2015-07-03 18:56:20.384,66.44518,34.48276
2015-07-03 18:56:32.785,67.34007,34.18803
2015-07-03 18:56:45.336,61.16208,36.63004
2015-07-03 18:56:57.550,61.34969,39.21569
2015-07-03 18:57:09.725,54.94505,45.6621
2015-07-03 18:57:22.171,54.20054,44.44444
2015-07-03 18:57:34.793,55.24862,46.72897
2015-07-03 18:57:47.390,49.50495,50.37783
2015-07-03 18:57:59.766,49.26108,51.1509
2015-07-03 18:58:11.976,50.76142,49.26108
2015-07-03 18:58:24.395,52.49344,47.61905
2015-07-03 18:58:36.784,56.65722,44.05286
2015-07-03 18:58:49.189,55.86592,45.24887
